# synthetic, for demo only -- 400 cells x 132 genes, Poisson counts
# 12 TF programs x 8 targets + 24 unlinked genes; truth in ground_truth_edges.csv
cell,TF01,G001,G002,G003,G004,G005,G006,G007,G008,TF02,G009,G010,G011,G012,G013,G014,G015,G016,TF03,G017,G018,G019,G020,G021,G022,G023,G024,TF04,G025,G026,G027,G028,G029,G030,G031,G032,TF05,G033,G034,G035,G036,G037,G038,G039,G040,TF06,G041,G042,G043,G044,G045,G046,G047,G048,TF07,G049,G050,G051,G052,G053,G054,G055,G056,TF08,G057,G058,G059,G060,G061,G062,G063,G064,TF09,G065,G066,G067,G068,G069,G070,G071,G072,TF10,G073,G074,G075,G076,G077,G078,G079,G080,TF11,G081,G082,G083,G084,G085,G086,G087,G088,TF12,G089,G090,G091,G092,G093,G094,G095,G096,U001,U002,U003,U004,U005,U006,U007,U008,U009,U010,U011,U012,U013,U014,U015,U016,U017,U018,U019,U020,U021,U022,U023,U024
Cell0249,12,8,2,10,2,10,25,12,7,4,3,1,5,3,1,6,2,4,3,4,2,4,9,2,1,0,8,9,9,11,2,13,5,6,11,1,21,22,22,23,11,59,14,4,3,3,7,1,2,6,6,9,0,11,2,13,3,2,7,6,7,9,5,7,4,2,10,3,9,7,4,11,11,6,1,4,3,8,3,2,7,1,3,7,4,7,4,5,0,13,1,6,5,4,6,2,12,2,3,5,0,8,10,4,4,9,9,2,10,4,5,15,4,14,4,0,2,3,8,0,3,1,4,4,2,5,1,2,1,10,0,6
Cell0250,9,9,4,5,1,3,9,7,2,19,14,3,1,7,6,2,1,5,3,2,2,4,7,2,3,1,6,5,7,3,2,2,0,2,6,3,3,5,2,3,2,10,3,9,6,10,5,6,3,5,4,2,4,2,1,11,5,2,3,5,8,12,1,21,10,1,8,5,9,7,2,17,0,0,14,0,2,1,10,1,2,6,15,8,2,4,7,8,3,9,1,1,7,1,1,2,6,5,2,4,7,3,2,3,1,2,2,14,5,2,0,6,5,5,1,2,2,2,6,1,8,5,5,6,11,4,1,2,16,1,7,7
Cell0251,2,1,8,4,4,5,8,4,4,1,1,2,4,2,1,7,1,3,11,4,5,10,3,11,5,4,9,0,2,1,0,3,1,2,3,4,1,7,6,9,1,5,3,13,9,1,5,2,1,2,4,4,1,11,2,10,3,4,10,9,4,3,2,9,3,2,5,1,5,13,5,7,6,5,5,5,2,2,2,6,7,4,10,4,2,6,1,11,4,5,1,5,2,2,5,4,12,5,1,5,9,6,4,4,2,2,4,6,4,2,5,4,3,16,1,0,3,4,2,1,2,3,1,3,1,5,2,3,6,1,5,2
Cell0252,5,1,10,2,1,3,9,6,4,19,2,5,7,7,4,10,4,8,2,4,2,9,11,6,2,1,10,2,5,2,2,6,6,0,10,8,2,1,2,10,3,13,3,11,5,18,7,11,3,9,5,7,4,2,8,18,3,3,1,6,12,12,5,18,6,2,7,9,12,15,5,30,1,1,8,1,4,5,2,0,2,4,5,10,3,8,1,3,5,8,2,1,4,1,1,0,8,6,0,2,1,5,10,9,3,5,5,3,8,0,4,5,2,9,5,2,3,2,7,1,3,11,0,1,8,7,5,3,4,5,2,0
Cell0253,2,0,5,2,4,1,7,0,3,8,5,7,3,3,2,5,3,5,5,9,1,3,4,4,6,10,12,4,5,5,2,1,4,1,6,7,5,4,7,6,2,9,4,9,9,7,5,2,3,2,2,5,0,6,2,5,1,3,7,8,5,3,0,15,6,3,7,2,8,9,3,11,7,7,1,4,2,8,1,3,18,11,14,3,2,10,6,5,7,1,5,6,1,2,6,3,4,1,1,0,7,6,6,7,3,4,6,4,4,2,4,9,11,9,4,1,0,2,2,1,4,7,1,3,0,1,4,3,5,2,1,1
Cell0254,6,0,9,1,2,6,9,3,4,9,2,4,5,2,3,4,1,5,8,8,3,5,8,7,2,9,5,2,7,1,1,3,4,3,6,4,3,1,6,4,0,13,3,11,7,7,8,6,4,5,8,11,3,11,3,6,0,3,9,7,6,6,4,11,7,3,5,3,11,5,6,13,6,3,10,4,4,2,1,2,3,3,14,4,8,2,4,5,6,1,3,7,2,2,5,5,7,1,2,2,2,7,5,10,4,2,1,4,7,4,3,4,3,5,8,2,2,5,4,5,4,8,3,3,6,16,6,1,1,0,1,2
Cell0255,6,5,7,6,1,3,8,5,4,15,9,5,6,4,7,7,1,7,6,2,4,3,11,4,3,2,7,1,9,2,5,4,4,1,6,6,2,1,1,1,0,2,3,27,24,12,5,2,4,6,2,4,0,7,3,7,2,8,7,13,3,5,3,7,4,8,3,4,4,8,1,5,2,1,5,2,1,0,2,4,8,3,7,6,2,4,0,5,1,9,0,6,7,0,3,2,6,6,1,2,6,9,1,2,3,3,5,8,2,6,2,20,5,7,2,1,1,4,4,4,4,5,4,4,3,0,1,9,8,0,5,4
Cell0256,7,3,6,4,4,5,13,6,3,3,1,4,5,1,3,6,3,5,3,3,2,4,7,3,6,5,4,4,7,3,3,9,6,2,5,2,2,3,5,4,3,7,6,9,8,17,2,7,9,11,3,5,5,3,1,13,1,3,8,12,3,9,2,9,4,1,7,3,8,10,4,13,1,1,17,1,1,2,15,0,2,3,7,4,1,3,1,6,1,7,2,4,5,0,3,2,11,2,1,0,12,2,3,1,1,1,4,6,4,3,5,10,4,11,5,5,2,3,7,6,7,5,2,3,7,10,2,2,8,7,5,2
Cell0257,8,6,3,8,1,7,19,13,6,7,1,3,5,4,2,3,1,3,1,1,1,6,8,2,3,1,6,5,16,9,1,22,10,11,11,0,17,15,10,14,5,29,15,3,2,4,14,5,4,2,6,9,1,10,3,6,3,4,11,5,4,8,2,12,1,4,3,3,6,6,5,14,12,8,3,7,3,18,1,7,13,2,4,12,3,6,0,5,3,5,3,4,2,2,1,2,9,5,2,8,3,13,13,8,5,8,14,0,7,1,6,7,2,6,6,5,2,0,3,1,1,17,0,4,4,12,4,3,9,7,0,1
Cell0258,3,3,2,3,2,9,14,11,12,4,3,3,4,3,2,7,1,5,2,2,3,4,5,4,3,3,5,1,3,4,1,7,3,3,6,6,10,3,4,7,1,4,6,9,11,28,2,6,6,4,4,5,4,4,6,11,1,5,11,12,5,12,6,10,4,5,3,3,8,10,2,9,3,0,15,1,1,1,5,1,7,1,11,13,2,8,4,6,4,8,1,2,8,1,3,5,8,3,2,3,13,7,2,4,0,2,5,5,9,2,0,5,1,8,2,2,4,3,9,5,1,4,3,0,3,8,5,1,2,2,5,4
Cell0259,0,0,12,1,3,2,5,3,2,8,2,3,5,2,5,8,3,1,6,4,3,10,8,8,1,4,4,0,4,2,3,2,1,2,10,8,5,6,8,12,0,6,5,9,4,5,6,2,2,8,5,11,0,3,3,7,2,2,10,3,5,8,2,10,4,6,8,1,9,10,2,7,2,6,5,3,7,8,3,1,4,7,16,2,4,2,1,6,2,9,5,4,4,2,1,5,7,5,2,1,3,7,3,1,0,2,3,7,12,3,3,5,3,9,1,6,6,4,7,2,4,6,3,1,2,5,8,4,2,1,4,2
Cell0260,6,2,6,2,2,5,13,6,7,14,12,13,5,3,4,7,2,5,0,2,0,1,5,3,3,1,7,5,6,6,2,5,2,2,12,5,2,2,2,2,0,2,3,26,19,6,6,2,4,4,2,6,2,3,2,14,1,3,4,8,1,7,0,2,2,7,4,0,3,4,2,5,4,3,7,5,2,2,6,1,5,3,6,9,2,5,2,4,1,8,2,1,6,1,3,2,6,5,0,2,11,4,7,3,2,0,2,7,2,0,5,9,2,17,3,5,3,0,4,1,15,5,3,1,6,3,4,3,2,6,2,2
Cell0261,6,6,1,6,1,9,9,6,10,5,5,4,11,1,2,2,2,5,1,8,2,2,9,1,3,2,5,9,14,9,5,10,3,4,19,1,22,15,18,18,4,40,17,2,4,3,11,3,2,4,9,9,1,11,4,9,2,4,6,6,6,10,6,10,8,4,3,1,7,9,2,17,13,3,2,6,7,8,1,5,8,2,2,10,2,2,1,3,1,11,2,4,4,4,1,3,4,2,1,9,4,12,9,9,6,8,7,3,2,3,8,3,0,2,2,2,1,0,2,6,6,6,3,3,5,5,4,4,2,3,1,4
Cell0262,1,0,7,2,3,2,5,2,3,11,4,2,1,2,3,7,1,7,6,3,1,5,11,4,2,5,6,3,4,4,1,0,2,2,3,5,1,2,4,11,2,9,6,11,10,8,10,4,2,3,6,6,4,10,5,6,2,2,5,8,7,11,6,15,5,2,12,7,13,9,7,19,5,3,2,4,2,7,1,2,9,4,13,3,5,5,3,3,7,5,0,4,4,2,3,3,12,2,2,2,8,3,5,2,0,2,7,6,3,2,4,1,1,10,2,3,1,3,6,2,4,14,3,2,5,10,4,0,5,0,7,2
Cell0263,2,2,9,1,2,3,4,2,5,5,7,3,4,1,3,5,2,2,2,4,3,7,4,6,1,4,9,1,1,2,2,4,1,1,7,3,3,6,4,6,3,10,0,13,12,13,8,2,2,3,2,6,2,5,1,4,7,4,10,15,8,7,2,15,10,2,8,4,7,12,4,19,8,5,6,5,2,11,2,4,6,2,11,2,5,2,4,15,7,12,3,4,3,4,6,3,7,1,5,1,7,4,9,7,1,2,2,10,2,4,4,1,7,9,6,1,2,5,0,2,9,4,2,1,8,4,7,3,4,1,5,1
Cell0264,5,5,2,7,3,6,10,5,7,7,1,6,4,2,2,9,0,4,7,5,2,4,7,3,0,0,4,0,3,0,3,4,3,6,4,8,5,7,3,8,3,13,4,9,5,7,6,5,3,8,3,3,2,2,1,5,2,3,12,8,7,9,4,7,4,4,2,2,5,10,4,8,2,5,5,0,4,9,4,4,8,5,12,3,6,3,2,6,7,6,3,9,7,1,6,5,6,3,1,3,1,11,11,10,3,6,10,3,0,3,9,14,2,0,6,7,12,7,5,2,5,11,1,2,1,2,5,8,1,4,4,1
Cell0265,2,2,2,5,2,3,5,6,3,8,3,5,6,2,1,3,1,5,2,0,1,4,4,4,0,2,9,6,3,2,5,4,4,0,14,4,1,2,1,10,3,12,6,5,4,4,2,1,2,6,4,9,2,5,3,9,4,4,7,4,6,14,5,6,3,6,3,0,9,4,3,4,6,3,5,3,4,9,0,7,3,1,10,3,3,2,6,7,2,5,2,6,9,5,6,5,6,1,2,3,7,7,17,5,3,4,2,4,7,6,3,12,2,1,7,5,3,5,9,4,2,12,3,1,1,5,1,5,6,2,7,1
Cell0266,5,2,7,4,1,4,9,4,1,16,8,5,1,6,7,12,1,11,4,2,2,8,14,1,1,2,3,2,3,2,2,7,5,1,7,2,1,2,1,1,1,7,8,17,13,8,7,9,4,5,3,5,5,7,2,9,4,1,4,12,2,6,2,5,5,9,4,1,3,4,5,4,2,0,5,1,2,3,7,0,9,0,6,13,4,2,4,5,1,15,1,0,8,1,1,1,8,8,0,2,10,6,3,3,3,2,1,4,2,1,5,24,4,4,3,1,8,2,9,1,5,21,5,2,1,2,6,1,7,7,6,7
Cell0267,3,3,4,2,1,7,10,4,2,5,3,9,3,5,4,8,3,2,2,1,2,3,5,1,2,0,7,0,1,0,2,1,0,2,4,6,3,6,6,6,1,8,3,8,7,7,2,10,9,7,0,4,3,6,13,33,6,0,2,0,20,23,14,10,6,2,10,4,5,8,3,14,5,2,5,4,2,10,2,1,9,0,5,3,5,3,5,2,1,14,2,0,8,1,0,1,3,12,0,2,4,5,5,3,1,3,10,6,7,1,5,6,2,9,5,0,1,10,8,1,5,8,5,1,7,3,11,1,6,1,9,2
Cell0268,3,5,9,3,2,6,12,4,7,13,6,12,2,7,7,8,1,9,2,1,5,10,6,3,2,1,5,4,7,2,0,5,1,1,5,1,0,6,3,8,5,4,8,12,11,3,5,4,4,12,1,5,3,4,15,29,11,0,3,0,9,21,11,19,8,0,3,6,11,18,8,25,4,0,11,0,2,2,3,1,2,3,6,13,3,4,6,4,3,5,2,2,6,3,4,4,3,5,0,1,6,10,6,8,1,6,7,4,9,4,5,2,3,14,4,5,3,2,5,1,2,5,6,1,9,16,8,4,6,6,3,5
Cell0269,4,3,6,0,3,8,11,3,4,19,7,9,0,9,8,4,6,12,1,2,3,8,9,4,1,3,5,6,7,2,2,7,6,2,4,5,3,3,5,4,1,3,4,33,20,6,7,1,6,5,4,7,2,11,3,3,1,1,14,15,1,8,1,5,1,8,4,0,3,2,5,3,3,0,6,0,1,2,5,3,3,4,10,4,0,4,1,8,3,12,3,6,4,1,1,2,4,4,1,1,6,4,4,5,0,2,3,13,2,2,2,6,4,16,2,2,2,0,4,8,1,1,2,1,0,6,9,1,4,7,2,0
Cell0270,7,4,5,2,1,9,11,5,4,20,6,4,2,6,7,7,6,15,0,4,1,4,8,2,2,1,8,2,10,1,0,5,3,1,6,3,1,1,2,2,3,0,2,32,16,9,2,3,5,4,1,4,4,6,3,4,2,2,7,10,8,3,4,3,4,11,2,4,1,3,1,3,3,1,7,4,1,2,0,2,4,4,8,4,1,1,4,9,4,4,1,1,6,2,2,3,10,4,1,1,0,3,7,3,1,0,3,8,1,4,2,13,1,9,6,2,0,1,1,5,6,11,4,3,6,6,13,3,2,6,6,2
Cell0271,1,1,11,0,1,5,3,2,3,5,3,5,3,2,1,2,1,3,1,3,1,7,4,6,3,6,12,2,2,1,1,4,1,0,4,9,0,5,4,4,1,11,4,11,11,14,4,3,10,10,5,3,1,6,3,7,4,1,6,3,5,8,3,10,4,5,5,3,11,7,4,18,9,2,1,3,2,8,1,1,10,4,10,2,5,3,5,14,3,3,2,6,5,0,4,5,14,1,4,5,6,7,4,5,3,3,4,10,2,1,4,4,5,10,0,2,0,6,2,2,11,10,1,4,4,7,4,3,3,8,3,3
Cell0272,6,3,5,3,2,3,11,7,5,4,4,4,6,2,4,8,0,4,2,4,3,1,5,3,1,2,9,3,4,1,2,2,5,3,8,3,3,3,6,11,3,7,1,8,3,29,2,9,8,11,2,0,3,3,2,9,1,4,8,8,15,16,2,6,4,8,10,1,4,10,5,11,0,0,16,4,3,0,5,0,1,2,10,4,6,8,3,5,5,9,3,6,3,3,1,7,7,2,3,1,3,12,4,6,2,2,4,3,1,2,6,14,0,7,7,0,3,5,7,1,8,11,5,2,7,10,5,4,0,7,2,2
Cell0273,8,9,5,1,1,8,12,7,5,5,1,2,4,1,3,4,0,3,5,2,2,9,7,4,5,3,9,7,7,2,2,6,4,3,9,2,5,5,7,9,3,12,7,5,5,15,4,9,6,8,6,4,2,5,3,7,2,4,4,3,3,6,2,15,5,2,5,1,7,7,3,8,0,1,12,2,3,3,5,2,4,3,11,8,2,8,1,10,1,6,3,2,4,0,4,2,3,5,0,4,9,8,6,3,0,1,4,5,3,3,5,23,8,6,9,0,2,1,3,1,11,2,4,5,4,5,4,6,5,4,1,2
Cell0274,1,4,4,4,5,9,8,8,8,3,4,3,5,3,4,2,4,6,3,4,3,3,15,8,2,3,9,1,6,1,1,6,1,0,6,8,4,5,3,4,0,15,5,11,6,8,1,7,3,3,4,4,3,6,0,10,3,6,10,10,3,10,2,1,4,6,2,1,3,3,1,4,4,3,3,5,4,10,3,2,9,4,6,7,2,6,2,7,1,5,6,10,1,3,6,8,9,1,3,6,3,6,6,9,9,6,8,4,3,4,13,9,2,12,2,2,2,1,11,4,11,9,1,0,5,4,2,5,4,7,3,3
Cell0275,2,3,7,1,4,7,5,4,10,12,6,2,6,4,9,6,5,4,7,1,4,5,1,2,0,7,5,0,4,3,3,2,1,3,6,1,2,5,4,10,1,6,8,10,5,7,3,2,6,6,1,9,3,7,10,18,8,1,2,3,15,17,10,14,4,2,10,4,19,11,4,28,6,3,4,1,4,3,6,3,5,4,13,8,6,6,3,9,3,6,1,5,7,0,5,3,6,5,0,3,10,7,5,1,2,6,1,6,6,0,4,7,2,5,3,0,10,4,6,1,4,9,6,1,8,7,3,2,5,5,6,3
Cell0276,3,5,7,5,4,6,9,4,4,13,7,1,6,6,6,7,2,11,4,4,2,3,6,9,1,7,12,2,4,2,1,5,2,1,7,6,7,2,7,4,3,2,5,6,9,7,7,4,5,9,2,6,2,4,4,30,9,2,1,1,18,23,7,13,7,2,7,2,9,7,5,17,3,1,4,2,3,4,4,8,4,1,4,8,2,1,4,5,0,6,2,5,4,1,2,2,10,3,1,0,4,6,5,4,2,1,3,3,3,1,6,5,3,14,3,2,5,3,5,1,4,13,3,2,5,9,4,1,4,6,4,2
Cell0277,0,5,6,5,1,4,10,3,2,23,3,2,1,5,3,12,1,7,4,3,2,2,5,2,1,5,10,1,6,3,1,4,3,1,8,3,5,7,5,6,1,12,1,6,5,14,5,12,4,7,3,4,1,1,9,13,6,2,2,3,14,24,12,24,11,0,6,2,7,14,4,21,6,0,6,2,1,0,6,1,3,1,7,4,2,3,1,7,1,10,1,9,10,0,4,1,4,7,0,3,2,8,8,11,2,7,6,3,10,2,6,10,4,4,4,4,2,2,0,3,9,3,1,2,9,11,1,0,11,11,1,2
Cell0278,13,17,4,17,0,22,17,17,6,2,4,4,6,2,0,5,1,4,0,2,2,7,10,2,1,1,7,27,22,8,7,21,16,14,23,0,17,20,23,20,10,31,9,3,1,2,12,2,4,0,4,11,0,13,0,3,3,6,12,13,3,12,0,10,5,4,7,4,5,8,1,20,12,8,4,6,7,27,1,8,10,4,12,10,3,7,3,2,3,11,1,5,7,2,2,4,4,3,4,6,2,16,16,13,1,6,8,2,10,3,3,7,1,7,6,3,3,0,2,4,8,12,4,5,7,22,2,5,3,3,4,2
Cell0279,5,5,7,6,1,5,12,6,7,9,4,4,7,2,0,11,2,9,2,5,1,4,10,1,1,2,10,3,10,5,2,6,7,4,9,3,3,1,6,4,5,12,7,5,4,16,0,7,7,8,2,1,6,5,4,13,5,2,8,7,8,14,4,12,1,2,5,3,1,14,8,13,3,2,17,1,0,1,5,0,2,1,10,2,5,9,1,8,4,5,1,3,8,0,2,1,7,4,1,4,4,6,5,4,2,4,12,4,8,8,2,5,7,8,1,3,4,4,2,3,14,21,6,2,2,9,13,1,7,2,2,1
Cell0280,3,8,3,4,1,7,14,11,5,4,6,2,3,2,0,7,1,4,2,8,2,5,3,2,0,2,12,2,3,4,2,10,5,2,5,4,4,7,8,3,2,7,5,9,3,12,2,3,5,7,1,2,4,4,2,6,2,1,10,9,1,4,3,13,6,5,2,2,9,8,5,20,0,0,17,0,0,1,8,0,3,6,7,7,3,3,5,9,3,10,3,3,5,4,3,3,6,5,3,0,7,10,5,4,1,2,4,9,5,3,4,8,5,14,7,4,1,1,5,1,9,4,7,2,4,4,5,0,4,3,1,6
Cell0281,4,1,16,4,2,3,9,6,1,6,2,6,5,5,3,5,3,8,5,5,6,9,5,6,4,4,9,2,6,2,0,5,5,2,6,4,5,5,3,12,2,5,3,10,8,4,7,4,2,1,6,8,0,11,3,9,1,4,8,9,6,9,6,16,6,7,2,1,9,7,5,9,3,2,3,6,5,4,2,3,8,3,20,6,10,1,6,10,5,3,4,5,0,2,4,9,4,2,1,2,7,7,2,5,1,1,5,4,11,4,4,6,2,7,0,3,4,2,2,2,5,10,1,1,0,4,9,0,5,5,3,4
Cell0282,1,1,8,2,6,4,3,6,2,12,10,6,1,4,4,12,4,8,2,3,2,8,6,3,3,3,3,2,2,3,3,2,5,1,5,10,2,5,3,9,2,11,2,11,7,8,8,3,2,4,7,6,1,7,18,38,11,0,0,3,24,18,13,18,5,2,14,10,8,12,5,20,4,3,11,4,0,1,7,3,3,4,12,10,4,2,5,5,1,8,1,5,10,2,5,8,5,2,3,2,4,5,6,9,0,3,3,4,3,7,3,5,3,6,3,2,4,3,8,4,5,4,1,4,2,3,9,4,2,3,6,2
Cell0283,11,14,4,9,2,16,18,17,9,7,5,3,5,4,0,6,4,6,2,2,1,6,16,2,2,1,5,9,18,5,8,15,10,12,14,0,18,23,11,17,8,33,13,4,3,6,9,3,8,5,8,12,1,7,1,3,5,5,7,11,4,10,4,6,4,2,9,3,9,4,1,12,18,6,1,5,2,19,1,3,12,3,6,6,2,5,2,4,1,7,1,5,3,0,2,3,12,6,3,7,2,5,11,18,6,4,13,6,3,1,8,7,5,12,4,1,1,3,5,2,3,11,1,6,1,12,7,2,13,3,7,3
Cell0284,4,1,9,2,6,5,5,5,1,8,4,2,3,2,4,3,2,4,1,3,4,5,7,5,0,8,5,1,3,2,1,4,3,2,10,1,2,4,2,0,2,4,3,15,5,14,5,4,4,3,4,6,1,2,11,36,7,2,5,1,17,31,3,24,6,3,6,2,13,23,4,22,3,2,9,1,0,8,3,3,5,1,7,7,5,5,5,2,3,9,1,2,4,0,2,1,1,4,1,4,6,10,10,6,4,4,6,4,4,3,7,7,5,16,2,2,3,3,9,10,5,2,6,2,9,9,1,3,5,0,8,3
Cell0285,3,3,5,0,7,8,5,3,1,17,2,5,2,4,4,6,5,7,1,3,2,0,5,2,3,5,8,1,8,1,1,5,1,2,7,1,5,1,7,6,2,12,6,11,5,9,5,5,1,7,6,7,4,5,14,19,9,0,2,0,18,12,7,17,7,2,6,4,3,9,5,14,2,0,8,0,1,2,5,0,4,1,7,10,1,1,6,7,3,9,0,1,5,1,2,1,4,6,0,1,5,10,6,6,1,4,2,5,6,2,4,9,2,5,8,2,7,5,2,4,11,6,6,4,3,3,4,6,9,6,7,0
Cell0286,2,4,4,3,1,6,20,11,5,12,2,3,5,3,5,6,1,6,3,3,2,6,8,5,4,2,5,1,3,2,2,3,5,1,6,8,2,1,4,4,2,6,5,15,15,8,10,2,4,1,1,5,2,10,6,8,6,1,2,3,10,13,2,5,4,7,2,2,4,3,0,7,6,0,10,4,5,2,6,3,9,3,11,6,4,1,2,7,4,6,1,6,6,5,2,11,11,2,0,3,4,9,6,3,2,3,10,4,3,1,5,13,5,13,6,0,6,3,2,2,9,6,5,6,1,18,14,5,9,6,7,5
Cell0287,4,4,7,5,3,4,7,5,8,9,2,4,5,1,2,3,2,4,1,4,3,13,10,3,3,5,4,2,11,4,3,5,6,0,4,5,4,5,6,5,2,16,7,4,7,21,0,4,10,12,3,2,5,4,2,7,4,0,7,5,5,13,5,12,6,2,8,3,10,6,3,15,1,4,9,4,1,6,6,0,5,3,10,5,2,3,3,2,3,4,1,8,2,1,4,0,6,3,1,3,2,3,3,1,2,1,3,11,7,2,3,6,3,9,3,3,0,0,2,3,11,7,4,6,3,5,7,3,5,4,4,1
Cell0288,2,5,8,4,3,6,14,4,5,14,12,10,1,8,5,11,8,10,1,0,1,4,3,3,0,1,6,3,2,6,2,5,0,4,2,4,2,1,2,3,3,0,4,31,15,6,4,3,1,7,7,6,3,6,1,8,4,2,9,15,4,9,0,10,1,4,1,1,8,3,3,8,2,1,10,4,1,3,0,3,2,3,7,1,5,4,3,6,1,10,1,1,6,0,2,1,5,9,1,1,6,6,6,5,1,3,6,9,10,4,2,8,4,8,6,3,4,2,9,0,4,5,5,4,7,15,3,9,7,7,2,2
Cell0289,6,4,3,4,3,7,12,5,4,26,11,8,1,6,15,5,2,14,0,2,5,4,16,1,2,3,3,4,8,3,2,7,7,2,8,3,3,2,1,3,1,4,1,25,22,5,4,2,5,9,6,5,2,4,2,6,1,4,11,13,3,5,0,7,4,7,3,4,5,12,3,6,3,1,6,1,1,4,3,4,7,1,8,6,3,8,4,4,0,9,1,2,4,0,1,1,6,8,2,2,8,6,4,0,2,2,1,6,6,1,0,5,5,8,13,2,4,3,4,4,3,3,3,3,9,7,4,1,10,1,5,5
Cell0290,3,0,4,0,2,2,4,4,2,12,7,5,4,6,7,5,3,8,6,4,1,2,3,3,2,4,6,2,2,4,4,2,3,3,4,10,1,3,5,5,5,9,2,17,7,6,3,2,4,6,4,8,2,8,9,17,9,1,3,2,10,15,10,22,10,1,12,8,9,12,4,23,9,2,3,4,4,2,0,3,11,0,6,10,2,5,1,7,2,8,0,5,10,0,3,2,3,6,1,1,7,6,6,4,1,2,6,4,6,1,1,9,4,5,2,0,2,3,2,0,6,11,11,6,11,9,2,2,6,11,9,1
Cell0291,7,8,2,7,2,11,13,8,8,7,4,2,5,1,2,3,3,6,4,5,0,4,8,1,1,0,7,6,14,8,5,14,5,8,13,2,20,17,13,21,10,38,15,1,2,9,10,1,1,4,4,6,1,10,2,8,4,4,7,11,5,3,6,10,3,5,6,2,6,12,3,11,15,8,5,6,1,20,1,5,15,2,3,16,3,8,1,3,1,19,3,8,4,3,6,5,8,1,5,1,1,14,8,4,3,3,7,3,3,8,4,0,9,7,1,5,2,1,6,8,4,6,11,2,8,5,5,2,1,7,3,2
Cell0292,0,4,8,1,9,0,8,3,1,10,4,4,5,6,3,5,3,0,4,7,3,5,5,5,8,3,7,2,5,2,1,2,1,0,4,2,3,2,7,6,2,5,3,8,2,16,6,5,6,6,5,9,2,3,1,10,3,4,7,5,4,10,2,17,7,5,3,3,7,16,4,17,8,2,4,2,6,8,4,4,7,5,13,3,5,5,5,5,5,6,8,3,4,2,2,1,5,1,0,3,9,5,1,2,2,2,4,4,5,2,2,4,1,6,12,5,2,3,6,5,11,15,4,4,4,9,13,1,3,3,5,1
Cell0293,2,4,2,3,1,5,11,7,4,12,4,2,6,3,2,3,2,5,3,4,0,5,10,6,3,3,8,3,4,1,1,1,1,3,6,13,1,2,3,9,0,7,4,9,2,9,7,4,1,8,3,11,1,5,5,13,4,2,8,5,5,8,5,3,1,9,2,2,1,5,1,8,6,2,3,3,1,10,1,1,4,5,9,9,2,5,2,9,5,8,1,2,2,4,4,3,10,1,4,6,6,8,9,10,7,11,8,0,3,8,2,10,1,6,3,5,5,2,1,5,7,8,4,0,0,13,6,1,9,1,5,3
Cell0294,1,6,11,2,3,4,10,3,5,6,0,2,8,1,0,3,1,6,8,10,3,1,2,5,3,6,7,1,5,2,4,3,2,4,5,6,4,7,8,12,2,11,8,5,4,9,7,4,1,10,6,13,3,11,2,6,2,4,3,9,6,12,2,13,10,0,12,4,8,11,5,19,3,2,4,3,0,8,0,5,3,10,21,2,5,2,5,11,4,4,2,6,5,0,2,6,7,1,2,2,5,7,7,5,5,0,6,1,3,1,2,7,2,7,12,3,0,2,5,3,4,7,8,5,9,4,6,4,4,1,6,2
Cell0295,5,5,12,1,3,1,4,3,4,19,5,3,3,3,6,7,4,3,3,4,9,5,8,3,1,1,11,3,6,4,2,4,5,0,3,3,1,1,0,8,0,3,3,26,14,8,10,0,5,2,3,9,2,10,0,7,0,4,8,11,6,6,3,3,5,10,3,5,5,6,2,7,4,4,7,2,0,3,3,0,8,3,1,13,4,6,4,8,1,17,0,3,7,2,1,1,6,11,0,0,9,9,4,6,1,0,4,4,1,5,4,1,1,7,2,6,3,4,1,2,10,5,5,4,3,10,5,2,9,10,8,3
Cell0296,5,3,7,3,5,4,9,7,4,15,16,6,3,6,5,8,1,4,0,3,1,4,10,2,4,3,3,1,4,2,3,6,6,2,5,4,0,1,2,0,0,1,2,24,20,3,8,4,4,4,6,6,1,5,3,2,0,5,10,8,6,5,2,2,1,16,2,2,3,7,1,5,1,1,3,2,3,2,3,2,3,3,2,4,4,7,3,3,4,9,0,2,5,1,2,4,6,4,0,2,8,4,2,2,0,2,0,7,16,1,1,10,3,11,4,4,1,2,5,4,3,10,3,3,3,7,11,0,5,1,4,1
Cell0297,6,2,7,3,1,5,11,9,6,10,11,5,4,4,2,6,4,7,2,1,2,5,10,5,4,6,5,0,5,1,1,3,1,4,7,9,2,1,5,8,2,5,6,17,7,7,6,5,4,9,4,5,3,9,2,12,3,6,6,6,9,14,4,5,4,15,3,1,3,6,4,7,9,0,9,6,4,7,1,5,8,6,8,6,6,6,8,6,1,4,1,2,3,0,4,1,7,3,0,6,1,7,11,15,6,6,11,2,3,5,6,13,2,8,8,3,1,3,5,11,5,8,3,1,6,10,5,1,1,9,4,2
Cell0298,1,1,8,0,2,3,5,5,1,2,4,5,1,7,7,2,7,6,11,3,4,4,4,9,4,8,14,4,2,2,0,2,1,1,6,3,8,5,5,6,4,15,5,6,3,7,4,4,3,8,2,7,6,9,11,22,11,1,1,2,21,15,11,15,7,2,8,2,7,14,10,30,1,1,10,5,1,1,5,1,5,3,6,10,3,8,2,6,1,11,0,7,4,1,2,2,5,5,0,4,1,4,6,6,0,5,5,1,3,0,11,6,5,3,1,2,6,0,8,2,4,4,5,3,3,10,3,1,4,8,2,4
