"Gene","S01_con","S02_con","S03_con","S04_con","S05_con","S06_con","S07_con","S08_con","S09_con","S10_con","S01_tre","S02_tre","S03_tre","S04_tre","S05_tre","S06_tre","S07_tre","S08_tre","S09_tre","S10_tre"
"LOC127888373",9.186,7.972,6.01,5.837,6.661,7.123,6.62,7.152,8.831,6.496,10.331,9.072,7.639,10.661,9.146,8.133,9.011,5.797,8.887,7.993
"LOC125078088",10.707,8.476,7.938,6.883,8.08,8.051,7.961,9.029,7.867,7.347,8.649,6.478,7.727,8.211,8.274,5.694,7.003,7.659,9.034,7.733
"LOC126860715",8.991,9.087,9.456,7.662,7.676,8.053,5.336,9.298,8.634,7.621,8.085,7.446,11.759,3.372,10.38,9.536,6.428,10.274,9.955,7.7
"LOC130003418",7.94,7.833,7.508,6.883,7.438,7.447,4.555,8.543,11.746,6.649,8.836,7.981,4.184,7.423,9.571,9.288,10,10.867,7.894,7.784
"MIR550A1",5.674,5.014,9.057,10.033,9.015,9.56,10.044,10.852,7.672,8.267,9.096,9.111,8.821,8.374,6.211,10.128,7.885,6.872,5.509,8.758
"LOC129660058",5.533,7.099,8.241,8.008,7.504,7.493,7.853,8.773,5.959,7.164,8.661,9.896,8.332,7.606,8.641,5.518,8.884,8.457,8.832,7.484
"LOC127456832",7.801,8.024,8.236,9.474,9.632,6.387,6.563,4.806,7.48,9.344,7.716,7.991,5.318,7.721,8.435,6.744,3.816,6.224,8.209,7.458
"LOC130058442",6.143,9.142,5.888,7.015,7.194,10.214,10.11,4.857,9.314,9.978,9.842,7.075,9.427,4.86,9.075,4.147,5.97,9.834,6.514,6.564
"LOC127816137",7.289,4.21,7.6,8.111,7.691,9.366,5.095,7.827,6.583,8.276,8.636,8.509,6.741,7.849,7.899,5.239,7.929,9.126,6.473,10.784
"LOC127402948",6.019,7.59,8.545,9.849,8.758,10.524,9.092,11.173,7.182,8.608,7.911,7.273,4.244,10.007,9.514,7.207,6.619,11.641,9.789,6.556
"LOC127405990",10.577,9.313,9.519,7.096,7.737,7.072,9.623,6.939,7.658,7.133,6.605,5.489,7.079,8.619,6.421,5.909,7.17,9.123,8.089,7.083
"LOC127893611",7.102,7.014,5.976,8.637,7.844,6.572,10,7.704,7.691,8.533,6.732,7.813,6.333,6.428,9.962,7.97,7.786,9.339,5.874,9.34
"SLC66A1",8.323,8.334,9.593,8.313,7.096,5.235,5.34,7.16,8.889,6.623,10.237,9.048,9.103,10.487,10.514,9.752,7.373,7.856,6.092,10.182
"LOC127887292",8.277,6.661,9.836,7.507,10.406,11.071,6.735,9.096,9.471,4.23,8.933,9.787,6.872,10.928,11.8,9.711,10.492,8.454,9.833,11.321
"LOC129663019",8.202,9.54,4.88,7.504,7.467,6.379,10.149,7.258,7.511,13.937,5.753,8.273,9.672,6.739,6.969,11.073,8.04,11.333,6.152,7.758
"LOC130056232",6.255,5.233,4.242,8.43,5.902,10.187,7.86,6.956,7.523,9.041,8.202,6.71,8.4,10.126,5.917,10.048,9.836,11.812,9.406,8.907
"LOC127269764",8.278,6.223,5.722,5.667,8.644,8.532,9.205,7.066,6.75,10.279,8.169,9.898,6.377,7.764,8.262,7.174,7.493,8.665,8.291,7.323
"KIF18BP1",9.032,7.546,6.371,6.894,7.802,7.034,7.372,6.08,8.524,5.814,8.478,6.709,4.504,6.41,8.274,7.055,9.903,8.131,8.297,7.265
"LOC127883617",6.543,7.574,5.803,7.817,7.565,9.616,9.007,9.664,8.69,7.75,3.304,5.741,7.133,6.082,7.151,6.072,5.433,7.925,3.629,5.242
"LOC127398868",12.363,5.325,8.498,8.711,9.429,7.3,8.394,4.688,7.129,7.084,6.456,9.674,7.481,7.851,8.22,8.431,8.189,6.054,6.895,5.894
"LOC130061645",7.628,8.873,9.758,10.796,8.87,5.008,9.372,9.307,10.195,9.114,9.484,9.584,6.513,8.957,5.843,7.146,7.529,5.8,9.525,7.212
"LOC107987303",7.416,5.933,9.465,6.652,5.444,7.923,8.477,7.261,9.213,6.835,6.684,9.844,7.291,5.598,8.612,6.412,6.942,6.654,10.227,7.049
"LOC125418083",6.765,8.692,7.327,8.488,8.516,9.176,8.525,5.065,7.818,6.715,8.852,9.043,8.583,9.322,9.844,7.775,6.437,8.957,8.072,7.299
"LOC127400838",10.112,10.842,8.718,7.854,9.979,7.766,7.065,8.427,9.114,6.237,7.621,5.932,6.872,7.648,9.06,9.951,7.845,7.838,5.545,8.427
"RXYLT1",12.283,12.387,7.984,7.739,10.653,8.064,7.927,7.747,10.173,6.605,7.304,5.693,8.156,7.099,5.252,10.143,5.517,6.746,9.28,6.605
"ANKLE1",6.953,6.415,8.657,7.838,5.327,8.287,10.656,8.802,8.447,9.145,7.922,10.827,9.287,9.821,5.009,9.329,9.274,9.241,6.354,6.349
"ACTBP4",6.735,8.997,8.185,5.331,5.391,7.342,7.113,8.91,9.383,11.02,8.193,9.948,9.225,8.21,6.569,8.523,8.704,8.612,5.655,6.775
"LOC127459077",7.188,5.995,5.955,7.771,7.803,12.209,7.729,8.176,8.503,7.625,11.231,7.898,6.332,9.051,8.489,11.791,7.504,9.752,7.178,10.435
"LOC127884131",5.83,9.218,6.154,7.367,7.288,10.586,6.55,10.286,9.695,4.689,8.194,7.708,6.561,7.333,7.346,8.107,8.615,7.015,8.633,8.407
"LOC130068504",10.592,8.319,12.094,7.685,10.925,10.315,8.223,8.444,6.916,8.403,4.896,8.095,10.034,4.59,9.19,8.714,8.666,7.353,11.064,6.635
"LOC130061123",6.809,5.633,5.018,8.181,6.899,6.566,8.021,6.905,7.639,5.235,6.752,7.102,6.112,10.256,7.925,7.921,10.312,8.992,9.09,8.44
"LOC119369036",5.626,5.451,8.631,10.458,5.942,8.317,9.667,9.082,8.746,7.08,8.009,8.167,8.402,9.464,7.325,7.505,7.749,8.365,8.087,8.287
"FBXL20",5.958,8.458,8.309,8.632,7.328,9.533,8.662,9.699,8.956,5.58,7.747,7.519,9.1,9.423,10.16,9.982,8.77,9.102,7.757,10.239
"LOC105369631",7.395,8.509,9.106,6.772,7.063,11.412,8,8.319,9.35,9.342,7.328,7.565,9.813,9.97,6.628,10.34,8.423,9.698,7.271,6.621
"RNU6-362P",5.681,8.47,7.633,8.96,9.436,8.692,10.196,8.277,7.877,7.427,9.014,6.943,6.435,9.707,9.646,8.401,4.951,8.471,6.487,5.294
"TGCT1",8.465,6.698,7.041,11.09,10.929,9.98,8.031,8.675,10.062,9.056,13.395,10.31,11.586,9.637,10.301,7.703,8.292,12.792,11.848,11.231
"LOC127830788",6.734,8.837,5.458,10.189,7.833,9.879,7.611,9.608,9.103,5.287,8.6,6.331,8.95,10.228,5.468,7.073,8.039,6.787,9.564,10.24
"LOC129662060",9.53,10.791,10.886,7.386,8.771,9.236,7.615,9.386,10.037,10.528,6.956,10.168,7.657,7.259,7.946,6.292,8.773,7.232,6.76,5.233
"LOC130057891",9.451,8.407,6.051,4.211,8.494,8.242,5.609,5.545,5.727,7.966,9.496,7.285,10.715,7.053,10.984,8.653,10.696,5.622,8.288,6.545
"LOC129931271",8.3,6.965,7.911,8.539,7.261,8.821,9.647,7.657,6.971,8.75,5.65,8.018,8.696,10.239,9.384,11.252,9.612,8.172,5.965,7.827
"CFC1",8.511,7.899,6.416,11.43,11.162,9.306,7.493,7.45,9.68,7.231,8.691,9.562,9.066,6.519,9.567,7.983,7.586,7.398,7.516,10.32
"LOC129938261",8.354,7.155,8.603,9.515,7.565,7.63,9.444,7.44,8.204,8.844,8.048,7.44,8.125,10.583,8.479,9.355,8.79,7.348,8.436,7.42
"LOC127828943",7.515,4.673,7.132,10.823,5.056,5.651,7.134,8.13,6.292,9.323,9.491,6.708,7.518,8.352,8.807,7.613,8.04,7.142,6.502,9.372
"LOC127398403",7.359,9.576,6.3,8.199,9.515,7.428,9.323,8.37,8.985,8.842,8.336,7.479,10.216,8.733,7.148,7.141,7.312,8.958,5.802,8.519
"LOC115801451",8.496,3.495,8.372,9.217,8.872,7.765,9.196,7.723,8.679,6.217,8.671,9.548,5.095,7.725,8.896,8.082,4.794,7.127,8.572,7.321
"POLR3D",6.98,9.417,9.309,4.849,4.682,6.445,8.422,8.04,9.07,7.686,8.633,7.918,7.327,7.323,6.992,5.563,7.259,6.549,10.796,11.675
"LOC127401645",7.395,7.412,7.895,8.296,8.962,5.763,6.762,7.993,6.64,8.741,11.603,8.538,8.046,6.899,9.234,8.253,8.943,9.534,9.359,6.511
"LOC129663899",7.323,6.078,7.074,9.831,6.165,6.31,7.466,7.618,10.609,4.74,4.631,9.078,7.014,5.303,7.323,6.467,9.309,7.398,8.438,5.394
"LOC127886662",7.646,6.574,6.897,10.069,8.148,7.688,7.702,8.181,10.021,9.499,10.01,8.107,10.951,8.696,11.553,11.856,10.807,9.094,7.702,10.452
"LOC132088900",5.981,8.909,5.651,9.123,10.037,5.13,9.923,9.548,8.509,8.847,7.658,7.017,10.602,9.208,7.752,8.081,8.446,5.988,8.981,6.579
"LOC127896770",8.332,11.054,7.082,7.842,9.649,8.562,5.796,8.41,7.472,6.984,6.944,9.032,9.96,6.718,7.688,8.832,6.911,7.961,5.132,8.615
"RPS15AP29",9.087,8.305,7.895,6.76,7.709,7.891,9.791,6.491,8.229,5.754,7.163,9.864,7.511,7.962,5.126,9.298,8.989,8.346,8.557,5.609
"LOC127888252",9.464,9.866,8.752,10.017,6.774,10.211,7.566,4.606,10.175,6.141,11.735,10.47,6.898,10.642,8.83,9.267,7.115,10.051,12.459,8.539
"LOC130066189",5.194,8.494,5.162,4.241,8.735,5.953,6.643,6.771,7.907,7.306,9.842,6.595,7.06,7.494,4.964,11.392,6.548,9.171,10.368,6.381
"LOC130002887",6.529,5.794,7.485,7.34,11.481,7.859,7.716,11.692,9.663,10.014,8.686,7.213,3.972,6.9,8.368,10.231,8.115,7.664,10.72,8.717
"LOC130061117",10.125,9.955,6.57,12.519,7.138,8.536,4.665,11.638,8.144,8.516,5.353,5.34,7.385,2.136,4.191,5.01,5.387,4.467,3.343,7.166
"LOC105377186",11.117,8.424,7.807,7.105,8.783,9.171,6.493,5.21,8.74,8.47,8.381,6.914,9.79,4.232,8.021,8.408,7.941,7.067,10.541,5.548
"LOC127405251",6.953,9.234,9.08,5.065,8.752,9.629,8.691,9.054,8.776,6.2,6.453,7.642,7.786,7.927,10.576,7.835,9.016,8.594,8.948,5.533
"IL36A",8.06,5.728,7.427,10.911,9.998,9.271,9.171,10.272,7.358,10.766,6.85,5.87,7.519,6.413,8.47,7.665,10.523,8.544,6.156,7.881
"LOC129933495",6.754,7.261,10.532,9.336,9.314,6.291,10.011,7.064,6.508,6.585,8.737,5.98,9.332,7.224,6.611,10.104,6.533,5.871,9.28,4.654
"RPL7AP61",4.523,6.985,4.075,7.046,3.979,9.142,7.505,10.106,7.722,8.468,8.778,8.695,7.267,7.209,8.293,9.614,6.241,10.131,11.436,4.095
"LOC130064454",8.904,8.336,10.036,8.306,7.43,6.734,8.809,9.664,9.374,10.069,10.458,4.963,6.694,8.24,3.979,9.09,9.313,6.804,8.519,10.671
"LOC129388588",6.556,10.141,6.365,6.508,5.744,9.733,5.465,8.795,9.18,6.708,6.958,6.111,9.48,8.246,9.075,9.577,8.571,9.893,11.803,8.761
"LOC127815888",8.729,6.403,7.905,9.619,6.644,9.318,8.588,8.093,9.191,6.173,10.472,6.985,7.918,8.836,6.088,5.108,8.281,8.277,9.884,8.776
"LOC105374974",10.169,6.239,6.544,8.007,5.922,8.294,10.714,7.765,7.786,8.081,8.55,9.164,9.634,7.181,5.234,7.785,7.527,7.193,8.093,6.22
"IGHV3OR16-15",7.152,6.125,5.328,6.964,9.78,7.299,8.224,12.626,7.439,6.641,5.854,7.312,7.619,9.724,9.556,12.083,10.46,4.811,6.543,6.319
"LOC129663715",10.194,9.899,11.529,8.874,8.744,6.427,8.733,9.6,7.884,8.007,8.402,8.544,7.525,6.525,10.513,6.405,8.81,5.237,8.615,5.448
"C3orf38",7.193,8.257,7.645,8.475,9.187,8.401,6.765,7.575,4.37,9.344,7.471,6.78,5.782,8.203,8.145,8.373,8.191,8.768,7.415,10.188
"TSNARE1",10.704,8.505,6.381,5.312,9.358,11.691,9.552,5.971,8.578,6.268,5.501,8.714,7.218,9.732,9.933,6.716,8.117,8.056,7.053,8.358
"LOC129661219",9.334,7.478,8.275,9.216,8.071,9.17,9.253,9.968,8.861,6.995,9.842,7.194,5.869,10.233,8.011,7.633,8.452,10.018,9.208,5.972
"LOC127818620",8.201,7.207,9.403,10.832,6.554,8.153,6.001,6.583,9.63,13.608,8.594,8.262,5.668,7.903,7.187,7.787,7.534,6.527,8.406,9.914
"LOC127896990",8.77,9.151,8.068,7.333,7.8,5.302,8.106,7.343,7.467,7.096,7.957,8.843,8.319,7.08,9.324,5.963,7.668,9.367,6.14,9.488
"LOC124904276",7.928,7.767,7.895,9.067,8.781,7.983,7.679,9.103,6.356,9.061,12.409,10.79,8.25,11.392,10.828,11.676,9.592,9.236,10.728,11.684
"LOC127404141",8.251,8.494,8.413,8.354,10.421,6.568,5.77,7.608,9.048,9.548,7.422,8.849,7.797,8.181,7.723,7.904,4.944,8.772,6.914,8.691
"MATK",7.811,5.289,8.17,8.585,8.216,7.748,8.25,7.702,7.17,10.292,7.855,10.005,7.571,7.456,8.216,8.756,8.059,8.739,9.894,7.904
"LOC123881358",6.851,10.878,5.895,7.743,6.188,7.993,10.278,6.287,9.426,11.243,5.569,8.198,8.441,9.256,9.348,8.747,10.192,6.158,7.938,9.726
"TRA-AGC17-1",10.512,9.846,6.624,9.119,5.799,9.037,8.999,8.78,9.585,11.173,9.834,7.246,7.475,7.581,8.238,6.53,8.568,7.558,7.319,9.575
"LOC130060217",6.224,10.705,7.849,5.918,6.883,4.52,7.253,8.484,7.977,8.507,9.139,7.694,9.134,7.338,9.447,7.918,6.012,9.214,5.671,6.924
"LOC129937995",9.305,8.698,5.523,7.788,7.646,10.104,8.696,6.921,6.26,4.251,8.879,9.184,6.729,10.227,10.338,7.288,5.388,8.954,10.234,9.247
"RNA5SP390",11.173,8.232,8.679,8.543,6.061,8.257,8.593,8.737,8.779,4.887,8.654,6.61,9.742,6.669,7.989,8.496,7.342,6.039,7.087,8.323
"LOC127884308",5.519,8.306,8.867,9.389,8.396,8.003,8.939,7.149,6.202,9.664,10.276,9.253,9.884,8.78,10.384,10.163,8.619,6.742,9.107,7.395
"LOC130060458",6.304,8.24,10.091,10.664,4.995,8.471,8.976,7.974,11.348,9.966,6.042,6.833,8.593,5.628,8.862,9.12,7.884,6.933,6.445,8.45
"PRAF2",6.121,7.796,8.752,6.651,6.678,1.846,8.632,8.57,6.998,8.437,5.52,11.538,10.784,7.922,6.677,5.9,6.776,8.609,7.503,8.769
"LOC127815091",8.025,7.051,8.463,8.727,5.958,7.668,8.125,8.845,6.353,7.437,5.124,7.289,6.108,9.056,6.582,7.929,8.051,7.236,7.277,7.804
"PVNH5",7.152,8.397,7.595,7.593,7.121,7.255,5.978,5.095,7.653,7.885,7.127,11.762,8.698,8.977,6.772,4.958,9.597,6.893,7.934,8.87
"LOC129929888",9.38,7.514,9.629,7.879,5.839,7.305,9.304,9.116,5.504,8.986,7.663,7.23,8.644,8.602,7.952,6.573,10.337,11.937,9.756,10.041
"TRHDE",9.906,9.164,7.524,10.097,6.87,9.386,6.098,7.899,7.926,8.871,8.234,6.492,5.411,10.015,7.652,10.018,5.339,6.634,5.142,6.125
"MIR607",10.68,7.972,8.276,5.555,9.987,8.205,9.98,3.557,8.59,9.066,6.468,6.362,8.109,8.917,9.493,5.905,7.183,6.7,7.829,6.106
"LOC127885923",7.298,7.447,5.834,7.414,8.355,5.287,7.051,5.684,9.947,6.176,8.444,7.705,7.213,7.533,8.462,9.531,8.442,6.979,13.462,9.207
"LOC127404297",7.856,8.273,5.844,8.309,8.298,6.459,9.127,7.266,8.205,6.943,8.484,7.667,8.282,9.043,6.632,10.001,7.932,8.769,8.339,8.303
"LOC127824645",7.962,8.117,8.185,7.028,10.139,9.773,7.187,7.991,8.799,6.741,8.659,7.97,7.004,6.943,9.871,9.327,7.637,6.757,7.11,8.751
"LOC127816807",6.147,6.985,9.614,8.373,7.463,7.565,7.144,8.684,9.22,8.073,10.027,8.122,7.496,10.864,9.982,8.519,8.176,8.328,5.256,8.56
"ZBTB10",5.841,8.173,6.566,10.716,9.728,7.122,6.367,6.474,9.375,7.491,7.013,6.144,9.03,8.694,7.584,10.65,7.756,4.552,6.973,7.347
"LOC127891766",6.043,7.913,8.587,7.435,10.467,7.782,10.579,8.175,4.801,7.153,9.115,9.904,6.45,9.373,9.233,8.686,9.387,6.013,7.859,8.501
"LOC127398823",7.688,9.162,8.041,9.927,7.88,7.045,7.311,10.166,9.339,10.365,6.042,7.649,6.892,7.697,8.575,7.353,7.311,9.257,7.49,7.182
"LOC130008453",7.446,8.207,7.94,7.231,7.934,7.361,6.195,7.141,9.648,8.714,8.636,8.285,7.792,7.803,10.583,7.358,10.725,10.533,7.225,7.399
"LOC130058611",8.162,7.627,8.172,10.884,6.789,9.171,8.501,11.315,7.461,6.897,7.77,5.116,9.401,5.229,7.716,8.985,9.932,8.084,9.493,8.134
"LOC132089902",7.585,8.855,8.141,8.78,7.555,8.472,6.689,9.641,8.747,9.789,10.396,7.364,9.091,6.574,10.474,9.069,10.386,5.633,8.992,9.568
"SAP25",6.098,9.526,8.214,8.439,8.611,7.786,6.398,6.286,8.156,8.152,9.537,7.542,8.319,9.001,8.181,8.803,6.348,9.064,8.192,5.81
"LOC127408107",4.906,8.748,12.25,10.177,8.338,7.729,9.871,9.073,9.117,5.896,6.539,6.113,7.316,8.889,6.948,8.818,7.137,6.902,7.895,8.061
"LOC105378224",6.198,7.259,13.775,11.157,7.803,6.57,7.481,10.138,7.882,7.162,2.691,8.016,7.234,10.133,8.227,8.948,8.148,8.96,9.029,7.492
"GGCT",9.078,6.451,9.619,8.089,8.319,7.217,8.616,7.202,8.539,8.968,7.848,6.965,6.49,9.168,7.383,8.66,8.548,5.921,5.513,8.907
"LOC129390634",5.668,5.792,9.208,5.779,8.731,10.018,5.297,8.302,6.567,7.828,8.175,10.129,6.515,6.019,7.867,8.756,4.007,7.385,7.883,7.221
"KRT18P6",8.475,9.123,7.991,8.097,6.419,8.209,7.931,8.401,9.623,9.281,8.359,7.103,7.627,5.311,10.498,7.359,4.872,9.692,5.78,8.747
"LOC127825248",7.085,6.926,7.603,8.482,8.031,5.827,9.172,6.808,11.014,10.558,8.392,7.96,9.444,5.846,7.885,8.381,5.856,8.23,3.268,8.662
"LOC130008701",7.288,10.173,6.366,9.925,10.021,9.604,7.151,8.576,2.753,3.451,7.139,10.049,8.826,8.302,7.794,9.285,9.408,7.148,9.429,10.285
"TSPAN18",8.958,9.294,7.288,11.285,5.69,9.938,7.564,8.982,8.763,7.109,7.261,6.713,8.804,8.348,8.504,6.627,7.833,8.848,5.324,6.629
"LOC127890765",7.217,7.032,4.422,9.032,7.669,8.338,7.668,9.763,11.955,6.455,7.615,8.35,7.963,8.354,9.996,8.752,7.717,6.384,5.293,6.028
"LOC129390561",9.025,8.193,8.209,12.501,6.692,7.956,8.29,10.519,6.979,10.159,6.76,7.488,8.772,11.334,8.493,9.315,7.746,7.864,7.594,8.207
"LOC128966663",10.175,11.228,7.743,7.601,10.83,7.349,8.023,6.555,8.758,7.622,6.189,7.924,7.874,8.78,7.951,9.276,10.932,6.013,8.456,8.308
"LOC127824914",9.876,8.704,6.56,8.463,6.988,8.25,9.096,6.387,6.948,6.013,10.137,5.752,8.083,10.172,6.715,7.953,7.953,7.851,9.128,8.261
"LOC127401911",6.452,9.759,7.046,8.014,8.846,7.218,8.924,7.524,12.712,9.959,3.329,8.902,8.112,6.159,8.77,7.65,8.269,10.959,6.939,9.358
"LOC127894781",8.305,7.624,11.596,5.587,7.204,8.784,6.383,9.949,6.834,8.358,7.942,7.37,7.811,6.368,6.661,8.029,7.903,10.577,5.232,10.297
"HSPD1P12",8.374,9.428,7.125,8.89,7.382,9.034,6.606,7.924,8.963,8.616,6.591,6.24,9.267,9.419,8.122,8.959,6.318,9.179,8.7,9
"LOC129936806",6.034,8.465,4.214,6.542,8.441,7.888,8.035,8.955,9.678,6.345,5.954,5.301,8.853,7.46,7.508,7.178,8.713,7.024,9.668,11.326
"LOC127827487",7.375,12.24,8.349,8.495,7.068,7.934,6.959,7.452,7.715,7.729,10.187,7.35,7.109,9.27,9.092,7.703,10.335,8.225,7.453,11.492
"LOC130060696",9.544,6.869,7.88,9.381,6.894,5.715,7.057,5.751,5.979,10.148,9.835,7.077,7.025,6.678,9.378,6.969,7.82,9.771,7.633,5.898
"LOC112268378",9.247,7.232,5.712,10.163,6.417,9.358,10.279,10.683,7.201,7.228,8.513,8.905,8.83,7.234,6.856,9.311,9.91,8.818,8.958,7.79
"LOC126860754",8.349,7.775,7.363,7.597,8.42,6.531,9.235,10.343,9.283,6.762,9.639,5.144,5.713,9.517,7.801,4.735,6.479,5.952,5.745,8.168
"LOC126863282",8.476,8.036,7.267,11.263,9.008,8.752,8.952,6.228,6.868,8.639,8.053,10.659,9.329,5.43,11.01,8.416,8.918,8.306,6.852,8.035
"MSANTD2P1",7.067,8.032,6.827,7.294,7.182,7.531,7.28,9.367,6.152,9.059,8.865,7.449,9.295,7.457,7.92,10.149,7.588,7.322,7.674,7.569
"LINC03029",8.844,7.223,8.253,5.68,9.261,7.497,8.565,6.677,10.834,9.901,7.067,10.926,8.724,7.42,8.685,8.77,9.002,8.512,7.994,7.277
"TRIM40",8.599,9.377,8.438,6.007,5.667,9.592,8.253,9.115,9.328,5.426,9.138,6.212,9.495,8.219,7.231,6.255,8.92,8.276,5.913,7.103
"LOC130055332",8.251,9.369,8.76,6.196,10.234,8.668,8.735,7.965,3.474,6.513,8.443,6.273,4.142,5.345,10.571,9.608,11.105,7.635,6.648,6.791
"LOC126807030",9.969,9.544,9.494,7.53,5.007,7.616,7.687,7.193,6.915,6.22,6.567,9.982,6.835,6.229,8.184,7.306,5.743,10.3,10.723,6.587
"LOC126863127",7.162,6.038,7.579,7.722,7.387,9.349,9.486,7.811,4.297,6.002,9.985,7.341,8.486,6.902,6.681,10.693,10.015,8.842,9.956,9.16
"LOC127822240",6.572,7.26,7.338,8.294,8.617,6.439,9.029,8.998,9.425,7.612,7.404,5.424,6.346,9.654,8.503,5.973,5.377,8.075,5.951,10.47
"CT83",8.113,8.572,7.251,8.071,11.79,7.946,8.324,6.625,5.984,4.363,10.058,5.839,12.219,6.422,8.879,6.75,7.195,5.708,4.802,7.157
"LOC130065167",7.038,7.13,7.61,8.993,8.773,6.782,7.116,4.432,9.802,7.908,8.094,9.951,7.709,5.724,10.443,7.77,8.849,7.196,9.492,7.078
"PWWP3B",6.125,8.285,9.423,6.895,7.488,9.782,4.222,6.711,8.37,7.452,9.115,8.344,7.905,2.992,6.552,6.816,6.811,6.669,5.161,8.394
"LOC129389597",5.313,7.458,9.702,7.339,8.377,5.164,8.868,6.89,10.29,9.516,10.099,8.768,8.461,7.689,8.077,9.77,8.754,5.987,6.308,9.071
"LOC127401236",7.74,10.395,7.864,9.897,5.379,6.429,12.028,8.071,8.39,8.035,8.756,6.116,8.744,8.773,8.133,9.507,9.795,9.214,9.253,8.234
"LOC127884078",10.086,8.609,10.597,9.289,10.272,9.142,8.792,10.023,7.46,10.858,9.517,6.782,6.469,10.787,6.408,9.488,9.484,7.329,8.211,7.952
"LOC116183091",8.891,6.812,8.297,7.557,7.801,8.69,9.073,9.493,8.025,8.583,7.227,11.232,9.216,7.59,7.434,6.889,7.632,10.085,7.618,6.594
"LOC127828123",9.056,9.006,7.929,7.247,7.557,10.515,9.77,8.654,9.066,8.031,8.937,9.611,9.386,7.611,5.61,7.124,8.596,5.065,5.986,9.485
"KLHL21",8.923,8.933,8.569,9.151,6.552,8.965,5.467,10.056,10.055,10.671,3.908,8.865,4.463,6.781,4.016,7.934,6.77,5.681,3.376,9.166
"LOC129934803",5.994,6.37,9.416,7.086,5.837,8.39,5.371,10.005,8.453,9.464,7.842,8.489,11.241,8.703,10.601,8.838,7.198,9.255,4.899,7.17
"RPL21P132",5.905,8.539,7.39,5.779,5.034,7.868,4.499,9.808,7.109,8.294,9.232,5.388,9.786,8.688,10.258,5.582,7.518,10.751,7.478,8.695
"LNCDAT",8.856,8.041,9.437,8.103,5.007,7.812,7.977,5.559,9.384,8.804,7.398,8.3,9.409,8.219,9.89,6.617,9.072,9.322,7.679,11.344
"LOC130062064",7.441,11.074,7.557,7.784,6.243,9.007,10.128,7.528,8.823,6.929,7.998,5.261,9.958,9.521,9.01,5.722,9.104,9.971,7.224,8.7
"LOC113175012",6.143,5.599,10.724,8.624,9.161,9.508,10.216,6.19,9.67,9.236,9.408,6.039,8.825,8.578,6.922,7.002,8.691,6.547,9.832,7.935
"SLEB14",6.504,7.534,10.527,8.012,8.759,7.463,4.358,8.467,6.973,9.35,7.765,8.989,6.47,4.899,4.725,7.528,7.917,4.691,8.572,8.242
"LOC116158493",7.074,13.981,6.502,7.692,7.078,9.636,7.992,9.187,4.668,10.263,10.077,12.951,11.5,8.099,8.376,8.796,8.412,8.927,9.828,9.66
"LOC129661147",10.59,6.82,8.134,6.285,11.6,9.586,7.552,8.279,10.055,5.467,8.127,6.297,7.089,7.918,6.143,9.863,9.944,9.077,6.769,5.843
"LOC105375775",6.002,6.25,4.699,8.963,10.318,9.679,7.095,8.008,8.768,7.578,9.077,9.422,8.059,8.372,8.831,9.246,6.6,9.606,7.594,7.912
"LOC129999396",8.545,8.757,8.537,8.01,7.572,7.734,8.204,7.432,5.309,8.072,5.119,8.076,10.941,9.264,9.254,8.173,11.882,8.119,7.719,10.169
"LOC130062949",7.665,5.928,10.563,8.131,6.147,6.775,9.323,6.597,9.05,5.857,5.172,6.352,4.721,6.44,5.698,4.853,5.242,6.815,7.791,5.814
"LOC127275689",10.897,10.761,8.952,5.241,8.067,8.815,8.792,6.125,6.248,11.533,8.872,6.726,4.176,7.736,9.388,8.309,8.562,8.201,7.036,8.198
"LOC127817212",5.886,7.145,6.717,9.67,6.266,10.785,10.954,8.289,8.23,8.391,10.326,2.823,5.814,8.274,5.764,7.77,6.457,9.901,9.337,8.044
"MIR664B",6.155,9.617,5.812,8.371,6.714,9.173,6.823,9.561,7.734,10.155,8.109,7.667,9.128,5.963,6.964,9.274,6.233,6.851,7.87,7.934
"LOC112268245",6.839,8.987,5.992,7.124,10.529,9.205,7.222,3.139,9.539,7.614,9.111,6.171,8.886,4.664,5.004,7.402,4.851,6.649,1.217,8.354
"LOC127400425",5.023,8.039,6.688,9.229,8.375,7.993,7.449,6.475,5.214,6.53,9.384,7.22,7.44,13.811,8.321,10.148,7.72,8.405,10.147,6.743
"HCG9P3",7.314,7.756,8.579,6.021,9.716,7.587,9.84,8.642,9.025,8.007,9.954,5.64,8.165,7.179,8.122,6.861,8.444,5.523,9.947,7.419
"LOC130007439",6.043,5.347,8.648,8.588,6.493,7.704,8.631,8.765,7.074,7.767,11.616,7.865,10.573,10.449,11.808,7.549,9.99,11.708,11.913,8.773
"PLAU",6.771,6.075,8.826,6.445,7.465,8.629,9.273,7.381,7.342,9.015,8.423,8.919,8.58,7.33,6.374,6.703,8.399,8.598,9.73,7.86
"LOC130064981",10.174,5.941,11.951,7.308,9.53,10.479,9.1,6.131,8.059,8.099,5.645,7.914,9.055,5.996,5.35,9.049,6.781,7.417,9.428,9.087
"LOC130006346",8.097,7.695,8.419,9.057,8.711,11.612,10.238,8.761,7.261,7.444,5.644,10.044,6.692,6.189,8.878,6.327,9.018,7.546,8.316,6.662
"LOC129993405",9.744,10.951,9.487,7.177,9.707,8.079,4.758,9.062,7.69,6.794,8.629,8.859,9.595,9.46,8.059,9.251,7.755,8.636,6.753,7.933
