,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
SP0531,1,0,2,1,0,0,0,1,1,1,5,12,12,4,8,3,10,9,12,7,1,1,1,3,1,2,1,1,0,1,5,2,0,5,1,1,1,0,0,5,2,0,0,3,2,5,2,4,4,3,2,1,1,1,1,1,0,0,1,0
SP0532,5,5,10,10,11,12,11,9,3,9,0,2,1,5,3,3,4,0,1,0,2,1,0,1,1,0,0,0,0,0,4,0,1,1,1,3,0,1,3,0,2,4,4,1,0,1,1,0,2,7,0,0,2,2,1,0,1,1,1,1
SP0533,1,1,1,1,0,0,1,1,1,0,0,0,1,1,3,2,3,1,3,1,0,0,2,0,1,2,2,0,0,0,12,9,8,4,8,8,10,14,12,5,2,1,2,1,3,2,0,3,1,2,1,1,3,1,1,5,2,1,0,1
SP0534,0,1,0,2,1,2,2,3,2,3,2,0,3,1,0,1,0,1,1,1,1,2,0,1,1,0,2,1,1,1,11,5,10,4,12,6,3,10,7,9,2,1,1,3,0,6,0,1,2,2,4,3,2,2,0,1,5,2,2,1
SP0535,0,1,2,1,1,0,2,1,0,0,11,5,11,5,6,11,4,7,6,15,2,1,0,2,1,1,0,1,1,3,4,3,3,4,0,1,2,1,0,1,2,1,1,0,3,3,4,1,1,1,1,0,1,5,2,2,1,1,1,0
SP0536,2,1,4,2,1,0,4,1,1,2,5,5,7,11,19,8,8,8,6,6,0,1,2,2,5,0,0,2,0,4,1,2,2,2,1,0,1,3,1,1,3,0,3,3,2,4,0,1,1,0,1,2,4,5,3,2,1,2,0,2
SP0537,2,1,0,4,3,1,1,2,0,0,0,1,0,3,2,3,0,1,3,1,1,1,1,1,1,0,0,1,2,2,7,10,6,11,12,6,11,7,11,9,4,0,1,2,2,1,2,2,2,0,2,0,4,3,1,5,1,2,0,2
SP0538,1,0,2,0,3,1,2,0,3,3,1,3,3,2,1,1,4,4,3,3,14,12,11,12,10,11,10,9,14,13,0,2,2,4,4,2,1,1,2,0,1,4,0,1,0,2,5,4,0,2,5,1,0,0,2,0,1,0,1,1
SP0539,2,1,1,1,2,2,0,0,3,0,1,1,5,1,1,1,0,0,0,0,2,2,1,1,4,2,3,2,0,1,10,3,6,4,10,14,15,14,7,4,0,2,0,1,3,2,0,2,4,2,2,1,0,2,1,4,2,2,0,3
SP0540,1,2,1,1,1,1,1,2,1,1,7,9,5,6,18,9,2,13,16,14,1,0,1,2,2,0,1,0,3,2,0,5,1,1,1,0,1,1,1,1,2,0,2,0,0,1,2,2,2,1,3,1,1,3,1,1,1,1,0,0
SP0541,3,10,7,8,5,10,1,12,3,8,0,2,2,1,3,1,0,0,2,0,0,1,0,2,2,3,1,1,3,0,1,2,1,0,0,1,0,0,0,0,1,2,3,5,1,1,2,0,2,1,0,1,1,1,1,1,3,2,3,3
SP0542,11,11,8,9,6,8,12,16,17,10,1,2,2,3,1,4,0,3,2,2,2,3,0,1,2,2,0,2,1,1,1,1,0,0,1,0,1,3,1,0,2,2,2,1,1,0,2,1,1,2,3,1,1,2,1,0,1,0,0,3
SP0543,1,2,1,1,2,3,2,1,1,3,10,11,7,14,10,10,8,13,8,11,1,2,1,1,1,1,2,2,0,1,3,0,4,2,3,0,0,1,3,1,1,2,0,2,1,6,0,0,5,0,0,0,2,4,0,3,0,0,2,1
SP0544,2,0,1,0,2,1,1,2,1,0,2,0,0,2,2,0,0,2,2,0,2,2,1,1,1,1,0,0,0,1,7,10,3,11,9,7,11,15,11,7,2,2,1,2,4,5,0,5,0,1,2,2,1,1,1,0,0,3,3,1
SP0545,6,9,14,11,13,3,10,10,11,5,2,1,2,0,1,0,1,1,0,1,1,1,0,2,1,3,1,3,1,0,1,1,3,2,4,0,2,2,0,2,3,1,0,0,3,2,3,0,1,3,1,1,1,2,1,0,0,2,2,5
SP0546,1,4,0,1,0,5,1,3,1,2,5,3,2,1,0,2,1,2,2,1,0,2,3,1,1,0,0,3,1,3,10,7,9,9,11,5,3,9,10,11,1,2,0,0,3,0,1,0,3,2,1,2,2,1,1,1,0,0,1,1
SP0547,2,0,3,2,1,3,3,1,2,0,0,3,1,2,5,2,1,2,1,2,1,0,0,2,2,3,0,2,3,2,8,9,10,9,7,5,10,4,5,10,0,3,0,1,0,2,1,3,2,1,3,0,1,4,1,6,3,1,3,0
SP0548,0,0,1,0,0,1,4,4,0,3,1,1,1,5,2,4,0,2,2,1,2,3,0,1,4,2,2,1,0,0,6,13,12,4,12,10,12,8,4,12,2,1,1,1,0,0,1,0,1,0,2,0,0,1,4,0,1,2,1,2
SP0549,2,3,0,2,0,3,2,1,0,1,4,0,3,2,3,2,2,0,0,1,10,6,7,15,13,14,6,8,12,3,1,1,2,0,2,0,4,2,2,3,1,2,3,3,2,3,4,3,1,1,5,0,0,5,0,2,0,1,1,2
SP0550,2,2,2,1,0,2,0,2,1,0,1,0,2,0,1,2,1,2,2,2,10,7,3,5,12,12,15,5,15,14,2,1,1,2,3,2,0,2,1,0,1,1,2,2,2,4,0,3,2,2,1,3,1,1,1,1,2,1,4,0
SP0551,7,18,15,13,5,9,8,12,3,6,1,0,1,0,1,3,0,1,1,1,2,1,3,2,0,1,2,4,2,1,1,1,1,2,1,0,1,2,1,1,1,1,2,2,1,1,3,3,0,1,2,2,3,1,0,0,1,1,1,0
SP0552,0,1,1,4,2,0,3,0,2,3,8,11,11,6,18,5,11,5,9,9,0,0,2,5,1,1,1,2,0,2,0,2,2,1,2,0,1,2,0,2,3,2,1,3,0,2,2,3,1,3,3,0,4,1,2,1,4,0,0,2
SP0553,1,1,1,5,1,0,0,3,0,2,1,4,1,2,4,4,0,2,0,2,13,12,11,9,8,6,6,8,8,6,2,0,2,2,0,1,1,3,1,2,2,4,2,1,2,1,1,0,0,0,1,1,0,1,4,1,2,2,0,1
SP0554,8,13,14,8,6,12,11,9,11,14,0,1,1,1,2,0,2,1,2,2,2,1,1,0,4,2,1,2,1,1,4,1,0,1,1,0,4,0,0,1,3,2,1,1,1,3,1,1,1,3,2,1,1,1,0,0,1,1,2,2
SP0555,3,1,5,3,1,1,0,3,0,1,7,9,17,15,5,11,9,7,11,8,3,0,2,0,2,1,1,0,0,0,0,1,0,0,2,3,1,3,2,1,1,0,0,1,1,3,0,0,0,1,1,0,2,1,3,2,1,1,0,0
SP0556,1,1,1,0,2,2,0,1,2,3,1,2,3,2,0,0,1,2,2,1,1,2,3,1,0,0,2,1,2,0,9,1,7,7,8,10,11,19,11,8,0,2,2,1,1,2,4,0,4,1,2,2,3,2,2,1,1,3,1,1
SP0557,1,0,1,2,3,0,1,0,0,3,8,5,16,8,6,9,7,7,11,9,2,0,2,3,2,2,5,1,0,2,2,1,2,4,0,2,2,2,3,3,2,1,0,2,1,3,1,2,3,0,1,0,2,2,4,1,1,4,0,1
SP0558,17,13,9,10,10,11,8,5,7,13,2,0,2,1,0,1,1,1,1,3,0,0,0,1,5,0,0,1,2,0,1,2,2,2,1,1,2,0,2,1,1,2,3,6,1,1,0,3,1,1,2,1,3,2,0,0,0,3,1,3
SP0559,2,1,3,0,3,0,1,1,5,0,6,13,9,10,8,11,14,8,9,10,1,1,1,2,2,3,4,0,0,1,6,2,2,1,3,2,0,3,0,1,1,0,6,0,1,2,1,0,1,2,1,0,1,0,1,1,1,1,1,1
SP0560,3,0,1,1,0,2,0,3,0,1,1,6,3,1,0,2,0,3,0,3,1,0,0,1,1,3,2,0,1,2,12,7,4,10,7,10,10,12,8,5,1,1,2,0,0,1,1,2,0,1,1,3,2,2,3,0,2,0,2,1
SP0561,0,1,1,2,2,2,0,1,0,2,18,5,6,7,16,8,9,14,6,15,0,1,0,3,1,2,1,1,1,3,0,2,0,0,0,2,1,1,3,1,1,0,2,2,2,0,3,2,3,1,2,1,0,3,0,1,3,0,2,1
SP0562,1,0,1,1,1,0,3,4,1,1,3,0,0,1,0,1,0,2,0,0,1,0,2,0,1,1,1,2,3,0,9,6,12,7,8,17,6,9,8,3,3,1,1,1,1,0,3,0,2,0,0,3,3,2,0,3,0,1,1,3
SP0563,1,0,2,0,2,1,1,2,0,3,0,4,0,2,2,2,4,2,2,0,0,1,0,1,1,1,2,3,2,0,7,8,13,10,10,4,7,10,3,9,0,0,0,0,3,1,2,1,1,2,1,0,1,5,4,4,2,2,0,0
SP0564,5,11,4,8,7,11,9,9,7,5,0,3,0,6,2,0,0,2,1,0,0,0,2,1,0,3,2,3,1,0,0,0,1,0,1,1,3,1,1,0,0,2,1,1,0,0,2,1,2,2,1,2,2,0,2,0,1,2,1,2
SP0565,10,8,13,11,11,13,10,11,7,14,3,0,2,2,0,0,0,3,2,3,2,0,5,1,0,0,0,4,1,0,2,1,2,1,3,3,2,1,0,0,0,1,0,0,1,7,1,1,2,4,2,3,1,0,1,5,4,0,2,2
SP0566,0,3,1,2,0,3,1,1,0,0,2,0,0,1,1,0,0,0,1,1,9,9,10,8,9,12,7,16,10,11,0,3,2,0,6,2,4,1,0,1,1,2,6,3,1,1,0,1,1,2,1,1,0,1,2,3,0,4,1,1
SP0567,1,2,0,3,3,0,0,1,0,2,20,10,8,9,10,11,9,11,15,8,2,3,0,0,1,1,0,2,1,0,2,1,0,1,2,3,2,2,1,3,1,1,4,2,2,6,0,2,0,2,2,2,0,2,2,2,1,1,4,1
SP0568,8,12,16,7,12,6,8,8,11,10,1,2,2,2,0,0,1,1,0,2,1,1,0,0,1,1,2,0,1,0,0,4,2,1,1,0,1,0,0,0,1,1,3,4,1,0,3,0,3,0,2,2,1,1,0,1,3,1,1,2
SP0569,1,0,2,1,2,0,2,2,2,0,0,1,1,0,2,0,2,2,0,0,14,15,4,15,2,14,6,6,7,5,0,2,1,1,0,1,2,0,1,2,2,3,0,0,0,1,4,4,1,3,1,2,2,1,0,3,0,2,1,2
SP0570,0,1,0,1,0,2,0,1,2,1,1,3,2,1,1,0,1,1,1,5,2,1,4,0,3,0,1,3,2,0,13,14,10,9,8,8,12,6,14,5,5,0,0,0,0,0,3,2,2,0,0,1,3,0,1,3,2,2,0,1
SP0571,0,0,1,1,0,1,0,2,0,1,3,1,2,2,1,1,0,1,4,1,2,0,0,0,0,2,1,0,2,2,6,9,5,17,10,8,8,9,16,6,3,4,0,2,2,1,1,1,1,5,1,2,2,0,1,3,1,0,1,1
SP0572,11,9,7,1,8,10,9,9,8,9,0,0,2,4,1,0,0,2,1,1,0,1,1,2,2,0,1,2,0,1,2,1,2,1,3,0,3,3,1,0,2,0,2,0,0,1,4,1,5,2,2,2,0,2,1,3,0,0,2,1
SP0573,2,1,2,0,0,0,2,2,1,1,12,7,15,8,5,9,5,7,5,7,1,2,1,0,5,2,2,0,3,0,2,0,1,0,2,1,3,4,4,4,1,3,2,0,1,2,0,2,0,5,4,4,3,0,0,2,5,1,0,1
SP0574,5,10,4,5,9,14,10,14,11,8,1,2,2,1,1,0,1,3,1,2,2,1,2,1,1,3,3,5,2,0,1,0,3,0,2,0,0,1,3,0,0,2,2,0,1,1,2,1,2,2,1,2,1,2,1,3,5,1,2,3
SP0575,1,0,2,0,2,1,2,0,0,0,0,2,0,2,0,3,4,1,0,0,12,14,7,12,5,7,10,19,13,14,1,2,1,2,0,1,1,1,0,0,1,0,1,1,4,1,0,2,0,1,7,0,1,0,0,4,3,2,1,2
SP0576,3,4,2,2,4,1,3,3,0,3,0,2,2,2,0,2,3,2,0,3,1,3,2,2,4,0,1,1,0,4,13,10,3,9,7,10,11,13,16,12,0,1,0,7,1,1,0,2,0,0,2,1,0,1,1,3,2,0,0,6
SP0577,1,1,1,5,0,1,0,1,2,1,6,12,12,7,4,7,10,8,8,19,2,3,0,1,0,2,0,3,1,1,2,1,0,1,1,1,5,0,2,0,1,1,3,1,1,0,2,2,2,1,2,1,2,3,1,3,3,5,3,1
SP0578,0,0,1,0,0,1,0,1,0,3,3,3,0,0,1,2,1,0,0,1,4,4,6,15,3,7,10,4,7,9,5,1,1,0,2,2,1,3,1,1,1,1,0,2,2,2,2,3,2,1,3,2,2,3,1,0,0,2,1,0
SP0579,2,4,3,2,2,2,0,3,0,2,0,0,1,4,0,5,3,0,3,0,1,1,0,2,0,1,3,0,1,0,14,6,8,9,11,5,8,4,3,12,0,4,0,3,2,1,0,2,0,2,2,0,0,2,5,2,0,3,1,2
SP0580,3,2,3,0,2,3,0,0,3,2,2,0,0,5,1,1,1,0,1,0,10,5,5,6,9,17,5,8,12,7,0,2,0,2,0,1,2,1,1,1,4,0,0,1,1,1,1,1,4,2,4,3,0,2,2,1,1,0,0,1
SP0581,2,1,2,4,0,0,2,2,2,0,8,15,9,7,6,6,5,8,9,9,2,2,1,1,1,0,0,2,4,0,0,3,1,3,1,1,3,2,1,0,1,2,3,0,1,1,2,4,0,3,2,4,0,1,0,2,2,2,1,0
SP0582,1,3,1,1,2,2,0,0,3,1,11,7,10,5,19,3,13,6,8,11,1,0,1,5,1,0,3,3,0,3,1,1,0,0,2,1,1,0,3,2,1,2,2,4,2,0,0,0,2,3,1,1,2,1,0,3,1,3,2,1
SP0583,0,2,3,2,1,2,1,3,4,0,15,5,12,9,9,5,8,9,10,12,1,1,1,0,1,2,3,1,0,2,2,2,3,1,0,1,1,1,1,3,2,1,2,0,3,0,2,3,0,3,2,3,2,5,0,2,2,0,3,3
SP0584,0,1,5,3,1,4,2,3,0,2,1,1,4,3,0,1,3,2,1,1,0,2,2,2,1,0,0,2,1,2,6,8,6,12,5,8,6,11,12,8,1,0,0,0,3,1,1,2,3,1,0,1,1,2,4,1,3,1,3,0
SP0585,2,1,1,1,0,1,0,0,2,2,0,1,1,1,2,0,3,1,2,0,1,1,1,2,1,1,3,1,1,0,4,14,9,11,7,12,10,4,6,9,1,4,1,6,1,2,1,1,1,2,1,0,1,0,1,3,0,1,2,0
SP0586,1,2,3,0,1,2,1,0,0,1,1,0,1,0,0,0,1,0,3,0,1,1,1,1,2,1,1,1,3,2,11,8,12,7,13,5,8,7,11,4,0,4,0,1,2,3,2,1,0,2,1,0,1,2,0,2,1,0,0,0
SP0587,5,13,2,9,16,18,13,8,7,6,2,2,3,2,1,1,2,5,0,0,0,2,1,2,4,0,2,1,0,1,0,0,0,2,1,1,1,0,2,3,1,1,3,6,1,3,0,2,1,2,0,2,0,2,1,1,3,1,2,0
SP0588,11,11,12,8,7,7,11,7,8,14,4,0,2,1,0,2,0,2,1,0,2,2,0,3,1,1,1,1,1,1,1,0,0,4,0,0,0,0,1,2,3,4,1,1,1,3,0,1,2,3,1,0,1,1,2,3,1,4,4,0
SP0589,4,0,1,0,0,0,1,2,1,0,1,0,1,1,2,0,2,3,3,2,2,0,1,3,2,0,3,0,2,1,6,7,4,2,12,5,11,6,13,17,3,2,1,1,1,0,0,3,0,2,1,5,3,4,0,1,1,1,1,2
SP0590,0,1,2,1,1,1,1,2,3,1,1,4,1,2,3,1,0,4,0,1,19,13,11,9,10,8,7,4,6,16,2,2,3,1,0,1,3,0,3,0,2,0,3,0,2,2,1,3,0,1,5,2,2,1,1,1,0,3,0,1
SP0591,2,0,0,0,1,1,2,0,2,1,1,1,1,1,3,1,2,2,0,1,1,0,2,4,1,1,1,2,0,1,2,8,9,11,9,4,5,11,14,9,3,2,3,0,1,0,3,0,1,2,1,1,0,2,0,0,1,1,2,2
SP0592,1,1,1,0,2,5,1,1,2,1,3,1,1,1,0,0,0,1,0,1,9,20,6,4,11,6,8,10,5,7,3,2,2,2,3,0,7,3,2,0,0,1,2,1,1,1,1,0,2,2,1,2,2,1,2,3,3,0,1,1
SP0593,0,0,2,0,2,1,1,1,2,2,11,18,8,9,5,6,9,8,7,12,2,2,0,2,1,2,3,0,0,0,3,1,1,2,0,2,3,2,3,1,3,1,0,3,3,2,1,0,2,1,0,1,2,4,2,4,2,2,2,1
SP0594,12,16,12,12,5,11,11,7,7,6,1,5,1,1,1,0,4,1,2,1,0,1,1,0,0,3,1,0,2,0,3,0,1,0,2,2,1,1,2,1,3,1,2,1,2,5,1,3,3,3,0,0,1,3,1,1,1,1,0,2
SP0595,1,1,1,0,0,0,2,3,3,0,10,13,9,6,16,11,5,7,6,9,1,0,0,2,1,1,0,0,3,1,2,2,0,0,2,1,0,1,1,3,2,1,0,1,0,3,0,2,2,2,1,1,2,2,3,2,1,4,3,0
SP0596,1,0,0,0,1,0,1,1,2,2,14,9,8,10,3,9,10,6,9,9,3,2,2,0,1,0,0,4,3,3,1,0,0,0,4,2,1,1,0,0,2,1,4,1,1,2,4,1,0,3,0,1,2,0,2,1,2,0,2,3
SP0597,1,1,1,3,0,2,3,0,0,3,0,3,0,0,0,0,0,0,1,1,3,0,3,1,2,1,2,2,0,2,16,11,13,11,8,11,9,17,10,6,2,1,1,2,2,1,0,0,2,2,1,2,3,1,2,1,4,3,1,1
SP0598,7,8,7,6,9,7,9,6,8,9,1,0,0,3,0,1,1,0,1,1,0,3,1,2,4,1,3,0,2,0,2,2,1,3,1,1,0,2,2,4,1,3,1,1,3,5,1,2,1,1,0,0,0,1,1,3,0,2,2,2
SP0599,0,2,4,0,1,0,3,1,1,2,9,6,13,15,8,6,9,6,13,5,0,0,2,2,2,2,2,2,1,3,0,1,3,2,0,1,0,1,0,1,1,1,3,1,3,3,3,1,3,1,2,0,2,0,2,1,2,1,1,3
SP0600,3,2,3,1,0,1,3,2,1,1,7,8,13,7,12,7,15,3,15,10,1,1,2,1,1,1,1,0,0,2,1,0,1,2,1,0,1,1,1,0,6,4,8,1,1,2,2,2,0,1,0,1,1,0,0,1,1,1,1,0
SP0601,1,2,2,0,0,1,0,3,1,1,0,2,4,0,2,1,0,1,2,4,1,3,1,0,2,0,2,0,2,1,3,7,7,9,7,11,1,4,4,8,3,1,2,2,1,0,1,3,1,3,1,1,1,0,1,2,1,1,2,0
SP0602,0,1,4,2,0,0,2,1,5,1,0,1,0,0,1,3,0,2,2,3,9,10,9,9,4,7,4,5,7,18,0,2,1,0,1,4,1,1,1,4,1,3,0,2,3,2,2,1,2,1,1,1,0,1,2,1,0,2,2,1
SP0603,1,1,1,1,5,1,1,2,1,3,1,0,1,0,2,3,0,1,0,3,0,2,1,5,4,0,1,2,0,1,10,2,11,5,12,14,7,5,18,12,2,1,1,2,1,2,2,0,2,1,2,1,1,1,1,6,1,1,1,2
SP0604,0,0,2,1,2,0,1,3,0,1,12,23,8,7,5,12,9,10,5,13,3,2,3,1,2,0,4,0,0,3,2,1,2,2,1,1,1,0,3,3,3,1,1,0,0,2,1,1,4,0,2,1,0,4,0,0,3,2,1,5
SP0605,14,10,7,6,10,11,10,6,8,5,0,0,2,2,0,1,1,1,1,0,1,1,1,0,1,2,1,1,4,1,4,3,6,2,1,1,2,0,0,2,1,3,3,0,1,4,0,1,2,0,1,3,0,1,1,0,5,2,0,3
SP0606,1,2,3,1,2,1,2,1,5,0,0,1,2,1,1,0,1,1,1,0,2,2,4,1,0,1,0,3,3,3,8,14,9,10,8,5,6,12,10,4,3,6,2,1,2,1,1,0,5,0,1,0,0,4,1,1,3,1,3,2
SP0607,1,1,1,0,0,0,0,1,3,2,9,6,9,10,13,7,9,7,8,13,3,2,1,2,0,4,3,3,1,0,0,3,3,1,0,1,2,1,2,6,1,2,4,0,1,1,0,0,1,1,3,2,2,1,1,1,0,1,3,0
SP0608,9,8,12,14,8,8,8,7,9,5,0,2,3,0,1,1,1,0,2,0,0,3,0,0,0,1,1,0,1,0,1,1,0,1,4,0,1,1,3,3,3,2,0,0,1,1,1,0,1,0,4,1,1,2,2,0,2,1,1,0
SP0609,9,9,10,12,11,7,5,10,7,6,0,4,1,3,2,1,1,2,0,0,1,2,0,0,0,0,1,3,0,1,3,3,0,3,6,1,1,0,0,0,3,3,3,3,0,0,1,1,0,3,1,1,0,2,0,0,2,1,1,2
SP0610,8,8,9,6,9,9,8,10,10,4,3,1,0,3,0,3,0,0,1,1,3,2,1,1,1,4,4,2,5,0,3,1,1,1,0,2,4,3,1,0,2,1,2,2,1,3,0,2,2,1,2,0,3,4,1,3,2,0,3,2
SP0611,8,1,23,13,11,8,12,9,8,9,3,1,2,0,1,2,0,1,3,2,1,1,2,3,0,1,2,1,2,1,0,2,2,0,0,0,1,4,1,3,0,2,2,2,1,1,3,3,1,3,2,3,3,1,2,0,1,2,2,2
SP0612,0,0,1,0,1,0,2,2,1,2,7,5,6,8,7,11,4,7,4,10,2,2,0,5,1,3,0,1,1,2,1,0,0,3,2,1,2,2,1,0,2,2,3,1,3,0,0,4,0,2,1,2,0,1,1,1,1,2,1,1
SP0613,0,2,1,1,1,0,3,1,4,1,1,2,0,1,3,0,1,5,1,2,1,0,4,0,1,0,0,0,0,5,5,10,11,2,13,19,5,7,8,5,2,0,0,0,5,1,2,1,2,2,0,0,5,1,0,0,1,1,0,1
SP0614,1,4,4,2,1,2,1,0,2,2,0,2,1,3,1,0,0,4,1,0,9,8,10,9,7,13,7,9,9,8,3,3,2,1,0,1,0,2,1,1,1,2,1,2,1,2,0,0,1,1,1,0,2,1,0,2,2,3,1,1
SP0615,11,16,12,4,9,7,6,10,2,4,0,3,2,3,0,1,0,1,3,4,3,4,3,2,1,0,1,0,0,4,0,1,1,2,0,0,2,0,2,3,2,0,1,1,3,2,0,2,2,2,3,2,3,1,3,0,1,2,1,2
SP0616,2,1,2,2,0,1,2,2,3,2,1,3,0,0,0,2,2,1,1,0,11,10,5,7,13,8,10,7,2,13,1,4,1,1,1,2,0,1,2,4,1,1,2,0,2,1,2,1,1,2,2,0,0,2,2,0,2,1,1,3
SP0617,20,11,5,10,4,10,4,8,8,9,1,0,2,3,1,2,0,3,3,1,0,2,2,2,1,0,1,1,1,4,1,0,0,3,0,3,2,1,1,2,0,1,1,1,1,2,0,2,3,2,0,2,2,0,4,3,2,2,1,4
SP0618,0,0,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,3,1,1,5,15,12,1,7,12,7,4,11,7,0,0,0,1,4,3,0,3,2,6,0,2,2,2,3,1,1,3,1,1,1,2,0,1,2,1,1,1,2,0
SP0619,1,4,1,1,3,0,0,1,0,3,5,6,13,7,15,11,6,5,6,9,1,4,1,1,1,0,0,0,3,1,1,1,0,0,0,4,1,3,3,2,1,1,1,1,3,1,0,1,0,4,4,0,0,2,1,0,2,2,4,1
SP0620,1,0,2,2,0,0,1,1,2,2,0,0,1,0,3,2,2,1,4,1,0,1,1,2,1,0,0,1,3,1,11,5,11,11,9,6,10,8,9,8,2,3,2,2,0,4,2,1,1,1,2,0,1,6,0,2,1,1,4,1
SP0621,1,2,1,2,3,1,2,3,2,0,1,4,1,3,1,4,1,1,1,1,6,9,7,5,9,9,9,15,13,16,1,0,3,1,2,2,1,0,0,0,0,3,1,0,3,6,2,3,0,1,1,5,1,2,0,1,4,2,0,0
SP0622,1,1,1,1,1,0,3,0,1,3,11,10,14,17,9,19,12,7,7,13,1,0,1,0,1,7,2,0,2,1,0,1,7,1,1,1,0,2,2,2,2,3,0,6,0,2,2,0,0,4,0,2,0,2,1,1,0,1,1,1
SP0623,1,2,0,0,0,2,1,1,0,2,8,12,6,9,7,8,7,12,5,4,0,1,1,1,2,0,0,2,4,0,2,3,1,2,0,4,0,1,1,2,2,0,2,0,0,3,1,3,4,1,1,5,1,2,2,0,3,1,2,0
SP0624,0,1,1,1,1,2,1,0,0,3,1,1,3,0,2,1,1,4,1,2,0,2,1,2,3,1,1,2,3,0,10,6,9,9,14,9,11,6,8,15,2,1,0,0,0,1,1,1,2,1,0,1,3,1,3,1,0,1,1,1
SP0625,6,10,8,10,5,14,12,7,14,9,1,1,2,3,2,0,3,5,2,1,0,3,2,0,1,2,3,2,1,3,3,0,2,1,0,3,1,0,0,0,3,1,2,0,1,3,0,1,1,3,3,1,4,2,2,2,3,1,2,1
SP0626,1,3,0,2,1,2,2,2,2,0,2,3,2,2,1,2,3,0,3,1,9,7,8,15,5,12,10,13,8,13,1,3,2,0,0,1,1,1,3,2,2,1,3,2,2,0,1,0,3,2,3,4,1,3,2,1,4,1,2,3
SP0627,1,0,2,2,1,3,2,2,4,1,1,0,2,1,4,3,2,2,2,2,1,2,0,1,2,0,0,2,1,0,7,11,7,10,9,8,11,5,5,6,4,0,2,0,0,3,1,2,0,2,0,1,3,3,2,2,2,3,0,1
SP0628,1,1,1,0,1,2,1,3,2,0,2,1,2,0,2,2,2,2,1,1,5,1,3,1,1,2,1,3,1,0,10,12,8,7,4,10,6,8,7,13,1,3,0,2,1,0,0,3,3,1,0,2,2,0,1,0,1,0,0,1
SP0629,1,1,0,0,2,1,1,1,0,0,2,3,2,1,1,0,0,0,1,3,1,0,0,0,1,1,1,1,1,3,11,12,10,7,5,7,11,7,13,19,1,1,0,2,1,1,0,1,2,2,1,1,1,0,0,2,2,2,2,0
SP0630,6,6,9,12,8,13,7,5,15,9,1,0,1,1,1,3,0,2,4,2,2,0,2,0,1,2,1,1,2,1,1,0,1,5,0,0,1,1,1,0,2,1,1,1,3,4,3,1,0,0,0,0,0,0,0,1,0,0,2,1
SP0631,2,1,0,0,1,1,1,4,1,1,3,1,4,0,0,5,1,1,0,0,4,5,9,10,3,5,15,15,11,7,3,0,0,1,3,3,2,0,0,1,0,1,3,1,1,1,4,2,3,0,1,3,0,0,1,0,2,2,1,0
SP0632,1,3,3,2,0,0,0,4,2,1,2,1,0,1,3,2,0,1,0,2,1,2,0,1,3,1,2,0,1,2,19,7,11,11,13,5,8,9,11,15,2,1,1,1,0,2,0,2,2,1,0,1,2,3,5,3,2,3,3,2
SP0633,0,0,1,2,1,0,2,2,2,2,0,1,2,2,1,0,0,1,2,1,10,8,15,7,11,6,6,6,15,8,3,0,2,1,2,1,1,0,3,0,1,0,4,2,1,1,3,2,0,5,3,6,2,0,3,0,2,3,5,3
SP0634,3,4,2,2,3,1,3,1,0,2,9,8,7,13,6,5,5,9,16,9,1,1,0,0,3,1,1,2,1,3,3,0,1,3,0,4,2,1,1,1,1,1,2,1,2,1,2,2,1,0,2,2,1,3,2,4,4,1,1,2
SP0635,3,1,0,1,0,0,1,1,1,2,13,8,10,15,6,15,3,9,12,7,1,0,3,5,0,0,1,0,2,2,5,1,0,1,4,1,1,1,0,0,4,3,0,0,1,2,1,2,2,1,4,1,1,2,0,2,1,3,0,0
SP0636,2,0,0,0,3,4,0,1,1,1,2,0,3,1,3,1,1,1,2,1,8,8,9,9,7,9,11,5,2,8,2,2,1,5,4,1,1,1,0,2,2,1,2,1,2,2,2,0,1,2,5,1,0,2,2,2,3,4,1,1
SP0637,1,1,0,1,3,0,0,3,0,2,1,5,3,2,2,3,0,1,2,1,8,7,10,13,8,14,6,3,15,6,1,2,1,2,4,1,1,2,4,1,4,1,1,1,1,2,1,2,1,3,1,1,1,2,2,1,1,0,1,1
