,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
rna0274,10.0,17.0,0.0,9.0,13.0,0.0,11.0,3.0,8.0,0.0,32.0,10.0,10.0,7.0,8.0,21.0,20.0,11.0,0.0,0.0,24.0,0.0,13.0,32.0,23.0,27.0,17.0,36.0,26.0,45.0,15.0,7.0,12.0,5.0,0.0,5.0,0.0,10.0,0.0,4.0,4.0,0.0,10.0,9.0,10.0,0.0,13.0,0.0,11.0,7.0,9.0,4.0,1.0,5.0,5.0,0.0,4.0,6.0,23.0,6.0
rna0275,19.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,3.0,20.0,5.0,0.0,0.0,3.0,11.0,15.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,9.0,16.0,0.0,8.0,8.0,9.0,31.0,7.0,7.0,11.0,8.0,6.0,19.0,0.0,0.0,38.0,6.0,0.0,4.0,5.0,0.0,8.0,11.0,17.0,4.0,0.0,0.0,8.0,0.0,0.0,12.0,6.0,0.0,13.0,0.0,20.0,16.0
rna0276,8.0,5.0,7.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,7.0,9.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,8.0,9.0,0.0,10.0,6.0,0.0,22.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,11.0,8.0,8.0,5.0,2.0,8.0,3.0,15.0,10.0,0.0,13.0,0.0
rna0277,0.0,24.0,6.0,8.0,0.0,11.0,8.0,9.0,5.0,41.0,17.0,5.0,7.0,0.0,0.0,32.0,18.0,15.0,15.0,0.0,19.0,0.0,9.0,24.0,24.0,15.0,31.0,21.0,29.0,59.0,8.0,7.0,24.0,0.0,6.0,9.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,14.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,9.0,2.0,20.0,15.0
rna0278,4.0,15.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,4.0,0.0,2.0,6.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,9.0,8.0,6.0,4.0,2.0,15.0,5.0,3.0,0.0,7.0,0.0,11.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,6.0,4.0,6.0,0.0
rna0279,0.0,11.0,0.0,2.0,4.0,6.0,8.0,0.0,0.0,14.0,5.0,3.0,7.0,0.0,6.0,33.0,7.0,6.0,6.0,12.0,0.0,25.0,6.0,0.0,0.0,15.0,10.0,13.0,15.0,32.0,15.0,6.0,0.0,12.0,7.0,20.0,10.0,0.0,0.0,8.0,0.0,8.0,11.0,8.0,5.0,20.0,18.0,9.0,0.0,0.0,5.0,21.0,11.0,13.0,10.0,29.0,17.0,9.0,16.0,25.0
rna0280,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,13.0,4.0,7.0,0.0,4.0,7.0,11.0,0.0,1.0,2.0,13.0,0.0,12.0,0.0,8.0,5.0,0.0,11.0,6.0,0.0,10.0,0.0,4.0,12.0,8.0,1.0,6.0,11.0,6.0,22.0,0.0,0.0,4.0,0.0,7.0,2.0,0.0,13.0,3.0,16.0,21.0,5.0,11.0,10.0,5.0,9.0,18.0,15.0,0.0,17.0,15.0
rna0281,11.0,18.0,0.0,0.0,11.0,0.0,15.0,0.0,9.0,20.0,19.0,12.0,17.0,13.0,0.0,7.0,6.0,0.0,11.0,7.0,10.0,18.0,0.0,0.0,21.0,15.0,5.0,12.0,0.0,18.0,11.0,1.0,13.0,2.0,5.0,11.0,15.0,8.0,12.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,4.0,2.0,0.0,11.0,3.0,0.0,5.0,3.0,0.0,3.0,7.0,12.0,18.0
rna0282,3.0,16.0,3.0,0.0,2.0,4.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,9.0,4.0,0.0,2.0,5.0,5.0,17.0,6.0,0.0,5.0,3.0,0.0,0.0,11.0,12.0,0.0,6.0,0.0,0.0,3.0,0.0,8.0,6.0,13.0,0.0,11.0,0.0,8.0,4.0,7.0,3.0,7.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,2.0,4.0,0.0,7.0,7.0,5.0
rna0283,9.0,8.0,10.0,5.0,5.0,10.0,0.0,11.0,3.0,0.0,21.0,8.0,12.0,0.0,6.0,7.0,6.0,7.0,0.0,5.0,0.0,25.0,0.0,15.0,14.0,0.0,0.0,14.0,9.0,14.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,8.0,0.0,2.0,0.0,4.0,7.0,2.0,10.0,8.0,10.0
rna0284,13.0,0.0,0.0,0.0,17.0,15.0,7.0,0.0,1.0,33.0,25.0,12.0,14.0,5.0,0.0,0.0,18.0,12.0,17.0,19.0,19.0,78.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,45.0,16.0,6.0,22.0,0.0,4.0,9.0,0.0,11.0,0.0,8.0,12.0,3.0,5.0,11.0,11.0,2.0,13.0,2.0,0.0,0.0,5.0,6.0,2.0,4.0,6.0,5.0,6.0,3.0,29.0,0.0
rna0285,0.0,16.0,13.0,9.0,0.0,9.0,4.0,4.0,8.0,0.0,14.0,9.0,8.0,0.0,9.0,0.0,9.0,0.0,9.0,12.0,0.0,0.0,8.0,25.0,17.0,0.0,16.0,17.0,17.0,0.0,4.0,0.0,16.0,3.0,0.0,5.0,13.0,8.0,0.0,6.0,0.0,3.0,3.0,10.0,3.0,5.0,10.0,0.0,0.0,13.0,5.0,4.0,1.0,0.0,5.0,4.0,7.0,5.0,8.0,7.0
rna0286,11.0,3.0,6.0,0.0,1.0,0.0,3.0,2.0,3.0,7.0,0.0,0.0,2.0,4.0,7.0,10.0,1.0,2.0,3.0,0.0,0.0,8.0,3.0,4.0,6.0,6.0,5.0,3.0,0.0,7.0,3.0,4.0,7.0,4.0,1.0,3.0,3.0,2.0,14.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,9.0,12.0,2.0,0.0,0.0,8.0,0.0,15.0,0.0,7.0,9.0,7.0
rna0287,0.0,28.0,13.0,2.0,7.0,8.0,8.0,0.0,7.0,9.0,0.0,4.0,8.0,6.0,10.0,30.0,5.0,10.0,8.0,17.0,11.0,25.0,4.0,16.0,0.0,0.0,7.0,0.0,22.0,26.0,11.0,14.0,0.0,16.0,6.0,15.0,9.0,21.0,23.0,0.0,15.0,0.0,0.0,14.0,0.0,4.0,14.0,0.0,17.0,0.0,0.0,5.0,8.0,0.0,5.0,12.0,14.0,0.0,0.0,0.0
rna0288,7.0,22.0,6.0,5.0,4.0,0.0,7.0,0.0,0.0,4.0,6.0,9.0,4.0,0.0,0.0,16.0,0.0,5.0,0.0,10.0,0.0,0.0,2.0,0.0,8.0,8.0,5.0,0.0,17.0,0.0,0.0,0.0,19.0,4.0,2.0,14.0,0.0,14.0,0.0,10.0,17.0,6.0,7.0,10.0,5.0,3.0,15.0,0.0,13.0,10.0,0.0,5.0,1.0,0.0,2.0,6.0,0.0,0.0,15.0,4.0
rna0289,6.0,4.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,9.0,5.0,12.0,3.0,7.0,9.0,5.0,2.0,14.0,0.0,0.0,10.0,7.0,0.0,2.0,0.0,6.0,0.0,0.0,4.0,4.0,16.0,12.0,3.0,4.0,0.0,6.0,2.0,0.0,8.0,0.0,3.0,7.0
rna0290,15.0,0.0,9.0,3.0,0.0,10.0,6.0,5.0,9.0,21.0,0.0,5.0,7.0,5.0,0.0,0.0,11.0,0.0,11.0,10.0,5.0,0.0,6.0,19.0,15.0,7.0,8.0,16.0,31.0,0.0,11.0,0.0,0.0,15.0,13.0,30.0,16.0,0.0,40.0,14.0,28.0,5.0,12.0,15.0,9.0,7.0,0.0,0.0,18.0,9.0,4.0,0.0,7.0,7.0,4.0,7.0,18.0,5.0,10.0,23.0
rna0291,5.0,18.0,3.0,6.0,0.0,4.0,1.0,3.0,7.0,9.0,3.0,5.0,0.0,2.0,5.0,10.0,5.0,0.0,3.0,5.0,6.0,0.0,4.0,16.0,6.0,5.0,10.0,5.0,12.0,16.0,0.0,4.0,8.0,11.0,4.0,10.0,7.0,13.0,0.0,5.0,5.0,4.0,2.0,8.0,4.0,3.0,3.0,3.0,7.0,4.0,2.0,3.0,4.0,3.0,0.0,7.0,7.0,6.0,0.0,8.0
rna0292,10.0,17.0,20.0,0.0,0.0,11.0,22.0,13.0,7.0,29.0,0.0,20.0,10.0,13.0,0.0,12.0,9.0,14.0,0.0,0.0,5.0,0.0,3.0,22.0,30.0,24.0,0.0,0.0,11.0,0.0,7.0,3.0,6.0,0.0,0.0,13.0,8.0,4.0,7.0,0.0,8.0,5.0,3.0,9.0,13.0,2.0,6.0,3.0,6.0,2.0,11.0,6.0,1.0,4.0,8.0,15.0,8.0,6.0,16.0,29.0
rna0293,6.0,11.0,4.0,0.0,8.0,9.0,5.0,3.0,0.0,0.0,13.0,2.0,0.0,6.0,2.0,17.0,4.0,0.0,5.0,9.0,0.0,0.0,2.0,20.0,11.0,5.0,0.0,0.0,15.0,28.0,3.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,7.0,2.0,12.0,3.0,4.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,1.0,12.0,5.0
rna0294,0.0,19.0,7.0,8.0,0.0,13.0,4.0,0.0,9.0,37.0,29.0,10.0,11.0,13.0,8.0,0.0,17.0,19.0,11.0,21.0,18.0,71.0,16.0,32.0,25.0,0.0,0.0,38.0,21.0,51.0,6.0,7.0,0.0,6.0,10.0,19.0,10.0,7.0,0.0,8.0,13.0,6.0,8.0,17.0,0.0,3.0,14.0,0.0,0.0,13.0,0.0,2.0,0.0,4.0,0.0,9.0,0.0,4.0,21.0,0.0
rna0295,11.0,0.0,15.0,3.0,18.0,9.0,0.0,8.0,6.0,33.0,28.0,5.0,0.0,0.0,11.0,18.0,11.0,18.0,14.0,10.0,0.0,0.0,0.0,0.0,12.0,17.0,20.0,17.0,22.0,0.0,7.0,0.0,19.0,3.0,4.0,7.0,16.0,11.0,16.0,5.0,12.0,5.0,8.0,0.0,5.0,0.0,14.0,2.0,8.0,2.0,6.0,2.0,5.0,2.0,1.0,9.0,8.0,5.0,31.0,13.0
rna0296,0.0,7.0,0.0,7.0,0.0,0.0,9.0,13.0,0.0,17.0,0.0,11.0,11.0,6.0,5.0,0.0,8.0,9.0,2.0,4.0,5.0,33.0,2.0,0.0,9.0,14.0,9.0,5.0,5.0,15.0,0.0,0.0,11.0,2.0,7.0,0.0,11.0,1.0,4.0,5.0,6.0,0.0,3.0,0.0,8.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,7.0,2.0,11.0,18.0
rna0297,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,6.0,8.0,10.0,0.0,10.0,4.0,0.0,5.0,0.0,9.0,4.0,0.0,11.0,0.0,5.0,11.0,6.0,0.0,8.0,0.0,10.0,12.0,7.0,6.0,0.0,3.0,5.0,3.0,3.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,1.0,5.0,0.0,0.0,12.0,0.0
rna0298,15.0,13.0,6.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,5.0,8.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,10.0,0.0,8.0,0.0,4.0,9.0,10.0,0.0,18.0,5.0,1.0,0.0,5.0,5.0,0.0,1.0,5.0,0.0,12.0,0.0,0.0,15.0,0.0,9.0,0.0,3.0,0.0,9.0,0.0,12.0,0.0,11.0,15.0
rna0299,9.0,15.0,14.0,6.0,9.0,13.0,9.0,14.0,14.0,27.0,26.0,10.0,0.0,0.0,6.0,10.0,11.0,10.0,4.0,7.0,0.0,24.0,2.0,14.0,23.0,19.0,0.0,9.0,14.0,17.0,0.0,0.0,7.0,1.0,6.0,13.0,0.0,7.0,0.0,0.0,9.0,6.0,0.0,4.0,2.0,0.0,9.0,5.0,4.0,2.0,5.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,10.0,20.0
rna0300,10.0,0.0,14.0,11.0,0.0,11.0,8.0,3.0,6.0,33.0,27.0,0.0,11.0,0.0,11.0,28.0,19.0,11.0,12.0,16.0,19.0,62.0,3.0,32.0,0.0,20.0,0.0,32.0,0.0,45.0,0.0,3.0,0.0,0.0,11.0,4.0,14.0,6.0,0.0,0.0,13.0,0.0,11.0,12.0,0.0,0.0,11.0,3.0,9.0,14.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,25.0,8.0
rna0301,6.0,16.0,8.0,3.0,6.0,1.0,5.0,3.0,4.0,10.0,5.0,5.0,3.0,2.0,7.0,16.0,6.0,4.0,3.0,0.0,8.0,17.0,3.0,0.0,8.0,6.0,0.0,9.0,16.0,14.0,0.0,9.0,13.0,5.0,6.0,13.0,0.0,10.0,23.0,3.0,16.0,7.0,7.0,0.0,4.0,3.0,5.0,0.0,12.0,10.0,0.0,10.0,4.0,9.0,0.0,10.0,7.0,0.0,13.0,8.0
rna0302,8.0,9.0,6.0,1.0,0.0,5.0,5.0,10.0,11.0,0.0,17.0,6.0,0.0,3.0,6.0,7.0,0.0,9.0,0.0,1.0,6.0,21.0,4.0,11.0,11.0,0.0,4.0,0.0,8.0,11.0,2.0,1.0,9.0,0.0,2.0,5.0,0.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,0.0,4.0,5.0,3.0,0.0,2.0,2.0,2.0,3.0,5.0,0.0,14.0
rna0303,0.0,9.0,9.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0,5.0,2.0,3.0,3.0,12.0,0.0,1.0,0.0,7.0,5.0,2.0,5.0,11.0,8.0,5.0,0.0,7.0,5.0,0.0,0.0,5.0,4.0,21.0,0.0,5.0,4.0,0.0,7.0,0.0,7.0,10.0,3.0,0.0,5.0,3.0,2.0,5.0,0.0,8.0,11.0,12.0,7.0,11.0,9.0
rna0304,13.0,16.0,13.0,11.0,16.0,23.0,15.0,25.0,12.0,23.0,29.0,0.0,24.0,0.0,20.0,0.0,12.0,11.0,7.0,8.0,9.0,30.0,3.0,21.0,30.0,24.0,6.0,20.0,11.0,22.0,6.0,1.0,0.0,1.0,10.0,6.0,14.0,0.0,17.0,6.0,8.0,4.0,2.0,0.0,7.0,2.0,10.0,9.0,5.0,3.0,18.0,4.0,1.0,0.0,0.0,2.0,4.0,6.0,13.0,0.0
rna0305,16.0,29.0,11.0,5.0,5.0,8.0,6.0,4.0,6.0,0.0,4.0,7.0,2.0,7.0,10.0,0.0,12.0,11.0,10.0,8.0,0.0,21.0,5.0,22.0,15.0,0.0,0.0,0.0,21.0,0.0,12.0,12.0,15.0,0.0,6.0,19.0,20.0,15.0,27.0,7.0,0.0,6.0,12.0,12.0,0.0,5.0,13.0,2.0,21.0,11.0,4.0,5.0,7.0,0.0,0.0,6.0,0.0,6.0,23.0,15.0
rna0306,5.0,11.0,2.0,1.0,0.0,5.0,0.0,7.0,7.0,0.0,0.0,9.0,1.0,2.0,5.0,17.0,9.0,0.0,7.0,9.0,5.0,0.0,3.0,10.0,8.0,10.0,7.0,10.0,17.0,15.0,11.0,3.0,14.0,10.0,0.0,8.0,13.0,0.0,20.0,12.0,17.0,4.0,0.0,4.0,7.0,0.0,13.0,2.0,0.0,0.0,3.0,5.0,4.0,3.0,2.0,0.0,7.0,2.0,11.0,17.0
rna0307,17.0,16.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,11.0,0.0,8.0,6.0,0.0,8.0,10.0,0.0,0.0,8.0,11.0,11.0,11.0,8.0,8.0,19.0,0.0,3.0,20.0,11.0,4.0,0.0,8.0,5.0,27.0,4.0,8.0,5.0,11.0,0.0,4.0,10.0,30.0,5.0,0.0,15.0,5.0,8.0,5.0,6.0,9.0,23.0,14.0,6.0,0.0,0.0
rna0308,0.0,14.0,0.0,4.0,6.0,3.0,2.0,4.0,5.0,8.0,11.0,3.0,0.0,2.0,7.0,15.0,7.0,4.0,9.0,6.0,9.0,12.0,4.0,16.0,11.0,2.0,7.0,0.0,0.0,13.0,3.0,4.0,9.0,3.0,6.0,0.0,0.0,0.0,11.0,5.0,0.0,2.0,8.0,14.0,3.0,2.0,5.0,0.0,9.0,8.0,6.0,0.0,4.0,2.0,0.0,8.0,11.0,5.0,12.0,9.0
rna0309,0.0,16.0,8.0,7.0,12.0,9.0,11.0,9.0,9.0,14.0,11.0,0.0,10.0,14.0,15.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,3.0,10.0,19.0,14.0,4.0,13.0,0.0,13.0,0.0,1.0,7.0,3.0,0.0,4.0,6.0,5.0,0.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,9.0,0.0
rna0310,0.0,7.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,16.0,7.0,1.0,0.0,0.0,6.0,17.0,0.0,8.0,4.0,10.0,11.0,0.0,2.0,20.0,10.0,3.0,0.0,5.0,11.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,6.0,10.0,0.0,3.0,0.0,3.0,0.0,1.0,5.0,0.0,8.0,0.0,4.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,14.0,8.0
rna0311,10.0,0.0,22.0,15.0,10.0,19.0,16.0,14.0,0.0,23.0,0.0,15.0,16.0,0.0,13.0,8.0,10.0,13.0,11.0,0.0,10.0,31.0,1.0,22.0,0.0,0.0,0.0,20.0,25.0,0.0,8.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,11.0,8.0,9.0,1.0,6.0,7.0,0.0,1.0,13.0,6.0,7.0,2.0,17.0,4.0,0.0,0.0,3.0,0.0,7.0,1.0,11.0,23.0
rna0312,15.0,11.0,8.0,0.0,6.0,5.0,0.0,4.0,4.0,16.0,4.0,5.0,5.0,2.0,13.0,17.0,2.0,7.0,0.0,6.0,8.0,15.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,6.0,3.0,12.0,10.0,0.0,15.0,7.0,14.0,32.0,4.0,8.0,3.0,2.0,4.0,2.0,13.0,25.0,5.0,0.0,0.0,0.0,0.0,12.0,17.0,14.0,0.0,25.0,3.0,22.0,17.0
rna0313,17.0,22.0,10.0,3.0,2.0,8.0,9.0,0.0,0.0,19.0,2.0,0.0,0.0,6.0,14.0,0.0,10.0,7.0,4.0,12.0,16.0,11.0,1.0,10.0,21.0,4.0,0.0,13.0,8.0,28.0,0.0,7.0,0.0,17.0,7.0,19.0,12.0,12.0,42.0,5.0,12.0,4.0,7.0,16.0,5.0,15.0,29.0,7.0,19.0,0.0,5.0,9.0,0.0,13.0,11.0,31.0,21.0,9.0,24.0,27.0
rna0314,9.0,16.0,7.0,8.0,0.0,4.0,7.0,0.0,8.0,11.0,8.0,0.0,4.0,0.0,0.0,12.0,0.0,8.0,5.0,13.0,0.0,23.0,4.0,8.0,13.0,5.0,6.0,0.0,11.0,9.0,10.0,6.0,14.0,4.0,5.0,9.0,12.0,16.0,20.0,9.0,17.0,3.0,10.0,0.0,0.0,0.0,5.0,2.0,13.0,10.0,6.0,6.0,0.0,5.0,3.0,6.0,0.0,0.0,12.0,5.0
rna0315,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,11.0,1.0,1.0,8.0,1.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,25.0,6.0,3.0,1.0,2.0,0.0,0.0,7.0,6.0,4.0,16.0,9.0,0.0,0.0,4.0,9.0,0.0,12.0,6.0,3.0,14.0,9.0
rna0316,4.0,9.0,5.0,0.0,5.0,8.0,3.0,10.0,2.0,16.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,11.0,6.0,6.0,12.0,31.0,5.0,19.0,9.0,8.0,0.0,12.0,0.0,22.0,7.0,0.0,14.0,2.0,3.0,12.0,8.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,5.0,3.0,0.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,7.0,4.0,7.0,1.0,7.0,7.0
rna0317,4.0,8.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,15.0,2.0,0.0,0.0,5.0,14.0,13.0,6.0,6.0,5.0,12.0,0.0,2.0,19.0,14.0,0.0,0.0,15.0,13.0,27.0,6.0,2.0,11.0,0.0,0.0,5.0,0.0,3.0,11.0,3.0,8.0,2.0,3.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,5.0,0.0,8.0,14.0
rna0318,15.0,19.0,0.0,5.0,5.0,13.0,7.0,6.0,0.0,20.0,0.0,6.0,9.0,0.0,10.0,0.0,6.0,14.0,13.0,9.0,17.0,46.0,9.0,25.0,19.0,0.0,17.0,16.0,11.0,0.0,10.0,4.0,12.0,9.0,9.0,0.0,10.0,10.0,0.0,7.0,14.0,3.0,0.0,0.0,5.0,2.0,9.0,0.0,14.0,5.0,3.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,14.0,0.0
rna0319,4.0,10.0,0.0,5.0,5.0,9.0,4.0,9.0,6.0,17.0,10.0,11.0,4.0,5.0,5.0,4.0,0.0,0.0,5.0,2.0,0.0,14.0,0.0,11.0,16.0,7.0,8.0,10.0,8.0,22.0,7.0,1.0,3.0,3.0,5.0,2.0,3.0,0.0,6.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,1.0,0.0,9.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,6.0,13.0
