# synthetic, for demo only -- 由 make_example_data.R 生成,不是真实实验数据
gene,C0001,C0002,C0003,C0004,C0005,C0006,C0007,C0008,C0009,C0010,C0011,C0012,C0013,C0014,C0015,C0016,C0017,C0018,C0019,C0020,C0021,C0022,C0023,C0024,C0025,C0026,C0027,C0028,C0029,C0030,C0031,C0032,C0033,C0034,C0035,C0036,C0037,C0038,C0039,C0040,C0041,C0042,C0043,C0044,C0045,C0046,C0047,C0048,C0049,C0050,C0051,C0052,C0053,C0054,C0055,C0056,C0057,C0058,C0059,C0060,C0061,C0062,C0063,C0064,C0065,C0066,C0067,C0068,C0069,C0070,C0071,C0072,C0073,C0074,C0075,C0076,C0077,C0078,C0079,C0080,C0081,C0082,C0083,C0084,C0085,C0086,C0087,C0088,C0089,C0090,C0091,C0092,C0093,C0094,C0095,C0096,C0097,C0098,C0099,C0100,C0101,C0102,C0103,C0104,C0105,C0106,C0107,C0108,C0109,C0110,C0111,C0112,C0113,C0114,C0115,C0116,C0117,C0118,C0119,C0120,C0121,C0122,C0123,C0124,C0125,C0126,C0127,C0128,C0129,C0130,C0131,C0132,C0133,C0134,C0135,C0136,C0137,C0138,C0139,C0140,C0141,C0142,C0143,C0144,C0145,C0146,C0147,C0148,C0149,C0150,C0151,C0152,C0153,C0154,C0155,C0156,C0157,C0158,C0159,C0160,C0161,C0162,C0163,C0164,C0165,C0166,C0167,C0168,C0169,C0170,C0171,C0172,C0173,C0174,C0175,C0176,C0177,C0178,C0179,C0180,C0181,C0182,C0183,C0184,C0185,C0186,C0187,C0188,C0189,C0190,C0191,C0192,C0193,C0194,C0195,C0196,C0197,C0198,C0199,C0200,C0201,C0202,C0203,C0204,C0205,C0206,C0207,C0208,C0209,C0210,C0211,C0212,C0213,C0214,C0215,C0216,C0217,C0218,C0219,C0220,C0221,C0222,C0223,C0224,C0225,C0226,C0227,C0228,C0229,C0230,C0231,C0232,C0233,C0234,C0235,C0236,C0237,C0238,C0239,C0240,C0241,C0242,C0243,C0244,C0245,C0246,C0247,C0248,C0249,C0250,C0251,C0252,C0253,C0254,C0255,C0256,C0257,C0258,C0259,C0260,C0261,C0262,C0263,C0264,C0265,C0266,C0267,C0268,C0269,C0270,C0271,C0272,C0273,C0274,C0275,C0276,C0277,C0278,C0279,C0280,C0281,C0282,C0283,C0284,C0285,C0286,C0287,C0288
G109,6,6,3,3,2,1,3,4,6,5,4,6,10,2,1,6,9,4,4,5,4,3,0,4,6,4,2,6,7,7,4,8,4,2,3,5,12,2,8,3,0,12,5,7,2,0,8,2,4,2,4,2,1,5,4,2,2,4,5,5,4,2,2,4,5,1,6,5,2,3,4,2,4,1,6,1,12,2,4,7,7,5,2,4,2,9,4,3,5,4,0,1,4,6,1,6,1,4,8,4,5,1,6,2,6,5,0,3,5,2,2,5,9,1,4,3,3,9,6,3,12,7,7,7,2,7,8,12,8,5,9,13,1,9,6,5,4,9,3,8,4,7,3,3,5,2,3,7,10,0,2,2,5,3,5,2,4,2,3,3,2,2,2,5,3,1,4,6,3,6,5,4,2,8,6,6,1,17,5,2,3,21,5,7,11,11,6,5,5,5,6,3,8,7,4,2,3,4,3,2,2,3,0,4,4,2,3,5,9,11,2,0,6,2,1,5,6,14,10,11,6,1,8,6,3,5,1,4,2,3,4,9,6,8,2,4,2,4,7,10,5,4,6,7,3,3,11,4,2,2,4,3,2,10,6,10,4,4,4,6,6,5,3,3,2,6,5,4,3,3,4,11,4,6,5,10,4,1,2,1,8,5,4,2,7,4,1,2
G110,0,0,0,4,1,1,1,1,0,4,1,3,1,1,0,1,1,2,2,3,0,0,1,1,0,7,2,4,2,2,1,0,1,0,2,0,0,3,0,0,2,3,0,3,1,2,0,0,1,0,1,1,1,2,3,0,3,2,2,0,3,1,1,1,1,2,0,2,1,0,1,2,1,4,2,2,2,3,0,2,2,4,1,1,0,1,1,0,6,1,1,3,1,0,1,2,1,1,0,1,2,1,1,1,3,2,3,2,0,0,1,0,1,2,4,0,1,0,3,2,3,0,2,2,1,1,2,2,1,2,5,5,3,0,1,4,2,2,1,2,1,0,1,0,0,2,1,1,2,1,0,0,0,1,0,2,0,0,1,1,0,0,0,4,1,0,2,0,3,2,0,0,1,0,3,0,1,1,5,4,0,0,1,0,0,1,4,2,0,1,1,3,5,2,3,1,2,1,2,1,0,2,1,0,0,4,0,1,1,2,0,3,0,1,1,1,0,1,3,2,2,0,0,1,2,4,4,0,6,7,1,2,0,1,2,1,1,2,0,2,1,2,3,2,1,4,0,0,3,2,1,0,2,2,1,0,1,0,1,2,2,4,0,0,2,1,1,1,3,1,3,2,0,2,0,6,3,3,1,1,3,4,0,1,3,1,3,1
G111,0,1,1,1,0,1,1,1,1,1,2,0,2,0,0,0,0,0,0,4,0,2,1,1,1,1,2,2,0,0,2,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,1,0,3,0,2,2,3,0,1,0,2,0,1,1,3,2,1,0,1,1,1,0,0,3,5,1,0,0,0,2,3,0,1,1,1,1,0,1,1,0,1,1,0,1,2,1,2,0,4,1,1,2,1,2,0,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,3,2,0,1,0,1,1,0,0,0,1,1,0,3,0,2,0,1,0,0,1,1,1,0,0,0,1,4,0,2,1,3,2,0,0,1,1,0,0,1,0,0,2,0,1,1,1,0,1,1,2,1,1,1,1,1,2,0,2,0,3,1,1,1,0,0,0,0,1,2,0,0,2,0,1,1,1,0,2,0,1,1,2,1,0,0,0,0,2,0,0,2,0,1,2,1,1,0,0,1,2,2,2,0,3,1,0,1,2,1,0,1,2,2,2,1,0,0,2,0,0,2,3,0,1,3,1,0,0,1,1,0,2,1,2,4,0,0,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,1,0,3,0,2,1,0,0
G112,1,0,1,0,1,0,0,0,0,0,1,2,1,1,0,1,1,2,3,2,2,1,1,4,1,2,7,2,0,1,1,1,1,0,0,2,1,0,0,0,0,3,2,1,0,3,0,2,1,1,1,0,0,1,1,2,1,2,0,1,0,2,0,2,0,1,0,3,0,1,0,0,2,0,2,2,0,1,1,0,1,0,1,0,1,2,0,1,1,0,0,2,0,1,1,0,2,0,3,5,4,0,1,0,1,0,0,3,0,0,2,0,2,4,0,2,3,3,3,2,2,0,0,0,0,0,2,4,1,2,1,1,0,0,1,2,0,1,0,2,3,0,0,2,1,1,0,1,1,2,0,1,0,3,0,0,0,2,1,1,0,0,0,0,1,2,2,0,0,1,2,0,0,0,0,1,2,0,0,1,1,1,2,2,0,1,1,1,0,1,0,0,2,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,1,0,0,1,1,2,0,0,1,1,2,0,1,0,3,4,0,2,0,1,3,1,0,0,4,1,0,3,0,0,1,0,0,1,1,3,0,2,0,0,2,2,0,0,2,0,1,1,1,2,0,0,2,2,0,1,0,0,0,1,0,0,2,1,3,2,0,0,1,0,0,1,0,1,0,1,2,1,1,2
G113,1,0,0,3,1,0,1,0,1,0,2,0,1,2,0,1,1,0,0,0,1,1,0,3,0,2,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,2,2,1,2,2,0,1,0,1,3,0,0,3,0,2,0,2,5,0,0,0,3,0,0,1,0,1,1,1,2,1,1,0,3,0,3,1,3,0,1,3,1,2,2,3,1,2,1,3,1,4,1,1,1,4,1,4,0,1,0,0,0,1,0,1,0,0,0,0,2,2,1,1,0,1,1,0,1,0,0,4,3,0,0,2,1,5,1,1,0,0,2,1,0,1,1,3,1,0,0,0,2,0,2,0,0,1,0,1,0,0,1,2,1,2,2,0,1,2,1,1,0,0,2,1,2,1,1,1,4,2,2,1,4,0,0,2,0,1,2,0,5,2,0,1,3,0,1,0,0,1,1,2,0,2,1,1,0,1,4,1,0,2,4,3,3,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2,0,2,1,0,2,1,0,0,0,3,2,3,0,3,0,0,0,1,4,1,1,0,0,1,0,0,1,1,0,3,0,1,0,2,4,0,0,1,2,1,0,2,0,3,1,0,4,0,2,1,1,3,0,2,0,1,2,2,0,0,0,1,2,0
G114,2,3,0,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,1,0,0,2,0,2,1,2,1,0,1,1,2,0,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,2,3,1,0,2,1,0,2,0,1,1,0,0,1,0,2,1,1,1,0,1,2,0,0,1,0,0,0,2,0,1,1,1,3,0,1,0,0,2,1,1,0,0,0,0,1,1,0,1,2,0,1,1,1,0,0,0,3,4,0,2,0,1,0,2,2,3,3,2,1,0,5,1,0,2,2,0,4,2,1,1,1,1,2,4,0,0,1,0,2,1,0,0,2,3,0,0,0,3,0,0,0,2,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,1,0,1,1,0,0,0,1,0,2,0,1,3,0,1
G115,3,1,3,3,5,0,1,5,7,5,1,1,3,5,1,3,3,3,2,2,4,5,3,7,0,6,7,4,3,6,2,1,3,3,6,3,9,2,3,5,0,3,5,1,3,2,2,5,4,5,5,6,2,4,1,4,2,3,5,1,2,8,7,3,3,2,0,6,3,7,7,6,3,5,6,2,6,5,9,2,3,5,4,2,1,0,5,7,2,7,2,2,2,6,2,1,2,3,2,5,3,2,1,3,8,4,1,5,6,3,1,2,3,3,3,3,4,2,5,3,8,9,2,3,2,2,5,2,5,1,4,7,8,2,3,2,1,8,5,5,1,3,7,7,3,0,4,6,3,7,3,6,4,2,8,3,2,7,4,1,4,4,6,4,3,1,5,2,3,3,2,4,3,7,8,3,6,1,9,2,4,9,5,5,6,2,3,7,5,1,3,4,1,7,2,5,2,3,5,3,4,5,0,0,7,11,0,2,2,6,1,4,2,4,3,1,7,2,12,4,9,2,3,4,3,5,2,0,1,7,6,0,3,3,3,8,3,5,7,6,4,5,17,5,4,3,5,1,6,4,4,5,5,6,7,6,5,1,6,3,8,2,1,2,3,3,3,1,5,1,2,2,5,6,2,2,4,2,1,3,2,3,2,3,4,5,2,4
G116,0,0,1,4,0,2,2,1,4,2,2,1,0,3,1,1,2,0,3,0,1,3,1,2,0,1,0,1,3,2,1,0,2,1,0,1,0,2,1,1,1,2,2,6,1,2,2,1,3,0,1,2,0,0,1,2,2,1,0,0,0,2,3,3,1,1,1,2,1,3,2,0,1,0,0,1,2,0,1,0,1,1,1,1,1,2,2,0,1,0,0,1,1,1,2,1,0,1,1,0,2,2,1,1,2,1,2,2,0,1,0,0,0,1,1,0,3,2,1,1,1,9,2,2,2,0,2,0,1,2,0,0,3,3,2,0,0,2,1,1,3,3,0,0,1,0,3,0,4,1,0,1,0,2,2,0,3,0,3,0,2,1,0,2,0,1,4,0,0,1,0,0,1,0,1,0,0,2,1,2,1,1,3,1,1,0,1,3,1,0,0,1,4,0,1,1,0,0,0,1,1,0,3,3,0,1,0,1,2,0,1,3,1,2,0,3,0,2,0,1,0,1,1,0,3,1,0,0,2,0,1,0,1,2,0,2,2,1,0,3,3,0,3,1,0,0,0,1,1,1,0,5,0,1,0,0,2,4,1,0,1,1,2,0,0,3,0,0,1,1,1,2,1,1,0,2,0,0,2,2,0,1,0,3,1,1,2,2
G117,1,3,8,5,1,1,5,5,5,8,2,4,6,2,3,11,0,3,6,11,1,3,6,16,2,11,4,6,2,6,5,3,4,5,9,7,7,6,5,3,4,6,6,4,7,3,15,0,5,5,2,4,3,1,2,1,4,1,1,2,1,1,4,3,4,2,3,3,0,4,2,3,6,6,3,1,1,6,4,3,1,4,1,1,3,3,3,0,2,2,2,0,3,2,0,5,3,5,4,6,9,2,7,4,3,11,7,4,2,9,3,2,10,4,5,3,1,8,13,2,1,3,2,2,2,4,4,4,0,6,2,5,1,1,5,1,2,3,1,4,10,5,1,0,9,2,0,6,4,1,2,4,0,3,8,2,1,1,6,1,4,5,5,3,2,3,3,4,2,2,8,2,8,5,5,4,3,4,5,5,6,4,5,5,9,0,11,2,2,3,4,0,9,1,3,11,0,1,1,4,3,6,6,2,2,10,1,2,3,4,3,4,2,1,2,5,4,5,5,2,5,1,4,4,0,6,5,3,4,5,3,1,5,4,1,3,1,10,0,3,2,2,2,0,3,2,1,0,4,1,4,2,2,2,3,5,1,1,1,1,3,3,1,3,0,3,3,11,5,3,4,1,2,1,2,3,1,1,4,2,4,2,0,5,0,2,3,2
G118,2,0,2,1,0,0,1,1,2,2,3,0,0,2,0,1,3,2,0,0,0,1,1,2,1,2,1,3,2,2,0,2,5,0,2,0,3,1,4,0,2,2,1,2,0,0,3,3,1,0,0,0,0,0,1,1,3,0,1,1,1,2,1,1,0,1,1,2,0,0,0,0,2,1,1,1,1,2,1,1,1,1,1,0,0,1,2,0,0,2,0,2,0,1,1,0,2,2,0,1,4,2,0,1,1,2,0,4,0,1,3,1,3,0,3,4,0,1,4,3,0,2,1,4,0,0,0,4,3,2,0,1,3,0,2,2,3,2,0,1,0,0,2,0,0,0,0,2,0,1,1,1,2,2,3,0,1,0,1,2,2,1,0,1,0,0,1,1,3,1,2,1,2,3,3,3,0,3,1,0,2,2,2,0,0,0,3,1,2,2,4,0,0,2,0,0,0,0,0,0,1,1,1,0,0,3,0,2,0,0,1,0,0,0,2,1,1,1,1,2,0,0,1,0,0,3,0,0,4,2,0,1,2,2,0,0,0,0,0,1,1,1,0,0,2,2,0,0,1,2,0,0,2,0,2,1,2,1,1,2,1,2,1,1,0,2,1,2,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0
G119,9,5,6,3,7,2,6,7,3,3,3,5,3,6,1,6,4,5,4,6,8,10,1,4,8,11,6,6,5,9,3,5,5,8,7,7,3,2,3,2,1,3,6,5,4,1,8,2,3,3,4,2,1,2,2,8,4,2,7,4,2,2,2,6,4,1,2,5,5,3,4,6,6,6,3,2,16,3,4,2,9,5,5,3,4,5,3,4,7,12,4,5,2,6,0,0,2,2,7,5,2,4,6,3,2,3,10,4,2,5,3,2,3,3,7,6,4,7,11,1,9,4,6,9,3,2,4,2,4,3,4,6,3,3,8,7,5,4,6,2,3,3,7,2,9,1,4,3,3,1,13,5,6,2,8,6,3,4,3,3,10,5,4,3,7,3,6,4,4,10,3,5,5,6,3,5,3,0,2,5,4,7,2,2,2,4,9,2,3,2,5,4,4,3,3,4,6,4,3,4,0,7,3,0,5,8,2,2,5,5,3,7,4,5,2,4,3,6,3,8,4,4,7,2,11,2,4,2,3,7,1,9,6,7,2,8,0,2,5,8,7,3,4,3,3,3,5,2,3,3,2,1,2,1,5,2,5,7,3,6,4,7,2,7,1,1,4,10,6,4,6,1,6,5,2,7,3,9,4,5,5,5,4,3,4,2,11,5
G120,8,0,2,0,3,2,4,1,4,1,3,4,2,2,2,7,3,7,3,0,1,0,0,4,2,6,4,3,1,4,2,2,3,3,3,1,3,2,3,2,1,4,2,3,1,1,5,7,3,0,2,4,2,1,2,3,2,4,3,0,2,3,4,5,2,2,0,5,1,1,1,3,9,1,2,1,6,5,4,1,1,8,2,3,4,6,3,0,6,5,0,3,0,0,6,2,2,3,0,2,2,2,0,0,2,2,0,3,3,1,1,5,0,5,1,0,1,5,6,1,6,4,0,2,2,2,2,0,3,1,2,4,3,1,4,1,3,2,1,6,5,3,5,0,4,0,2,3,1,2,1,2,6,3,1,6,1,3,2,2,4,4,0,2,6,2,2,2,1,7,2,3,2,3,1,1,1,2,6,0,2,3,1,5,2,5,2,5,4,1,5,3,4,5,3,3,5,1,4,4,0,4,5,1,3,3,0,3,3,4,1,3,0,1,6,4,2,2,5,3,3,1,7,1,1,2,0,1,4,3,0,3,8,1,4,4,4,0,4,4,3,0,10,3,1,4,2,2,5,2,3,0,2,3,3,1,1,4,2,1,1,4,2,3,4,5,4,5,7,2,4,3,4,6,6,2,3,5,4,1,2,1,2,2,5,4,4,3
G121,0,0,2,0,1,1,1,2,0,0,3,0,2,1,0,0,0,1,0,4,0,4,0,2,0,6,1,6,5,2,0,11,1,2,6,4,2,2,2,3,1,1,2,0,0,5,3,4,3,0,2,2,3,3,0,2,1,0,2,1,1,0,9,0,1,4,0,2,2,2,4,1,1,3,6,1,1,5,3,8,2,4,0,2,1,1,2,3,1,4,0,1,2,1,2,1,1,0,3,2,5,1,0,2,0,0,1,2,0,0,2,0,1,5,1,0,1,1,5,3,5,3,0,1,1,3,0,3,1,3,1,1,1,4,3,5,2,3,3,5,1,5,2,7,2,2,1,1,4,0,0,1,3,2,0,2,2,4,2,3,9,0,1,2,1,2,3,1,0,0,0,2,0,0,3,2,2,4,1,4,3,2,0,1,1,2,2,1,0,1,2,2,0,3,1,3,2,2,0,6,0,4,2,1,3,1,6,1,2,2,1,1,1,0,3,1,2,1,3,2,0,0,2,1,3,5,1,2,4,0,0,2,2,0,0,1,1,2,2,5,4,3,6,7,1,3,0,1,2,0,1,0,1,1,3,1,1,1,2,0,0,3,1,0,2,0,2,1,0,1,1,1,1,0,2,3,3,2,1,0,3,2,3,2,3,0,2,0
G122,0,1,3,1,0,0,2,0,3,0,0,2,1,0,2,1,2,2,0,2,1,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2,1,0,0,3,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,1,1,0,1,1,0,0,0,3,0,1,1,2,0,0,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,0,2,1,1,1,0,1,0,0,3,2,0,1,2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,2,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,1,3,1,0,1,1,0,0,2,0,1,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,1,1,2,1,2,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0
G123,6,5,8,2,4,4,2,3,7,6,5,2,5,2,4,6,6,4,4,2,12,3,8,3,1,3,6,1,7,1,2,2,5,2,2,5,2,4,1,4,3,4,1,2,1,2,3,1,3,3,2,3,3,3,3,5,1,1,2,2,5,1,1,2,2,2,0,6,1,4,2,0,5,4,8,3,5,4,1,5,2,5,0,2,3,3,0,5,9,3,7,5,3,8,0,1,2,3,5,7,8,3,1,2,0,6,5,3,9,1,2,3,8,6,2,2,6,5,10,6,8,5,0,4,3,2,1,1,2,2,4,7,6,4,1,3,3,4,7,4,4,2,4,1,5,5,4,6,2,1,6,2,6,7,3,6,4,2,3,4,9,3,5,3,3,4,6,2,1,3,5,2,6,4,4,5,2,2,3,4,2,1,0,1,2,2,6,4,4,2,7,1,8,7,3,1,3,1,4,3,4,8,6,2,1,3,4,2,6,6,6,1,3,5,7,4,4,5,3,6,2,2,3,2,1,4,2,2,2,1,0,1,0,0,1,0,2,6,3,2,4,0,8,7,8,1,1,3,6,8,1,4,6,3,9,1,1,7,7,3,2,3,1,8,1,3,0,3,3,2,6,3,2,2,5,2,4,2,2,6,2,7,1,3,3,2,1,3
G124,2,1,2,0,1,2,1,0,1,0,1,0,2,2,0,0,2,0,0,3,2,2,0,1,0,3,2,0,1,1,0,5,2,2,0,2,0,0,1,1,0,2,1,3,2,1,1,2,3,2,1,5,0,0,0,3,1,1,1,0,0,1,0,0,1,0,2,0,0,2,1,0,0,5,1,0,6,0,0,1,1,2,0,1,0,0,0,1,3,1,0,1,2,2,1,1,0,1,1,1,0,0,3,1,2,1,0,0,2,0,1,3,2,0,2,1,0,2,1,2,1,2,1,0,2,0,1,2,1,2,2,2,1,3,0,0,2,1,0,2,1,0,0,1,1,0,6,3,1,1,1,2,3,2,1,1,0,0,1,0,3,1,0,2,0,0,5,0,0,0,0,0,2,0,0,4,2,0,0,1,0,0,1,1,2,0,0,2,1,0,2,1,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,4,0,0,0,1,3,0,4,3,0,1,1,3,2,1,3,1,0,1,1,1,0,1,3,0,2,1,0,2,1,2,2,1,0,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,2,0,4,0,0,0,1,0,1,0,1,0,0,3,0,0,0,2,1,0,2,1,0,2,2,3,1
G125,6,7,5,2,2,2,2,8,2,5,4,7,2,6,3,8,9,7,5,5,1,8,6,3,2,6,8,4,5,6,1,6,5,3,7,3,3,3,5,6,6,8,0,4,3,6,3,4,5,6,2,6,1,10,0,1,0,2,2,2,2,2,1,1,2,3,2,2,1,2,5,5,6,3,2,3,16,8,2,6,2,5,3,0,8,6,5,3,2,7,4,6,2,9,4,4,3,2,3,5,4,3,3,3,6,3,0,14,4,6,4,4,4,1,3,4,5,9,7,11,12,11,11,13,6,7,5,4,5,9,4,26,8,2,7,6,1,7,3,3,5,5,6,5,5,3,6,12,6,5,4,2,4,6,8,7,3,3,2,0,3,3,2,6,8,3,5,3,3,2,4,2,2,5,2,2,1,8,4,0,1,3,3,6,3,2,3,1,6,0,1,2,7,2,1,7,5,1,2,6,6,3,4,3,7,11,2,7,4,4,7,6,9,3,2,7,6,9,4,5,9,5,7,5,4,4,2,1,9,7,4,3,5,1,10,1,5,6,3,5,3,2,6,2,1,5,6,3,6,4,3,5,3,4,4,6,3,3,3,5,4,2,4,6,1,1,2,8,3,2,4,6,15,8,8,13,3,7,1,2,7,1,3,8,6,2,5,7
G126,1,0,2,1,2,1,3,1,2,6,1,0,0,1,1,2,3,1,3,3,0,1,0,0,2,1,4,2,2,3,1,2,1,3,4,2,1,1,5,1,3,2,0,0,1,2,4,3,1,3,2,2,4,2,1,3,1,2,1,1,3,0,1,1,3,1,0,2,3,0,3,1,1,3,3,1,8,3,2,5,1,6,0,1,3,3,5,1,3,7,0,1,1,9,3,2,2,3,1,5,4,3,1,1,1,2,1,5,3,1,1,2,3,7,4,1,3,2,3,1,3,1,0,1,0,1,1,1,2,3,1,2,2,0,0,0,1,0,4,0,1,1,2,2,3,0,2,1,3,0,1,2,3,3,0,2,2,0,0,0,3,0,1,2,0,0,1,0,0,2,1,2,0,1,3,0,1,2,2,1,1,1,0,2,0,1,3,3,1,0,1,2,7,1,1,1,2,0,1,1,0,1,1,1,1,6,0,2,1,5,0,2,0,1,3,0,2,2,0,4,1,0,0,1,0,0,6,1,1,0,1,1,2,8,1,2,0,1,2,2,1,2,0,3,1,1,1,2,0,3,1,3,3,1,1,2,1,3,0,2,0,5,0,3,3,0,1,3,3,1,2,2,1,6,3,1,3,0,0,0,1,0,1,4,2,2,1,2
G127,0,0,0,2,0,0,1,0,1,0,1,0,4,0,0,2,0,0,1,1,1,0,1,1,1,3,1,3,4,2,5,1,4,0,2,1,2,2,2,0,1,1,0,2,2,1,3,3,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,1,1,0,0,3,0,3,0,0,0,1,0,1,1,3,1,0,0,1,2,0,2,1,1,1,0,3,0,3,0,0,3,1,1,2,0,0,0,1,0,1,3,0,2,2,1,1,4,0,1,0,0,0,2,0,2,0,7,0,3,2,0,0,2,2,3,2,0,1,2,1,0,1,0,0,2,1,3,2,5,0,1,0,1,1,0,1,1,1,0,0,2,0,3,0,0,1,2,0,0,1,0,0,3,3,0,2,0,0,1,1,1,4,0,2,0,1,2,0,0,0,2,1,0,1,2,1,1,2,2,0,2,1,1,0,2,0,0,0,0,2,0,1,0,0,0,3,0,1,1,2,2,0,0,2,2,0,1,3,2,3,1,0,2,1,2,0,1,2,0,1,2,0,0,0,1,1,2,3,0,1,2,1,1,1,0,4,1,1,1,0,0,2,1,3,2,2,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,2,0
G128,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1,4,1,1,2,1,0,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,1,2,1,0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,4,4,0,0,3,1,0,0,0,2,0,1,2,2,1,1,2,2,1,0,1,2,3,1,0,0,2,0,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,2,1,1,0,2,1,0,1,1,1,3,1,1,0,0,0,2,1,1,0,3,0,2,1,0,1,1,1,0,0,0,2,2,0,0,3,0,0,1,0,0,2,1,0,2,1,0,1,0,1,2,2,1,0,1,1,1,1,1,0,1,0,0,1,0,3,0,1,0,0,0,1,2,0,2,0,0,0,0,0,1,1,5,0,0,3,1,2,1,1,1,0,2,0,0,2,1,0,3,0,0,1,2,0,1,3,0,1,1,1,2,1,2,0,0,2,2,1,0,0,2,1,1,2,0,0,0,1,0,1,0,4,0,2,1,0,1,0,1,1,0,0,1,4,2,1,1,2,0,0,1
G129,12,5,4,12,7,2,6,8,6,2,0,8,4,2,7,6,3,7,4,8,7,4,7,11,2,3,4,1,8,5,7,5,1,1,4,4,3,5,5,4,4,5,3,1,7,2,1,2,7,5,4,7,2,4,6,8,4,3,3,3,7,4,3,7,3,10,3,2,2,2,9,3,14,3,11,1,7,2,6,1,8,11,9,4,3,7,13,5,15,11,3,11,3,8,12,5,3,6,3,3,4,5,6,7,6,7,4,3,8,9,3,3,2,6,6,10,3,6,4,3,13,9,11,9,5,13,6,8,5,9,7,18,8,3,8,9,5,9,15,18,4,7,5,4,9,0,6,8,6,4,6,7,6,4,7,10,3,3,11,5,11,2,3,6,5,4,8,7,3,6,5,5,14,3,11,8,2,10,12,6,5,5,9,4,10,11,8,8,5,9,7,6,13,3,2,7,3,9,3,4,11,15,6,2,9,8,6,5,8,14,7,9,8,3,3,4,3,6,8,13,5,1,1,4,7,4,5,3,0,1,3,5,3,8,4,12,3,4,3,2,8,8,7,7,5,4,9,2,13,3,5,2,10,5,4,4,3,12,6,1,5,6,5,12,2,5,9,5,4,5,10,9,3,7,13,7,6,4,3,4,7,8,4,5,5,5,6,3
G130,1,2,4,1,1,1,0,2,1,3,1,1,4,3,0,5,3,0,1,2,2,0,2,1,3,4,4,1,0,4,1,0,1,1,4,7,2,1,1,0,0,0,1,3,0,0,1,1,1,1,1,2,0,1,1,2,0,1,3,2,2,2,0,1,0,0,2,2,1,1,5,1,0,3,1,1,6,0,1,0,1,1,5,2,1,2,1,2,0,3,1,1,0,1,0,1,3,2,1,4,3,2,3,0,5,0,2,0,0,2,0,0,2,3,1,0,3,2,1,0,2,2,0,0,2,2,3,0,2,0,2,2,3,2,2,0,1,1,1,0,0,3,0,0,0,0,1,0,3,0,1,3,1,1,2,6,1,5,2,2,2,1,0,2,1,1,6,2,1,1,2,0,1,2,4,2,0,2,2,0,3,0,1,2,1,2,0,1,2,0,2,0,8,2,0,1,1,2,1,3,0,2,1,0,1,2,1,1,2,5,0,4,0,1,1,4,3,2,0,2,1,2,0,1,0,2,0,0,2,1,2,1,3,2,2,3,2,2,1,3,2,4,1,2,5,5,2,2,5,3,0,2,1,2,2,2,0,3,2,4,8,2,2,1,2,1,2,4,1,1,3,6,0,2,4,0,0,3,2,2,1,3,2,1,2,3,3,3
