# synthetic, for demo only -- 5 cell types x 110 cells x 160 genes, seed=572
cell_id,cell_type,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159
C0176,Bcell,7,0,4,1,2,10,2,2,14,2,3,0,4,2,5,4,5,1,0,3,1,1,3,6,6,1,7,13,1,1,8,8,3,6,10,0,8,3,4,12,1,8,1,9,4,1,10,9,8,18,19,9,8,1,12,2,4,12,4,3,6,2,10,13,1,3,1,0,2,2,4,8,12,2,2,7,2,3,3,1,1,7,2,3,2,5,4,10,6,4,5,0,0,11,2,2,5,0,1,5,12,2,3,0,1,1,7,6,1,0,1,3,2,0,3,7,10,7,4,2,1,0,7,0,3,3,2,1,0,0,6,2,5,0,6,4,1,8,5,0,2,10,1,4,2,4,12,9,1,4,1,6,0,5,6,1,1,4,4,2
C0177,Bcell,5,0,2,0,1,2,1,4,2,2,3,0,0,2,3,1,2,2,0,1,3,1,1,0,2,0,1,4,1,0,8,3,4,3,11,1,6,4,3,4,0,4,1,9,1,2,4,3,5,4,7,5,0,3,4,3,4,3,1,1,4,0,6,5,0,1,0,0,0,0,2,2,6,2,1,2,0,1,3,0,1,5,1,1,1,1,4,5,2,4,3,0,0,3,0,1,0,0,0,1,7,1,3,1,0,2,2,0,0,0,1,0,1,1,4,1,4,7,1,1,2,0,1,2,4,3,1,2,2,0,1,1,1,0,1,0,1,2,2,1,1,3,0,3,1,1,10,1,1,0,3,2,2,3,1,1,1,3,2,1
C0178,Bcell,7,4,1,1,3,2,1,5,5,0,5,0,2,2,4,1,2,1,0,2,3,2,0,4,3,0,0,3,2,0,4,5,3,5,8,1,5,2,6,8,2,2,2,11,2,3,6,2,6,9,14,3,1,4,6,2,2,4,3,3,6,1,2,13,0,1,1,1,3,0,1,4,7,1,2,2,1,1,1,2,0,4,4,2,1,1,3,4,1,0,3,0,0,4,3,2,3,1,1,0,4,1,2,0,0,4,1,1,0,0,0,1,1,0,2,4,6,4,3,1,0,0,1,3,2,0,0,4,2,3,3,1,1,0,3,0,2,8,1,1,2,8,0,4,0,5,3,4,2,3,2,2,1,2,1,0,1,2,5,1
C0179,Bcell,5,1,2,1,1,2,1,1,4,3,0,0,1,1,2,1,1,0,0,6,1,1,1,0,2,0,3,4,2,2,4,7,0,5,7,0,4,1,2,6,0,4,0,2,6,2,3,5,0,1,6,3,2,0,8,1,2,5,1,0,6,0,3,4,2,0,0,0,1,0,1,3,3,0,1,2,1,0,1,2,3,3,0,1,0,0,3,3,1,3,4,1,0,3,1,2,1,0,0,2,2,1,0,0,1,0,3,0,0,0,1,1,1,1,6,3,1,4,0,0,0,0,4,5,0,0,1,0,2,1,1,3,2,1,4,0,1,4,0,2,1,0,0,1,2,1,4,2,0,1,0,4,0,2,1,0,0,1,3,2
C0180,Bcell,6,3,3,3,0,6,1,3,2,2,5,0,2,5,0,2,1,1,1,4,4,1,0,3,0,2,1,10,0,0,11,4,2,7,8,0,5,3,3,4,0,7,2,6,7,2,9,2,4,10,11,4,2,4,5,1,3,8,9,2,1,0,2,9,0,1,2,0,5,1,2,6,7,3,3,0,3,4,1,0,1,6,3,3,2,1,6,7,4,3,4,2,0,2,6,1,3,4,0,0,4,0,0,0,0,1,5,2,1,0,1,0,2,2,2,4,8,2,0,1,1,1,5,6,2,4,3,3,1,2,5,0,2,0,0,2,1,9,4,0,0,5,0,2,3,2,8,3,1,2,3,3,3,7,3,3,2,3,5,1
C0181,Bcell,18,4,8,1,9,14,5,1,14,5,15,1,2,12,9,4,4,6,2,5,10,0,2,13,14,1,6,9,2,4,19,13,6,12,30,5,19,12,10,21,8,13,4,24,15,5,12,14,23,32,44,9,8,7,33,5,20,21,9,5,9,1,16,30,3,5,2,5,7,1,7,18,25,7,14,8,6,12,10,4,1,17,6,7,5,5,19,20,11,3,10,4,1,12,8,7,12,2,2,3,16,9,10,2,2,12,19,5,3,1,0,3,3,8,15,11,13,13,4,5,3,1,12,7,7,4,6,3,3,9,2,6,9,2,15,2,2,13,10,2,3,14,3,1,2,7,14,17,2,5,4,12,2,7,1,0,6,8,7,4
C0182,Bcell,11,1,6,2,2,8,2,4,11,1,11,1,2,8,4,4,4,0,4,3,4,0,1,6,7,0,4,16,2,0,13,13,6,1,8,6,15,9,8,10,2,7,3,14,11,2,9,10,16,16,16,8,3,6,16,10,13,17,8,3,6,2,7,18,1,2,3,5,1,0,5,3,17,4,0,2,8,4,4,2,3,10,1,0,4,3,15,11,1,3,5,1,0,8,5,5,5,3,1,3,6,2,7,3,1,7,8,4,2,2,0,3,2,2,6,14,5,9,3,2,1,2,7,3,3,5,2,4,4,3,3,2,7,1,6,1,7,7,1,1,1,13,1,1,5,6,8,8,0,7,1,7,1,8,5,0,3,6,5,4
C0183,Bcell,11,1,3,2,1,4,2,4,8,4,2,0,3,4,3,1,6,2,2,1,9,6,1,8,6,3,1,14,4,0,6,8,5,9,14,3,13,5,3,9,4,3,1,9,3,3,5,6,12,11,20,6,11,5,8,6,6,9,4,0,6,0,6,9,2,1,2,4,2,0,1,10,11,0,6,5,2,5,4,1,2,15,6,2,4,4,8,9,4,3,10,4,0,4,2,7,5,0,1,4,8,2,2,1,1,6,7,6,1,1,1,1,1,1,5,5,7,4,4,4,0,1,8,6,4,2,3,2,1,5,4,5,4,1,7,3,1,8,9,0,0,3,1,2,2,0,9,9,1,5,3,4,1,9,2,1,1,3,1,4
C0184,Bcell,20,1,9,0,7,16,4,6,18,2,10,1,2,11,2,2,9,2,3,4,13,4,3,7,12,1,6,19,4,3,20,16,9,18,13,5,25,5,7,19,2,14,2,21,5,4,14,8,22,22,43,11,11,9,33,10,13,29,14,3,16,0,12,30,3,4,1,9,6,0,3,12,29,10,13,10,7,5,9,1,4,18,7,13,3,7,11,29,8,7,12,5,1,9,10,5,5,5,1,7,11,5,6,1,2,7,12,9,0,0,3,2,4,3,13,15,11,6,3,11,4,0,21,11,8,9,6,3,2,6,7,7,6,4,15,7,4,11,10,1,4,14,1,6,4,3,13,13,3,6,10,9,5,4,7,0,3,8,17,7
C0185,Bcell,3,2,1,1,2,4,0,1,9,2,5,1,0,3,0,2,3,3,1,1,2,1,0,1,1,1,3,11,3,1,11,6,4,3,8,2,8,1,3,8,1,3,1,6,4,2,12,5,8,7,19,4,1,0,2,1,2,11,4,3,6,1,4,4,1,0,2,2,2,0,2,1,8,3,4,1,0,4,3,0,3,8,4,2,1,1,5,3,2,3,3,1,0,4,2,1,1,2,0,1,6,0,2,0,1,2,2,0,0,0,0,0,2,1,3,4,5,5,1,1,1,1,2,1,2,6,2,3,1,1,0,1,8,1,1,2,1,5,2,1,0,7,1,1,0,3,6,4,1,0,4,7,0,3,0,0,2,9,0,1
C0186,Bcell,4,1,3,0,3,2,2,6,5,3,3,0,2,8,2,0,2,1,2,6,6,1,2,4,2,2,4,5,2,1,10,4,7,5,13,2,13,2,5,14,3,6,0,12,7,2,4,6,7,7,20,10,2,5,4,5,4,15,4,2,8,0,15,10,0,2,1,0,0,1,3,9,5,5,4,5,5,2,3,1,2,7,3,4,3,5,11,7,4,2,2,2,0,7,2,2,0,2,1,1,7,5,4,0,1,6,4,3,0,0,0,1,1,2,2,3,9,6,2,2,0,1,5,1,3,7,4,1,3,4,4,2,5,0,3,0,1,4,3,1,0,11,2,3,2,3,4,9,3,1,3,4,0,3,2,2,6,3,3,3
C0187,Bcell,8,3,5,0,3,3,2,3,3,4,4,1,4,5,4,7,3,1,3,7,3,2,0,2,7,1,3,10,2,2,12,10,4,10,16,3,11,9,6,7,4,7,2,9,7,4,17,6,6,13,26,4,3,6,18,2,5,14,6,2,9,0,4,13,1,2,4,3,4,3,5,6,12,6,7,3,5,4,6,1,1,7,6,3,0,1,10,13,4,2,7,1,0,4,6,4,6,5,2,5,10,5,2,1,2,5,6,5,1,2,0,1,1,1,4,5,12,5,1,5,2,0,11,6,3,2,1,4,3,2,1,2,7,0,6,3,1,8,5,0,0,8,0,2,5,4,13,7,0,2,2,3,1,3,1,2,3,5,2,3
C0188,Bcell,4,1,3,2,2,0,0,1,4,2,1,0,1,3,4,0,1,0,0,1,4,0,0,4,4,0,1,5,0,2,6,5,4,1,9,0,5,2,4,6,4,4,3,3,9,0,5,2,2,4,12,2,0,1,6,1,4,8,5,1,5,1,3,6,1,1,0,1,2,3,0,2,7,3,0,1,3,4,1,0,2,3,3,2,0,0,3,5,6,2,1,1,1,3,2,3,1,2,2,3,2,2,1,0,0,7,5,3,0,0,0,0,0,0,0,1,6,4,1,2,1,1,2,0,1,1,1,0,0,3,0,0,1,0,0,0,0,2,1,1,0,5,0,1,1,1,7,3,2,0,0,4,2,1,1,0,0,0,1,2
C0189,Bcell,4,1,9,1,1,2,1,2,5,3,2,0,1,7,1,1,1,0,0,2,5,2,0,1,1,0,1,3,1,0,4,3,0,3,6,1,7,0,4,4,0,0,1,7,0,0,1,3,3,3,12,3,1,2,7,0,1,2,5,2,3,1,3,3,1,1,0,1,0,0,1,7,6,1,1,1,5,1,3,0,3,2,0,1,0,3,3,4,3,1,4,1,0,1,3,3,2,0,0,1,4,5,0,0,1,2,2,0,1,0,0,0,3,0,1,1,4,2,0,1,0,0,3,4,2,1,2,0,3,0,1,2,3,0,2,0,1,3,0,0,0,7,0,1,0,1,6,1,0,2,1,0,0,1,0,0,3,1,4,1
C0190,Bcell,8,3,5,1,1,1,2,5,2,4,5,0,0,1,0,2,3,1,2,1,6,2,0,3,3,0,1,6,0,1,9,4,2,4,5,3,9,2,3,2,1,2,2,11,5,2,8,4,9,14,9,5,4,2,10,2,3,13,3,1,7,0,4,6,0,0,2,4,2,1,0,7,7,2,2,1,1,4,3,2,5,7,2,2,3,2,2,10,0,2,3,0,1,3,2,1,1,0,2,2,7,0,3,0,0,2,3,1,0,0,1,1,4,4,2,4,2,5,1,0,2,1,3,1,1,3,0,0,1,2,1,5,5,2,4,0,1,3,2,2,1,8,0,2,1,7,11,3,2,3,2,2,3,2,0,0,1,2,5,1
C0191,Bcell,5,3,6,1,3,7,1,5,7,0,5,0,3,6,6,3,3,3,2,5,8,1,2,5,5,2,0,7,6,1,9,13,2,5,12,1,9,3,3,11,2,3,2,7,6,0,5,9,10,17,17,7,2,4,10,1,4,13,7,2,10,1,4,12,1,4,1,5,3,1,6,6,16,4,4,3,4,7,2,0,2,11,5,3,2,7,7,10,1,8,3,1,0,4,4,3,5,0,2,1,10,7,1,1,4,2,7,1,0,0,2,1,0,0,3,5,5,2,1,1,1,1,7,3,4,0,1,2,0,6,1,2,9,0,2,1,4,8,3,0,1,13,0,2,1,1,7,13,0,5,2,4,0,5,1,1,2,2,3,2
C0192,Bcell,5,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,2,0,0,2,2,1,0,1,0,0,0,1,0,0,1,1,0,2,2,2,2,1,1,1,0,0,0,0,1,1,0,2,3,2,4,0,1,1,1,1,1,1,2,0,3,0,0,1,0,0,0,0,0,0,0,2,4,1,3,2,1,0,1,0,0,0,0,1,0,3,1,2,1,0,1,1,0,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,2,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,1,2,0,0,0,1,0,1
C0193,Bcell,24,8,6,2,6,11,14,15,18,6,12,1,7,11,6,2,5,2,2,5,12,2,3,13,13,4,9,17,5,2,22,23,10,10,27,7,29,12,15,22,5,13,3,29,11,10,23,18,33,31,42,19,11,4,13,4,25,29,17,3,18,3,12,28,5,4,0,8,9,3,2,22,22,7,6,14,12,14,10,2,7,13,17,8,8,7,26,20,12,12,8,6,0,14,10,6,13,6,3,6,20,9,9,1,10,7,12,8,1,1,3,5,5,6,8,13,16,14,5,4,4,0,16,9,8,11,9,4,8,10,9,6,7,1,14,1,3,18,9,1,2,16,0,2,10,4,19,17,5,11,5,4,5,15,4,0,4,6,9,4
C0194,Bcell,6,2,2,1,1,6,2,3,5,1,5,0,1,4,7,2,1,1,1,4,6,0,0,1,2,1,1,5,1,0,5,5,5,6,6,0,12,0,3,5,2,2,2,2,3,1,5,4,4,9,16,5,6,1,10,3,1,11,5,1,4,0,5,5,1,0,0,2,2,0,2,5,8,2,3,4,2,3,2,1,2,6,3,3,3,3,3,6,5,3,3,2,0,5,2,0,0,1,0,1,5,3,3,2,5,5,6,3,1,0,0,3,1,1,5,4,6,6,0,4,0,0,3,3,5,2,0,1,1,4,3,1,1,1,8,1,3,4,3,1,1,3,0,0,0,2,10,4,1,4,1,4,0,3,1,0,2,3,2,1
C0195,Bcell,3,1,2,1,0,2,2,0,1,2,3,0,2,0,2,2,0,0,0,2,4,0,0,2,1,0,2,7,1,0,5,2,3,0,1,2,2,1,2,7,1,1,1,9,5,0,5,4,4,8,7,3,1,2,6,1,4,13,3,1,7,1,3,4,1,0,1,0,3,0,1,3,6,2,1,2,4,2,1,0,3,2,1,1,0,1,5,2,1,3,2,1,0,2,2,1,1,0,0,3,2,1,1,0,0,0,3,1,0,0,1,1,1,0,1,3,3,1,0,2,0,0,5,0,3,1,1,0,2,2,0,1,1,0,0,0,0,3,1,0,0,5,0,1,0,1,7,1,1,3,1,1,1,3,2,0,0,3,3,1
C0196,Bcell,8,2,9,1,3,6,2,3,5,5,4,1,2,5,3,0,4,0,0,2,8,2,4,5,2,2,4,9,1,1,8,7,4,3,9,5,7,4,4,11,4,2,1,13,10,1,6,8,9,14,21,2,1,8,10,3,10,11,9,2,5,2,10,10,1,0,1,1,9,3,0,7,9,2,8,5,7,3,2,3,4,10,2,3,0,2,8,8,6,5,7,3,0,4,7,4,4,2,2,1,10,4,8,0,3,4,3,1,1,0,0,1,2,5,8,4,11,7,4,6,2,2,5,5,5,3,1,4,5,3,3,1,6,2,7,4,3,6,7,1,2,10,1,0,7,1,8,7,3,3,4,3,3,5,2,1,1,6,3,2
C0197,Bcell,9,1,2,1,1,2,0,0,1,0,7,0,0,2,3,0,0,0,1,3,4,2,2,4,0,1,3,4,1,0,2,2,0,3,2,2,5,4,4,3,0,5,2,6,1,2,5,4,4,5,11,3,1,1,5,3,5,5,2,1,2,1,0,8,1,0,0,2,2,0,1,3,7,3,0,1,2,0,2,0,1,5,2,0,1,1,3,4,1,1,1,0,0,1,1,3,2,2,0,2,5,2,1,0,1,0,2,2,1,0,0,0,2,2,3,6,3,2,0,3,1,0,3,0,2,1,1,1,2,2,3,2,5,1,3,1,2,2,0,1,0,9,0,1,1,5,2,0,0,1,0,1,1,3,0,1,1,1,1,2
C0198,Bcell,10,9,3,4,6,8,7,5,10,3,10,0,3,8,6,2,6,3,0,2,4,1,2,6,4,4,5,16,4,2,12,6,7,11,17,2,19,7,12,12,2,9,3,14,11,2,12,13,15,17,19,12,6,4,10,5,8,14,10,2,9,3,6,18,1,3,1,7,2,0,3,11,17,2,3,7,4,8,4,1,5,15,6,4,0,8,13,15,10,5,10,1,0,9,7,8,5,2,3,3,9,1,7,0,2,3,17,8,2,0,0,1,7,1,6,7,4,11,5,5,0,0,10,1,6,4,2,4,1,11,4,4,5,0,11,0,8,10,3,1,4,10,1,6,3,9,21,9,3,3,4,1,2,7,2,2,3,9,7,6
C0199,Bcell,6,2,2,1,2,6,2,3,11,2,4,0,0,1,2,0,4,0,0,2,7,1,2,5,4,0,3,9,3,3,2,4,3,5,9,6,14,3,7,7,3,3,1,5,7,1,10,6,5,10,23,12,3,3,11,2,7,13,9,1,9,1,7,14,0,4,2,6,3,1,2,9,5,5,6,2,4,2,3,0,2,5,7,2,3,5,8,6,4,3,6,2,0,3,2,4,6,2,0,3,7,2,4,0,0,1,10,4,1,0,0,1,3,2,2,4,8,8,4,0,3,2,6,5,3,3,1,2,2,4,2,2,7,1,3,4,0,5,2,1,2,11,0,0,1,3,10,11,0,4,1,2,0,4,0,1,1,4,4,3
C0200,Bcell,8,2,0,1,0,3,0,3,5,3,3,0,0,1,2,4,0,2,1,5,4,2,1,4,3,0,1,5,0,1,7,4,0,2,8,0,7,3,1,9,1,0,1,4,6,2,5,6,5,6,9,4,2,1,6,3,3,4,1,0,4,1,3,12,2,2,0,2,0,0,0,6,2,1,2,2,2,2,3,1,1,4,0,2,1,2,5,3,5,0,3,3,0,2,1,1,2,2,1,2,4,2,0,0,2,1,3,0,0,0,0,0,2,0,2,2,3,4,3,1,0,0,3,3,1,1,2,2,2,3,1,1,5,0,1,1,1,3,0,0,1,4,1,1,4,4,1,3,0,2,1,1,0,3,3,2,1,1,3,2
C0201,Bcell,5,0,8,0,2,6,1,3,0,2,5,0,0,2,3,1,1,1,3,3,2,1,2,2,3,1,3,7,0,0,6,6,2,5,8,1,6,0,1,6,0,2,0,5,0,1,4,7,5,7,6,1,2,1,5,4,0,9,5,1,5,0,2,2,0,0,2,1,2,0,0,4,7,0,2,4,0,3,3,0,1,4,1,0,1,1,6,10,0,2,1,1,0,3,3,2,7,0,1,1,6,3,3,0,0,1,3,0,2,2,0,0,0,0,1,4,4,3,2,1,0,1,3,2,1,0,0,2,1,1,2,2,1,1,2,1,2,5,3,0,0,6,1,0,1,2,4,7,0,1,1,4,1,2,1,0,0,2,3,0
C0202,Bcell,10,0,7,0,4,6,2,7,6,2,5,0,0,2,5,0,0,3,0,3,4,3,1,3,2,1,2,7,1,1,14,6,4,10,12,5,7,1,8,11,2,3,1,11,9,4,8,6,13,5,20,9,5,4,8,2,9,15,4,3,6,0,7,15,0,4,1,3,3,0,2,6,9,2,3,5,3,5,6,2,4,8,4,1,2,2,7,14,2,2,6,1,1,6,2,5,4,2,2,4,7,2,3,0,3,6,10,2,2,0,0,1,2,3,5,10,4,4,3,3,1,1,8,1,2,1,3,0,2,2,1,4,3,0,9,1,7,6,1,0,2,5,1,2,4,5,13,6,0,2,1,7,1,4,1,2,3,5,2,4
C0203,Bcell,6,2,3,0,3,4,5,3,7,1,3,0,1,2,2,2,8,2,0,5,3,0,1,2,0,1,0,5,3,0,13,5,1,4,11,4,4,1,9,8,3,4,0,8,6,2,5,9,7,9,19,4,2,1,8,1,2,6,1,0,4,2,8,8,2,3,0,0,0,0,2,9,5,2,2,5,5,3,2,0,3,7,1,1,1,6,8,10,3,2,2,3,0,2,3,5,2,2,1,2,9,4,1,1,1,5,3,3,0,1,2,1,1,4,4,3,5,2,5,2,1,1,9,3,1,1,2,3,1,4,2,5,4,0,3,2,0,5,2,1,1,7,1,0,1,2,4,3,1,4,1,4,0,6,0,0,2,2,4,1
C0204,Bcell,1,0,1,0,1,2,0,1,2,0,0,1,0,0,2,0,1,0,0,2,1,0,1,2,2,0,1,1,1,1,1,3,2,0,3,0,4,3,2,2,1,4,0,1,0,1,3,2,4,6,2,0,0,1,5,1,2,1,1,0,2,0,1,3,1,1,0,0,2,0,1,1,5,0,0,3,0,3,0,0,0,1,0,0,0,0,3,1,1,0,1,0,0,1,0,1,1,1,0,1,2,0,1,0,0,2,2,0,0,0,0,0,2,0,3,2,3,0,0,1,0,0,1,1,1,0,3,2,0,1,0,1,0,1,1,1,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,2
C0205,Bcell,8,3,2,0,1,4,3,5,6,3,5,0,0,3,3,0,6,1,2,2,6,3,0,4,3,1,0,7,2,0,10,7,3,7,10,2,5,4,3,10,3,6,0,8,7,0,5,4,11,12,21,7,3,3,8,2,6,12,5,2,2,0,4,5,0,1,1,1,1,0,1,3,6,2,5,3,1,2,5,0,1,6,2,1,3,4,11,7,3,3,3,0,0,3,3,1,1,0,0,0,4,0,1,0,0,3,7,3,2,0,0,2,4,1,4,3,6,3,3,3,0,0,5,1,0,4,4,2,1,0,5,1,2,0,5,2,2,6,1,6,2,12,1,1,2,2,6,5,0,4,3,2,1,4,2,0,1,3,4,2
C0206,Bcell,4,0,2,0,1,2,1,3,2,2,2,2,1,0,0,0,0,2,1,3,1,0,0,1,2,1,2,2,0,1,2,2,3,0,5,1,3,1,3,3,0,1,1,6,3,0,6,0,4,6,6,1,2,2,4,1,3,6,3,2,1,0,2,4,0,4,0,0,0,0,1,0,3,2,2,0,1,0,1,0,0,4,2,2,0,4,1,4,0,1,0,1,0,2,1,1,0,0,1,0,3,0,0,0,0,2,2,2,0,1,0,0,0,1,0,3,1,2,0,0,0,0,1,1,2,0,0,0,1,1,1,1,1,0,1,0,1,3,1,2,0,5,1,1,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,1
C0207,Bcell,6,1,5,0,1,1,1,1,4,1,4,0,0,1,1,1,2,0,0,0,2,0,0,5,2,0,0,8,1,1,1,5,3,6,1,1,7,1,3,6,0,4,0,5,3,1,7,3,6,4,7,3,2,1,4,2,1,6,0,1,6,0,4,6,1,0,2,1,2,0,0,2,6,1,1,1,2,1,0,0,1,3,2,2,3,0,3,2,2,2,0,1,0,1,1,1,3,1,2,0,2,1,1,1,0,1,6,3,0,0,0,2,2,1,2,3,2,3,2,0,0,1,1,0,2,0,1,0,1,0,1,1,3,1,7,0,1,7,0,0,1,6,1,1,1,4,1,3,0,2,2,2,0,0,0,1,2,3,1,1
C0208,Bcell,21,7,6,2,2,9,5,10,19,5,10,0,5,5,10,3,9,4,0,11,9,4,2,9,6,3,4,18,5,2,16,19,6,11,22,4,24,9,13,18,5,6,8,20,14,9,17,10,13,16,36,12,7,6,24,6,9,15,10,5,17,0,13,33,3,3,0,4,5,2,6,12,18,6,13,5,4,7,11,2,4,13,7,12,2,6,16,15,4,12,7,4,2,12,6,10,3,0,2,2,15,13,3,1,4,6,11,8,4,0,0,4,7,4,2,11,12,7,8,4,3,3,8,12,3,1,8,3,8,7,9,4,7,1,15,5,4,13,6,1,0,17,2,6,6,5,21,21,2,7,4,7,3,9,4,0,2,6,10,3
C0209,Bcell,8,2,1,1,2,9,1,3,4,2,2,0,1,3,1,3,3,3,1,2,3,2,0,5,3,0,0,5,0,1,6,15,4,2,15,0,6,7,3,8,3,2,1,17,3,4,7,3,7,4,12,5,3,5,9,3,6,9,3,2,5,0,3,9,2,4,1,1,3,0,2,3,6,2,3,2,3,2,5,0,1,3,3,4,3,0,11,14,4,1,5,1,0,2,6,5,4,0,0,0,7,0,4,1,1,1,7,1,1,0,1,0,1,0,1,5,10,2,1,1,4,0,5,2,1,1,0,2,1,5,1,2,6,1,2,1,2,4,4,2,1,7,0,1,2,4,5,4,1,2,2,2,0,3,4,1,3,2,3,3
C0210,Bcell,8,7,8,2,2,9,5,1,3,2,4,0,4,7,4,2,2,5,1,6,7,2,1,9,6,0,0,10,2,1,10,7,2,6,21,0,16,2,4,16,1,6,1,20,7,1,11,8,10,17,24,10,1,5,7,4,5,12,3,3,7,5,4,15,0,2,1,4,6,0,1,10,13,10,6,2,5,2,1,1,3,14,4,2,1,4,5,13,8,3,8,1,1,6,6,3,3,0,0,2,12,3,4,1,3,3,9,0,0,1,0,1,2,5,7,10,8,8,4,2,2,0,7,5,5,8,2,4,3,3,5,3,11,1,8,3,3,10,5,1,0,13,0,2,4,4,6,6,0,5,6,2,1,5,2,1,3,1,5,6
C0211,Bcell,24,5,17,2,6,14,8,9,14,3,9,0,2,10,11,10,9,3,4,7,18,4,2,15,15,7,2,23,4,3,31,14,8,15,37,11,30,14,17,28,3,15,1,18,20,7,23,16,32,41,43,18,6,10,31,10,24,32,9,1,15,2,18,37,5,4,2,8,7,1,3,19,23,5,11,7,10,11,15,1,11,21,13,6,2,6,18,24,10,8,11,5,0,10,6,9,11,6,4,11,18,9,5,1,4,12,21,7,3,2,1,3,5,9,12,16,27,22,3,9,2,2,11,9,6,10,11,8,7,11,7,11,12,0,17,4,3,24,8,1,2,22,3,2,8,5,24,25,1,11,6,5,7,15,4,1,9,13,7,4
C0212,Bcell,18,7,8,1,9,11,10,10,27,3,15,0,5,4,9,9,8,5,7,11,6,5,4,6,11,8,6,23,5,2,20,10,11,14,30,2,18,11,12,27,2,14,6,15,10,9,20,19,23,25,46,14,10,9,26,5,16,17,15,3,23,3,23,21,3,3,5,4,7,4,4,14,22,10,4,10,9,7,9,2,6,15,5,8,5,7,11,18,7,7,12,5,3,14,4,11,9,5,2,7,20,4,9,3,3,14,13,4,0,1,2,5,3,4,13,17,15,9,4,9,6,1,9,7,3,11,7,5,5,13,5,5,13,1,10,3,8,23,7,1,4,23,0,5,4,9,18,23,2,9,6,7,5,14,5,3,6,14,12,6
C0213,Bcell,3,0,1,0,1,1,2,2,3,0,4,0,0,2,2,0,2,0,0,2,2,2,0,1,1,1,2,8,0,0,1,4,2,4,2,2,6,3,0,2,1,0,1,2,3,1,6,2,2,4,5,1,1,3,2,1,6,4,3,1,1,0,1,5,2,2,0,1,2,1,0,3,7,1,3,1,1,3,3,0,1,4,1,0,0,1,5,5,1,0,1,1,0,3,1,0,4,0,0,1,4,0,1,1,2,3,4,0,0,1,0,2,0,1,1,2,4,2,0,2,0,0,3,1,1,3,1,0,0,2,2,1,0,0,1,0,3,2,1,1,1,5,2,0,0,0,5,0,0,2,0,2,4,2,0,0,0,0,3,2
C0214,Bcell,12,1,3,0,1,11,4,0,5,5,8,0,4,4,4,2,5,3,2,6,5,1,1,5,6,0,2,12,0,2,11,7,8,13,17,6,11,11,9,19,3,5,1,20,7,3,11,10,14,17,23,12,2,6,13,2,13,14,6,2,10,3,7,21,3,1,4,3,7,0,1,16,12,7,3,3,4,5,5,1,5,12,3,4,1,1,8,15,4,8,7,4,0,8,9,7,3,2,2,1,14,4,5,0,1,12,12,2,0,2,2,1,5,4,4,10,8,8,3,3,1,0,6,4,3,4,0,4,4,5,7,5,12,3,11,2,3,16,6,3,3,9,2,6,9,3,12,6,0,5,1,5,0,9,3,0,3,4,4,1
C0215,Bcell,6,1,3,0,2,6,4,2,6,1,6,0,0,2,1,2,4,2,0,3,6,0,1,3,3,2,1,4,1,0,11,6,6,9,12,1,14,2,6,7,2,6,0,9,3,3,7,3,6,11,12,9,3,1,10,2,4,4,7,3,6,0,3,5,1,2,0,2,1,1,1,3,11,2,2,1,1,3,2,1,0,5,3,2,3,3,7,7,3,3,8,0,1,5,3,3,3,1,1,3,4,3,2,1,3,4,5,4,1,0,0,3,4,3,7,4,12,2,0,1,2,1,10,5,3,3,3,2,2,1,2,2,0,1,4,0,1,9,4,2,3,8,1,2,1,6,6,3,1,3,3,3,1,3,0,1,2,4,5,2
