# synthetic, for demo only -- generated by 580_novae_spatial_fm.py
cell_id,slide,x,y,domain_true,cell_type_true,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039
s3_c0000,slide3,0.024,-0.004,D0,CT3,1,0,3,3,0,0,0,0,0,3,1,2,0,5,0,1,3,0,2,0,1,1,3,1,3,3,0,0,1,2,2,1,3,3,2,2,0,1,2,1
s3_c0001,slide3,1.226,-0.262,D0,CT0,0,1,4,1,1,2,0,2,1,3,2,4,0,1,1,0,3,2,1,1,0,3,2,5,7,4,0,0,4,0,0,4,0,7,1,4,4,1,0,2
s3_c0002,slide3,1.668,-0.013,D0,CT0,3,3,1,3,1,2,0,0,1,0,3,1,3,2,0,1,2,0,2,2,0,6,4,4,1,3,4,1,2,0,1,5,4,2,0,2,3,2,1,1
s3_c0003,slide3,3.274,0.022,D0,CT0,1,0,2,1,0,1,0,0,2,3,2,2,1,1,0,0,1,3,2,1,0,0,4,6,3,2,2,0,1,0,1,4,2,4,3,1,2,1,1,4
s3_c0004,slide3,4.291,-0.234,D0,CT0,4,1,2,1,0,0,0,0,0,4,1,3,1,1,1,2,2,5,2,0,0,4,2,3,3,2,0,1,4,1,0,7,0,3,2,0,2,1,0,1
s3_c0005,slide3,5.006,0.116,D0,CT0,1,2,0,2,1,1,0,1,1,8,2,0,4,1,0,1,3,2,0,0,1,5,1,3,0,3,4,0,2,0,0,5,3,3,2,0,3,0,2,2
s3_c0006,slide3,6.066,-0.091,D0,CT0,1,3,1,3,1,1,0,1,1,3,1,1,4,0,1,0,0,2,0,2,0,1,2,1,2,1,2,0,2,0,1,2,3,2,2,2,4,1,3,0
s3_c0007,slide3,7.019,-0.122,D0,CT0,0,3,1,3,0,2,0,0,1,1,2,0,2,0,1,0,2,2,1,2,2,1,5,6,0,1,2,0,3,3,1,12,2,8,1,0,3,2,0,1
s3_c0008,slide3,7.808,0.066,D0,CT0,2,3,1,4,0,2,0,1,0,1,0,0,1,0,3,0,2,3,0,4,0,6,4,1,1,1,6,1,2,0,4,10,4,4,3,0,7,1,3,4
s3_c0009,slide3,9.058,-0.197,D2,CT1,0,0,3,0,2,0,1,4,0,4,2,4,1,0,2,1,4,4,5,1,2,3,0,2,0,1,1,5,2,2,1,0,3,1,2,1,0,1,4,0
s3_c0010,slide3,10.035,0.036,D2,CT2,4,0,2,5,1,6,0,0,1,0,1,2,2,5,4,0,0,2,2,3,2,2,5,1,1,1,1,3,0,1,2,0,1,2,0,0,3,3,5,2
s3_c0011,slide3,10.931,-0.066,D2,CT2,8,0,7,3,4,12,0,0,2,3,1,1,0,3,1,0,2,0,1,3,2,0,4,1,1,2,0,4,2,3,3,2,1,1,1,0,7,2,3,0
s3_c0012,slide3,12.06,0.149,D2,CT0,2,1,1,4,0,2,0,1,1,4,3,0,1,1,0,2,3,2,0,1,0,3,2,4,2,3,4,2,2,0,1,6,1,5,4,0,8,2,1,2
s3_c0013,slide3,12.944,-0.006,D2,CT1,2,1,0,0,1,6,2,1,0,1,3,3,1,0,1,1,5,6,3,0,1,1,0,0,0,1,2,5,4,1,1,1,0,1,0,0,1,0,0,3
s3_c0014,slide3,14.172,-0.03,D2,CT2,6,2,9,3,3,2,0,0,1,2,4,0,1,4,2,0,0,0,3,5,5,1,3,0,1,4,0,1,1,2,3,0,0,2,2,0,7,1,5,2
s3_c0015,slide3,15.263,0.004,D2,CT2,13,1,4,3,5,3,1,1,2,3,2,2,0,7,3,0,2,1,2,4,1,0,3,0,0,0,2,0,1,3,0,0,1,1,1,0,2,1,3,2
s3_c0016,slide3,16.069,-0.136,D2,CT2,8,6,2,3,0,4,0,0,0,1,1,2,3,8,3,1,2,1,4,7,2,1,3,2,0,1,0,1,1,2,1,1,0,2,0,0,1,1,2,2
s3_c0017,slide3,16.897,-0.005,D2,CT2,6,2,3,4,0,1,0,0,3,7,2,1,1,6,3,0,3,2,5,6,1,4,0,1,1,1,1,0,2,0,3,0,1,4,1,0,0,0,3,1
s3_c0018,slide3,0.33,1.009,D0,CT0,2,1,0,2,1,0,0,1,3,2,0,1,1,0,2,0,3,4,2,2,1,1,7,4,3,2,3,0,3,0,0,3,3,4,2,0,1,1,3,5
s3_c0019,slide3,1.089,0.901,D0,CT0,6,8,0,3,1,1,0,1,0,1,1,3,3,1,1,0,2,0,2,1,0,3,3,1,6,3,7,0,2,0,0,0,4,4,2,2,2,2,0,1
s3_c0020,slide3,2.203,1.039,D0,CT2,6,2,5,4,0,4,0,0,1,10,2,2,0,3,3,0,0,0,9,4,1,2,2,2,1,1,1,1,0,1,1,2,0,2,0,0,3,1,3,0
s3_c0021,slide3,2.812,0.751,D0,CT0,2,0,2,1,0,1,0,0,0,9,4,1,3,4,2,0,1,4,1,1,2,8,5,3,1,1,3,0,1,0,2,3,2,6,2,0,2,0,2,3
s3_c0022,slide3,3.798,1.398,D0,CT0,1,2,2,3,0,1,0,0,2,1,0,2,0,0,0,0,2,6,2,1,0,3,5,0,5,2,2,0,4,0,1,5,3,5,4,1,2,0,1,2
s3_c0023,slide3,4.964,0.757,D0,CT0,7,1,1,1,1,5,0,2,1,5,0,1,4,0,1,0,4,1,0,2,1,4,4,3,3,5,1,0,2,2,2,7,1,2,5,0,4,0,2,0
s3_c0024,slide3,6.111,0.98,D0,CT2,7,2,3,2,1,5,0,0,0,2,1,1,0,0,1,0,0,1,4,7,1,0,0,2,1,4,1,1,1,1,2,0,1,3,1,0,3,2,5,1
s3_c0025,slide3,6.856,1.075,D0,CT0,4,1,0,3,0,4,0,2,2,0,1,2,1,0,3,0,1,2,1,1,1,2,2,5,1,0,4,0,3,1,0,3,4,4,4,2,2,0,0,4
s3_c0026,slide3,8.47,0.791,D0,CT0,1,1,2,3,1,3,0,1,3,2,2,2,1,1,2,0,1,3,1,2,1,9,3,3,7,2,2,1,1,2,0,5,1,4,1,1,4,0,1,3
s3_c0027,slide3,9.06,1.253,D2,CT2,5,5,7,2,6,6,0,0,1,5,0,2,0,2,1,0,2,1,5,4,4,0,0,2,0,4,2,0,0,2,4,0,0,3,0,0,1,1,5,0
s3_c0028,slide3,10.227,1.08,D2,CT1,0,0,6,0,1,3,1,0,1,1,1,2,0,0,2,1,4,4,1,2,0,2,1,0,0,1,1,3,3,3,4,0,1,0,2,0,1,0,2,0
s3_c0029,slide3,11.219,1.003,D2,CT2,9,1,4,3,2,5,0,0,2,3,0,2,1,3,3,0,2,0,5,3,2,0,1,1,2,1,0,1,0,0,1,2,0,4,2,1,8,0,6,4
s3_c0030,slide3,11.882,1.365,D2,CT2,6,2,5,3,3,6,0,0,1,0,1,1,1,5,2,0,0,1,3,3,3,0,2,2,1,0,0,2,1,0,1,2,1,5,1,0,4,1,6,0
s3_c0031,slide3,13.109,0.956,D2,CT0,2,3,0,2,1,2,0,2,0,4,1,1,0,1,2,0,1,2,0,2,0,2,4,6,4,2,0,0,2,0,1,4,1,3,0,1,2,1,3,3
s3_c0032,slide3,13.857,0.79,D2,CT2,5,2,4,5,2,5,0,0,0,3,0,1,1,8,3,0,0,1,3,7,0,1,2,0,0,1,1,0,0,1,0,0,1,1,0,0,3,3,6,1
s3_c0033,slide3,15.01,1.061,D2,CT2,5,1,5,2,3,5,0,0,0,4,1,4,0,4,0,0,3,1,1,7,0,1,3,1,0,1,0,1,0,1,4,1,1,4,1,0,5,1,5,0
s3_c0034,slide3,16.02,0.796,D2,CT2,6,1,6,3,0,4,0,0,1,4,2,1,3,4,2,0,2,0,6,3,1,0,2,0,3,0,1,1,0,2,2,1,2,5,1,0,6,1,6,1
s3_c0035,slide3,17.184,1.018,D2,CT2,4,2,1,0,5,8,0,0,0,2,1,2,0,3,4,0,3,0,5,3,0,0,2,0,2,3,0,0,1,3,0,2,1,4,1,0,4,3,3,1
s3_c0036,slide3,0.246,2.106,D0,CT3,3,0,3,2,0,1,3,0,1,1,0,0,0,4,1,1,3,0,3,1,1,1,1,0,2,2,0,2,2,2,0,4,4,1,1,1,1,2,3,3
s3_c0037,slide3,0.946,1.726,D0,CT3,1,2,3,2,1,0,2,1,4,2,0,1,3,3,0,1,2,0,0,0,1,0,3,0,3,3,0,3,2,2,2,1,4,2,1,1,1,1,3,3
s3_c0038,slide3,1.936,2.16,D0,CT3,0,3,1,5,0,2,1,0,4,0,2,0,0,2,0,1,3,1,0,0,2,0,3,1,2,3,0,0,2,2,2,1,4,1,1,2,1,2,2,4
s3_c0039,slide3,3.138,2.019,D0,CT0,2,2,2,2,0,0,0,2,2,0,0,0,3,3,4,0,3,4,1,1,0,2,3,4,2,1,1,0,3,1,3,3,2,2,0,2,3,0,2,1
s3_c0040,slide3,4.374,1.912,D0,CT3,1,2,6,1,1,0,1,1,2,0,1,1,0,2,0,0,3,0,2,0,3,3,2,2,1,4,0,1,1,0,2,5,3,0,0,1,0,3,5,4
s3_c0041,slide3,5.345,1.676,D0,CT0,1,1,0,1,0,3,0,2,0,0,1,2,3,1,3,0,0,2,0,1,1,2,3,5,4,2,2,1,2,0,3,5,0,2,4,0,8,0,1,3
s3_c0042,slide3,5.839,2.028,D0,CT2,4,0,6,0,7,10,0,1,0,8,1,2,1,3,2,0,1,1,2,5,0,1,5,1,0,1,1,4,0,2,4,1,0,2,1,0,4,4,3,2
s3_c0043,slide3,6.842,2.084,D0,CT0,1,2,2,5,0,4,0,0,0,3,4,0,3,2,1,0,0,1,2,1,0,6,5,2,7,3,0,1,1,0,0,7,0,3,4,1,3,0,0,2
s3_c0044,slide3,8.464,1.901,D0,CT0,1,5,2,1,1,1,0,0,0,6,2,0,1,2,3,1,1,2,1,0,0,5,3,4,2,2,0,0,3,1,3,5,2,4,7,0,3,2,3,1
s3_c0045,slide3,8.834,2.29,D2,CT2,8,1,6,2,2,4,1,0,0,3,0,1,1,4,3,1,4,0,2,7,0,0,1,1,0,0,0,1,1,0,3,0,3,6,0,0,6,1,4,3
s3_c0046,slide3,9.999,1.901,D2,CT2,4,0,9,5,2,7,0,0,0,1,1,1,2,8,1,0,0,2,7,7,2,0,0,0,0,0,0,2,2,1,3,1,1,0,1,0,0,2,2,3
s3_c0047,slide3,11.078,2.008,D2,CT3,2,1,1,2,2,3,2,0,0,1,0,0,1,2,0,0,4,2,0,1,1,0,0,0,0,1,0,0,3,1,1,6,2,0,0,0,0,1,0,2
s3_c0048,slide3,11.775,2.099,D2,CT1,1,0,4,2,0,3,1,2,0,1,1,6,0,0,3,3,5,8,6,2,0,1,0,0,0,2,2,8,2,5,2,0,2,1,1,1,1,1,2,2
s3_c0049,slide3,13.503,2.188,D2,CT1,0,0,2,0,1,1,1,4,0,3,0,8,0,0,0,2,8,9,4,2,0,0,1,0,0,3,1,7,5,3,3,0,0,0,1,0,0,1,2,1
s3_c0050,slide3,13.882,2.181,D2,CT2,11,0,6,4,1,3,0,0,1,6,0,4,3,5,2,0,3,2,6,6,0,1,4,0,1,0,0,2,1,0,2,0,2,0,2,0,4,3,6,0
s3_c0051,slide3,14.668,2.132,D2,CT3,1,2,1,3,1,2,3,1,1,2,0,1,0,0,0,0,2,1,1,1,1,1,2,0,1,1,1,0,0,1,1,1,0,1,0,1,0,2,5,2
s3_c0052,slide3,15.929,1.914,D2,CT0,1,2,1,1,1,1,0,0,0,5,2,3,4,0,1,0,3,2,0,5,0,2,4,2,3,3,1,0,2,0,1,5,2,4,1,1,1,0,1,1
s3_c0053,slide3,17.237,1.997,D2,CT2,8,2,3,3,2,2,1,0,0,5,1,1,0,2,2,0,3,1,2,5,1,3,1,1,1,2,0,1,1,0,1,0,0,4,0,0,2,2,5,0
s3_c0054,slide3,0.269,3.048,D0,CT0,3,3,1,3,0,2,0,0,3,0,0,0,1,1,2,0,1,2,1,1,0,3,2,4,3,3,2,0,1,2,2,4,0,7,1,1,2,1,1,2
s3_c0055,slide3,1.124,3.044,D0,CT1,2,1,0,0,0,1,1,1,0,2,1,2,1,0,0,1,4,4,3,4,4,1,0,0,1,4,0,5,1,1,0,0,0,0,0,3,0,0,3,3
s3_c0056,slide3,1.943,3.397,D0,CT0,0,3,1,4,0,1,0,0,0,3,1,0,2,0,3,0,4,1,0,4,0,3,2,3,3,3,2,0,1,0,2,8,1,2,1,0,3,1,0,2
s3_c0057,slide3,2.936,3.002,D0,CT0,3,2,2,2,0,3,0,2,0,2,1,1,0,2,4,0,1,1,1,3,3,7,3,5,5,2,3,0,7,0,0,4,0,3,2,3,2,0,0,2
s3_c0058,slide3,4.301,2.997,D0,CT0,2,4,1,4,0,1,0,1,0,1,0,0,1,1,2,0,4,1,1,2,2,2,5,5,3,2,4,0,3,0,0,2,1,2,3,3,7,0,2,2
s3_c0059,slide3,4.962,3.343,D0,CT0,1,4,1,4,1,0,0,0,2,3,3,4,3,1,1,0,3,1,2,3,0,3,1,1,3,1,3,0,3,0,2,9,1,0,3,0,2,0,3,2
s3_c0060,slide3,6.186,2.979,D0,CT0,0,1,1,1,1,2,0,2,0,3,4,3,4,1,1,0,1,4,0,1,1,9,3,4,6,1,0,0,1,0,0,7,2,9,1,4,6,2,3,1
s3_c0061,slide3,6.966,3.028,D0,CT2,8,2,5,5,2,2,2,0,0,3,2,1,1,5,1,0,1,0,2,3,1,1,2,1,0,1,0,1,0,0,1,5,1,6,1,0,7,1,5,3
s3_c0062,slide3,7.523,3.113,D0,CT0,0,3,1,4,2,3,0,1,1,1,1,0,2,2,0,1,3,0,2,2,2,4,3,1,4,2,7,0,3,0,0,4,0,2,2,1,2,1,3,8
s3_c0063,slide3,9.024,2.77,D2,CT2,2,3,8,2,2,3,0,2,2,4,2,0,2,5,2,0,1,2,2,6,2,3,1,0,0,5,1,2,3,0,1,2,1,4,0,0,4,2,4,2
s3_c0064,slide3,9.907,2.851,D2,CT2,5,3,4,3,1,6,0,0,1,7,4,0,0,4,0,1,1,0,6,7,0,2,1,0,0,1,1,0,2,0,3,3,0,1,1,1,4,4,6,0
s3_c0065,slide3,11.204,3.152,D2,CT2,10,1,10,4,7,5,0,0,1,5,0,1,2,6,2,0,0,0,1,10,2,1,5,0,0,2,0,2,2,1,0,0,0,2,0,1,0,1,2,1
s3_c0066,slide3,11.807,2.938,D2,CT2,6,0,3,1,2,4,0,0,0,10,3,2,0,5,3,0,3,1,2,6,2,0,2,1,1,0,1,0,1,0,4,1,1,2,1,0,4,3,2,0
s3_c0067,slide3,13.145,2.887,D2,CT2,8,2,6,3,2,1,0,0,1,8,1,0,2,6,3,0,3,3,3,8,1,2,3,0,0,2,1,0,3,1,2,0,2,2,0,0,6,2,8,1
s3_c0068,slide3,13.935,3.028,D2,CT0,0,7,1,4,0,1,0,1,0,2,1,0,4,2,4,1,1,1,0,1,0,6,3,1,4,2,2,0,2,0,3,8,0,2,7,0,1,2,3,3
s3_c0069,slide3,14.826,2.953,D2,CT1,2,0,2,1,0,1,1,4,0,7,2,1,1,0,3,2,2,4,1,2,7,2,1,1,0,3,4,3,3,2,3,0,0,0,1,0,1,1,1,2
s3_c0070,slide3,15.922,2.976,D2,CT2,7,0,4,5,3,3,0,1,3,7,1,4,2,9,3,0,5,3,2,5,0,1,7,5,0,1,2,1,1,0,0,0,0,2,0,0,4,1,9,3
s3_c0071,slide3,17.046,3.082,D2,CT1,0,1,4,0,1,0,3,1,0,4,3,4,1,0,2,1,3,3,4,2,2,1,1,1,1,1,2,3,2,2,1,0,0,0,1,4,0,0,3,0
s3_c0072,slide3,-0.173,3.982,D0,CT0,5,1,1,4,1,8,0,1,1,3,3,1,1,2,3,0,1,1,2,0,0,1,2,5,5,3,1,2,4,0,3,4,5,2,4,1,1,1,1,2
s3_c0073,slide3,0.99,3.592,D0,CT0,1,2,2,3,1,3,0,0,1,2,3,2,2,1,2,1,2,4,1,0,1,2,5,5,0,1,1,0,1,1,1,8,2,2,4,0,1,1,0,5
s3_c0074,slide3,1.979,3.57,D0,CT0,6,5,1,4,1,1,0,1,2,4,2,3,1,2,1,0,1,2,0,3,1,4,5,1,4,1,1,1,2,0,1,5,5,3,1,3,6,1,4,1
s3_c0075,slide3,2.979,4.096,D0,CT0,4,1,1,8,0,0,0,0,1,3,1,1,1,0,1,0,4,1,2,0,1,3,4,6,5,0,2,0,4,0,1,3,1,5,4,0,1,0,2,3
s3_c0076,slide3,4.322,3.98,D0,CT2,9,1,5,5,1,4,1,0,2,2,0,0,3,6,1,0,0,0,0,5,2,2,3,1,1,2,1,1,1,0,4,1,0,1,0,1,2,1,4,2
s3_c0077,slide3,5.144,4.158,D0,CT3,2,1,3,4,1,2,0,1,1,1,1,0,0,4,0,3,2,1,0,0,1,1,0,0,2,2,0,0,3,2,0,6,3,1,1,1,1,6,5,2
s3_c0078,slide3,6.095,4.08,D0,CT1,2,0,1,0,0,1,2,2,1,6,3,5,0,0,1,1,4,3,1,1,3,3,1,3,1,2,1,9,1,2,1,1,3,0,1,0,2,1,2,1
s3_c0079,slide3,7.085,4.164,D0,CT3,2,2,4,2,2,2,0,0,2,2,1,0,0,2,1,4,0,0,0,0,7,1,4,0,0,3,0,0,2,2,1,2,5,0,1,0,0,1,3,2
s3_c0080,slide3,7.581,4.002,D0,CT0,2,2,2,2,1,1,0,0,1,2,1,0,1,2,0,0,3,4,1,3,0,4,1,4,3,1,1,1,1,1,0,4,3,4,1,0,1,2,4,2
s3_c0081,slide3,8.966,3.835,D2,CT0,3,1,3,2,0,2,0,0,1,6,2,2,0,1,1,0,2,4,0,1,2,3,3,2,3,1,2,1,2,1,0,6,0,4,5,0,5,0,2,6
s3_c0082,slide3,9.985,4.181,D2,CT0,4,4,1,4,0,3,1,2,2,2,0,3,2,2,2,1,5,2,0,0,0,1,4,3,1,4,5,0,0,0,0,3,3,7,1,1,1,0,2,2
s3_c0083,slide3,10.672,3.877,D2,CT3,1,1,5,1,0,0,1,0,4,2,0,1,0,4,0,1,1,0,0,0,3,2,2,0,1,4,0,2,1,0,3,5,0,0,0,1,1,4,4,3
s3_c0084,slide3,11.863,3.807,D2,CT2,3,3,5,2,2,7,0,0,2,2,2,0,2,7,2,1,2,0,2,5,2,0,1,1,2,3,1,1,2,0,0,2,3,5,0,0,2,0,2,4
s3_c0085,slide3,13.196,4.022,D2,CT2,6,1,2,2,2,4,0,1,3,2,2,0,1,8,1,0,2,2,1,6,1,0,3,0,0,2,2,3,2,2,3,0,1,2,1,0,4,0,4,1
s3_c0086,slide3,13.89,4.284,D2,CT2,4,1,6,3,2,3,0,0,1,1,1,4,0,3,0,0,1,3,1,3,0,3,3,1,4,1,0,1,0,1,4,3,0,1,1,0,3,5,4,0
s3_c0087,slide3,15.084,4.28,D2,CT0,4,2,2,3,0,0,0,2,3,5,3,2,3,2,1,0,7,2,1,6,0,7,1,4,1,1,2,0,0,1,0,3,1,3,3,2,3,0,1,1
s3_c0088,slide3,15.657,3.796,D2,CT0,1,0,1,2,1,1,0,1,2,2,0,0,4,1,0,2,3,2,0,3,0,6,6,5,3,4,1,0,1,1,0,3,1,2,3,1,4,0,3,0
s3_c0089,slide3,16.777,3.975,D2,CT0,3,3,2,3,1,2,0,0,0,1,2,0,2,1,5,0,2,3,1,2,1,4,2,7,3,3,1,0,1,0,1,7,0,1,2,1,2,1,1,2
s3_c0090,slide3,-0.085,5.019,D0,CT0,3,0,1,4,0,3,0,0,1,2,2,2,3,1,0,0,4,1,1,1,0,6,1,6,3,4,2,1,2,0,1,3,0,4,4,1,1,1,2,2
s3_c0091,slide3,1.21,5.171,D0,CT0,1,3,1,4,0,1,0,0,1,1,2,1,2,1,0,2,1,5,0,0,0,4,4,0,2,0,4,0,0,0,0,5,2,3,2,2,5,0,1,0
s3_c0092,slide3,2.167,4.907,D0,CT0,0,0,1,3,0,0,0,0,2,2,7,2,3,2,3,0,3,4,1,2,1,2,4,4,3,2,0,1,2,1,0,2,0,5,1,4,7,1,2,0
s3_c0093,slide3,3.02,5.141,D0,CT2,8,0,6,5,1,5,1,0,3,6,2,2,1,6,2,0,0,3,7,4,2,0,2,1,3,0,0,1,0,1,3,0,0,1,0,1,3,1,3,0
s3_c0094,slide3,4.062,5.271,D0,CT2,7,0,5,3,2,12,0,0,1,7,1,1,1,6,0,1,2,0,0,4,1,3,1,3,1,1,1,3,1,0,3,0,1,4,1,0,4,1,3,2
s3_c0095,slide3,4.602,4.704,D0,CT0,2,2,0,1,0,0,0,0,2,4,5,0,3,1,1,1,3,4,0,0,1,5,2,2,6,2,2,1,3,1,0,5,3,1,1,2,2,0,3,2
s3_c0096,slide3,6.217,5.247,D0,CT2,7,0,8,1,1,4,1,0,5,1,2,0,0,9,3,0,1,1,5,6,1,1,6,0,2,2,1,1,1,2,4,0,0,2,0,0,0,1,6,1
s3_c0097,slide3,6.959,5.111,D0,CT2,8,0,9,0,2,4,1,1,1,5,1,2,2,4,1,0,2,1,2,2,2,1,3,2,1,2,2,0,0,1,2,2,0,3,0,0,5,2,2,0
s3_c0098,slide3,7.9,4.828,D0,CT2,6,2,4,8,1,2,0,0,1,5,1,4,1,4,0,0,2,0,2,8,5,3,3,1,1,0,1,0,0,2,1,2,0,1,0,0,6,2,6,2
s3_c0099,slide3,9.008,5.113,D2,CT3,0,0,7,1,0,2,1,1,2,1,2,1,0,1,2,5,3,1,0,0,2,1,3,0,2,4,0,0,3,1,1,0,4,1,0,0,2,2,1,1
s3_c0100,slide3,9.856,5.169,D2,CT1,1,0,1,2,1,6,1,0,0,0,0,5,0,1,2,1,2,7,0,3,1,0,0,1,0,4,1,3,1,2,1,0,4,0,0,2,2,0,0,2
s3_c0101,slide3,11.028,4.963,D2,CT2,7,3,8,4,0,9,1,2,0,3,3,0,0,5,2,0,1,0,3,5,1,2,4,0,3,2,0,5,1,2,2,2,0,3,1,1,2,2,3,1
s3_c0102,slide3,11.871,4.743,D2,CT2,7,1,3,6,4,6,0,0,1,4,1,1,1,2,1,0,1,1,4,3,0,0,1,1,0,1,1,2,1,1,5,2,2,0,0,0,2,1,8,1
s3_c0103,slide3,13.066,4.828,D2,CT2,6,4,4,3,1,5,0,0,3,4,0,1,0,2,2,1,2,0,4,7,2,2,2,0,2,0,1,2,0,1,3,1,1,3,0,0,9,2,4,1
s3_c0104,slide3,14.0,4.74,D2,CT2,7,1,4,2,5,2,0,0,0,2,2,1,0,4,1,0,1,0,1,7,2,0,3,1,1,0,3,3,0,0,5,0,1,2,0,0,2,3,3,0
s3_c0105,slide3,15.176,5.202,D2,CT2,3,4,2,2,2,6,1,1,1,2,2,0,4,13,0,0,1,2,7,10,1,0,2,0,1,1,1,1,0,1,6,2,0,3,1,0,2,3,8,4
s3_c0106,slide3,15.799,5.041,D2,CT2,6,1,5,1,3,3,0,0,5,3,2,1,1,8,3,0,2,0,1,6,4,3,2,2,3,1,2,0,0,1,2,1,0,3,1,1,2,2,4,0
s3_c0107,slide3,16.913,5.035,D2,CT2,3,1,6,3,2,6,0,2,0,3,2,0,0,6,3,0,0,1,2,6,3,0,5,0,0,0,0,1,0,1,1,1,1,4,0,0,1,2,8,1
s3_c0108,slide3,-0.182,6.105,D0,CT0,3,1,1,3,2,4,0,0,0,6,1,0,5,1,1,0,2,2,2,0,3,2,3,3,3,1,4,1,2,1,0,4,1,3,0,1,4,0,2,1
s3_c0109,slide3,1.302,6.186,D0,CT2,7,0,6,2,4,4,0,3,0,4,0,2,0,4,1,0,1,0,4,1,1,1,4,2,0,1,1,2,1,2,3,0,1,2,1,1,3,2,4,1
s3_c0110,slide3,1.831,5.834,D0,CT0,4,3,0,1,0,4,0,1,2,3,2,1,1,2,1,0,6,3,0,2,1,2,3,6,5,2,1,0,0,1,0,9,3,2,3,2,3,0,2,2
s3_c0111,slide3,3.02,5.695,D0,CT0,3,3,2,1,0,0,0,1,4,2,3,1,3,1,3,1,3,6,0,1,1,2,2,3,3,1,1,0,1,0,2,2,3,2,3,3,2,0,0,4
s3_c0112,slide3,4.009,6.247,D0,CT0,2,1,1,2,0,3,0,1,0,1,1,1,0,0,0,0,3,1,2,3,1,5,2,1,3,5,1,0,3,0,1,6,3,8,3,0,4,1,3,2
s3_c0113,slide3,5.412,6.082,D0,CT0,1,5,2,1,2,2,1,0,3,3,1,1,0,1,2,0,4,3,0,1,1,6,3,4,3,3,3,0,1,0,0,4,2,6,2,2,4,2,2,1
s3_c0114,slide3,5.919,5.875,D0,CT3,2,3,2,0,1,0,1,1,0,0,0,0,1,4,0,3,1,2,2,0,4,0,3,0,2,2,1,1,1,2,1,2,3,0,0,0,1,2,2,1
s3_c0115,slide3,7.315,6.24,D0,CT2,4,2,9,5,2,8,0,0,0,4,1,1,0,5,4,0,4,0,2,3,4,1,4,0,0,5,1,3,2,0,3,1,1,0,0,0,3,1,4,2
s3_c0116,slide3,7.972,5.806,D0,CT3,0,3,3,4,2,3,2,1,4,1,0,2,0,2,1,1,2,1,0,1,5,0,2,0,2,7,0,1,3,0,2,4,4,0,0,0,0,4,2,4
s3_c0117,slide3,8.953,5.838,D2,CT2,6,5,5,3,3,2,1,0,1,1,1,2,1,2,1,0,3,2,4,8,3,1,3,0,0,0,1,1,2,1,3,0,0,1,1,0,5,8,4,0
s3_c0118,slide3,9.501,5.642,D2,CT0,1,1,1,4,0,3,0,0,1,7,4,0,3,2,2,0,3,2,5,3,1,4,4,2,1,3,1,0,4,2,2,1,1,3,1,1,3,1,2,2
s3_c0119,slide3,10.674,5.664,D2,CT3,3,2,5,2,1,1,2,1,2,2,1,0,0,1,3,3,3,0,1,1,3,0,4,0,3,2,0,2,1,1,1,1,1,0,0,1,1,2,1,2
s3_c0120,slide3,11.842,5.864,D2,CT3,1,0,2,3,1,4,0,1,1,1,1,0,0,2,0,1,2,2,0,0,4,2,1,2,3,1,0,2,1,3,0,3,2,1,1,1,0,2,3,2
s3_c0121,slide3,13.101,5.933,D2,CT2,3,1,4,1,1,3,1,1,1,2,4,0,1,4,6,1,1,1,5,5,3,1,5,0,0,2,0,3,2,0,3,1,0,1,2,0,3,2,2,0
s3_c0122,slide3,14.117,6.072,D2,CT0,4,3,1,3,0,0,0,0,3,4,0,1,3,0,2,1,1,2,1,2,1,10,3,2,4,1,1,0,1,0,0,3,3,2,0,2,2,1,0,0
s3_c0123,slide3,15.395,5.93,D2,CT1,1,0,4,2,0,2,3,1,0,3,2,4,2,0,1,0,5,7,4,0,2,5,2,1,0,3,2,4,0,3,1,0,0,0,0,1,1,0,4,3
s3_c0124,slide3,15.768,6.087,D2,CT0,2,3,1,0,0,2,0,0,0,2,0,0,1,1,4,0,1,3,0,3,0,10,4,1,1,4,0,1,2,0,0,5,1,2,2,0,1,2,2,2
s3_c0125,slide3,16.792,6.001,D2,CT3,0,1,0,3,0,1,0,0,1,3,0,2,0,1,1,2,4,2,0,0,3,3,2,0,1,3,1,0,1,2,3,6,4,0,1,2,0,1,3,3
s3_c0126,slide3,0.283,6.923,D0,CT3,1,2,4,0,0,1,1,0,2,2,0,1,0,2,2,2,5,0,1,0,1,0,2,1,6,1,0,2,2,1,1,1,5,0,2,2,1,0,2,1
s3_c0127,slide3,1.086,6.885,D0,CT0,1,2,0,1,0,1,0,0,1,5,2,0,1,0,1,0,3,2,2,1,0,4,3,4,2,2,4,1,2,0,0,8,2,5,3,2,2,0,3,2
s3_c0128,slide3,2.033,6.781,D0,CT1,0,0,2,0,2,0,2,3,2,4,1,3,1,1,3,0,3,7,1,3,0,0,1,2,0,3,0,7,2,0,1,1,1,1,3,0,1,0,2,3
s3_c0129,slide3,3.011,6.796,D0,CT0,4,2,1,3,0,2,0,1,0,2,2,1,0,0,1,0,0,4,0,1,0,3,2,2,3,4,1,0,1,0,1,3,3,1,3,1,1,1,5,1
